DistrictId,WardId,StreetId,Size,Rooms,Toilets,Type,FurnishingSell,Urgent,Price
12,153,1349,58.0,2,1,Chung cư,,1,2180000000.0
7,74,583,86.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1840000000.0
8,88,816,26.0,1,1,Officetel,,0,1550000000.0
15,192,1849,90.0,2,2,Chung cư,,0,3800000000.0
4,37,349,105.0,3,2,Chung cư,Hoàn thiện cơ bản,0,4300000000.0
19,245,2373,63.0,2,1,Chung cư,,0,3500000000.0
12,151,1314,65.0,2,2,Chung cư,,0,1900000000.0
12,151,1313,82.0,3,2,Chung cư,,0,3200000000.0
5,53,442,65.0,2,1,Chung cư,,0,3300000000.0
3,29,319,115.0,3,2,Chung cư,Nội thất đầy đủ,1,5200000000.0
17,218,2071,71.0,2,2,Chung cư,Nội thất đầy đủ,1,4500000000.0
7,78,666,75.0,2,2,Chung cư,,0,3400000000.0
7,74,588,57.0,2,2,Chung cư,,0,2020000000.0
7,78,666,37.2,1,0,Chung cư,Hoàn thiện cơ bản,0,1700000000.0
7,74,588,57.0,2,0,Chung cư,Hoàn thiện cơ bản,0,2049999999.9999998
7,74,588,70.0,2,2,Chung cư,,0,2400000000.0
7,78,666,74.0,2,2,Chung cư,,0,3790000000.0
17,218,2071,62.0,2,2,Chung cư,,0,4300000000.0
3,26,305,106.6,3,2,Chung cư,,0,5300000000.0
7,78,666,74.0,2,0,Chung cư,,0,3650000000.0
3,27,314,110.0,3,2,Chung cư,,0,5100000000.0
12,153,1349,49.0,1,0,Chung cư,Nội thất cao cấp,1,1900000000.0
8,87,802,115.0,2,2,Chung cư,Bàn giao thô,0,4200000000.0
1,1,14,50.0,1,1,Chung cư,,0,6100000000.0
9,104,925,90.0,3,2,Chung cư,Nội thất cao cấp,0,4300000000.0
2,16,180,61.0,2,0,Chung cư,,0,2150000000.0
19,245,2373,95.0,3,2,Chung cư,,0,3550000000.0
15,183,1799,110.0,2,2,Chung cư,,0,4200000000.0
20,254,2511,56.0,2,1,Chung cư,,0,2719000000.0
17,219,2077,74.0,2,2,Chung cư,,0,5250000000.0
9,102,902,70.0,2,0,Chung cư,,0,6200000000.0
9,102,902,40.0,1,0,Chung cư,,0,1880000000.0
7,78,669,71.0,2,2,Chung cư,Nội thất đầy đủ,0,3700000000.0
16,208,1991,55.0,2,2,Chung cư,,0,1500000000.0
8,89,832,62.0,2,2,Chung cư,Nội thất đầy đủ,1,1830000000.0
15,192,1853,100.0,3,2,Chung cư,,0,3800000000.0
15,190,1837,120.0,3,2,Chung cư,Hoàn thiện cơ bản,0,7300000000.0
19,241,2310,62.0,2,2,Chung cư,,0,2350000000.0
19,245,2373,104.3,3,2,Chung cư,Nội thất đầy đủ,0,5000000000.0
18,238,2267,30.0,1,0,Chung cư,,0,800000000.0
18,238,2267,30.0,1,1,Chung cư,,0,800000000.0
12,153,1349,57.0,2,1,Chung cư,,0,2450000000.0
19,245,2373,92.0,2,2,Chung cư,Hoàn thiện cơ bản,0,4800000000.0
14,167,1559,53.0,1,1,Chung cư,Nội thất đầy đủ,0,1950000000.0
12,153,1349,80.0,3,2,Chung cư,,0,3100000000.0
19,245,2373,104.3,3,2,Chung cư,Nội thất đầy đủ,0,5000000000.0
19,245,2373,96.0,2,2,Chung cư,,0,5777000000.0
8,89,829,76.0,2,1,Chung cư,,0,1530000000.0
7,74,588,70.0,2,2,Chung cư,Hoàn thiện cơ bản,1,2400000000.0
12,151,1314,53.0,2,1,Chung cư,,0,1700000000.0
7,74,583,67.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2200000000.0
20,262,2547,85.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2800000000.0
9,102,902,47.0,1,1,Chung cư,Hoàn thiện cơ bản,0,1890000000.0
19,245,2373,96.0,2,2,Chung cư,,0,5550000000.0
8,86,759,60.8,2,1,Chung cư,Nội thất đầy đủ,0,2350000000.0
19,245,2373,82.0,3,2,Chung cư,,1,3500000000.0
8,98,880,72.0,2,0,Chung cư,,0,2830000000.0
2,18,228,73.0,2,2,Chung cư,,0,5600000000.0
8,89,832,62.0,2,2,Chung cư,Nội thất đầy đủ,0,1830000000.0
14,166,1546,75.0,2,2,Chung cư,,1,3000000000.0
8,89,819,84.0,2,2,Chung cư,,0,1550000000.0
19,241,2312,60.0,2,2,Chung cư,,0,1780000000.0
8,89,832,51.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1700000000.0
14,171,1664,59.0,2,2,Chung cư,Nội thất cao cấp,0,2300000000.0
8,89,832,79.0,3,2,Chung cư,Hoàn thiện cơ bản,0,2350000000.0
14,171,1664,82.0,3,2,Chung cư,,0,2950000000.0
19,244,2358,44.5,1,1,Chung cư,Bàn giao thô,0,3900000000.0
9,107,944,56.0,1,1,Chung cư,,0,2150000000.0
19,245,2373,96.0,2,2,Chung cư,,0,5050000000.0
19,246,2404,51.3,2,1,Chung cư,Nội thất đầy đủ,0,1800000000.0
7,74,586,86.0,2,0,Chung cư,Nội thất đầy đủ,0,3350000000.0
20,254,2511,72.0,2,1,Chung cư,,0,3600000000.0
24,312,2756,121.0,3,2,Chung cư,Hoàn thiện cơ bản,0,3600000000.0
7,74,588,57.0,2,1,Chung cư,Hoàn thiện cơ bản,0,2100000000.0
20,265,2563,67.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1200000000.0
7,78,669,56.0,2,1,Chung cư,Nội thất đầy đủ,0,3260000000.0
19,245,2373,84.0,3,2,Chung cư,,0,4099999999.9999995
20,265,2563,40.0,1,1,Chung cư,Hoàn thiện cơ bản,0,750000000.0
14,166,1541,43.0,1,1,Chung cư,Nội thất đầy đủ,0,990000000.0
7,76,608,97.0,2,2,Chung cư,Nội thất cao cấp,0,6100000000.0
4,44,380,74.0,2,2,Chung cư,,0,6600000000.0
24,310,2748,56.0,1,1,Chung cư,Nội thất cao cấp,0,2300000000.0
18,235,2219,100.0,3,0,Chung cư,,0,3950000000.0
7,78,664,38.0,2,2,Chung cư,,0,2049999999.9999998
17,219,2081,69.0,2,2,Chung cư,,0,4300000000.0
8,98,875,69.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1780000000.0
19,247,2409,96.0,3,2,Chung cư,,1,3850000000.0
12,153,1349,58.0,2,1,Chung cư,,0,2240000000.0
12,153,1349,58.0,2,1,Chung cư,,0,2400000000.0
7,81,723,36.0,2,1,Chung cư,Hoàn thiện cơ bản,0,1250000000.0
4,36,344,28.0,2,0,Chung cư,,0,2300000000.0
8,89,827,126.0,3,2,Penthouse,,0,4099999999.9999995
14,166,1536,86.0,3,2,Chung cư,Nội thất đầy đủ,0,2380000000.0
8,96,862,55.0,1,0,Chung cư,,0,2550000000.0
8,96,862,32.0,1,0,Chung cư,,1,1700000000.0
6,64,506,70.0,2,0,Chung cư,,0,4650000000.0
6,64,506,51.0,1,0,Chung cư,,0,3500000000.0
20,251,2484,69.0,2,2,Chung cư,,0,2640000000.0
9,102,902,100.0,3,2,Chung cư,,0,4099999999.9999995
9,102,902,70.0,10,2,Chung cư,Nội thất đầy đủ,1,2600000000.0
9,102,902,34.0,1,0,Chung cư,,0,1620000000.0
9,102,902,82.3,3,2,Chung cư,Nội thất đầy đủ,1,3400000000.0
8,86,759,55.0,2,1,Chung cư,,1,2380000000.0
15,194,1868,33.0,2,1,Chung cư,Hoàn thiện cơ bản,0,2049999999.9999998
8,89,827,65.0,2,1,Chung cư,,0,2200000000.0
20,260,2539,53.0,1,1,Chung cư,,0,1800000000.0
19,241,2310,62.0,2,2,Chung cư,,0,1900000000.0
7,74,589,124.0,3,2,Chung cư,,0,3850000000.0
8,86,759,60.0,2,2,Chung cư,,1,2950000000.0
9,102,902,60.0,2,2,Chung cư,,0,2836000000.0
9,102,902,36.5,1,0,Chung cư,Nội thất đầy đủ,0,2300000000.0
9,102,902,60.0,2,2,Chung cư,,0,2836000000.0
20,260,2539,78.0,3,2,Chung cư,,1,2780000000.0
7,78,666,36.9,1,0,Officetel,Hoàn thiện cơ bản,0,1670000000.0
7,74,588,57.0,2,2,Chung cư,,0,2049999999.9999998
7,74,586,90.0,3,2,Chung cư,Hoàn thiện cơ bản,0,4099999999.9999995
19,245,2373,98.0,3,2,Chung cư,Nội thất đầy đủ,0,4250000000.0
9,102,902,69.0,2,2,Chung cư,Nội thất cao cấp,0,2649000000.0
9,102,902,38.0,1,1,Chung cư,Nội thất cao cấp,0,1900000000.0
13,156,1387,93.0,3,3,Chung cư,Nội thất cao cấp,0,3390000000.0
7,74,583,85.0,2,3,Chung cư,Hoàn thiện cơ bản,0,1900000000.0
7,73,576,70.0,2,2,Chung cư,,0,3150000000.0
8,89,832,62.0,2,2,Chung cư,Nội thất đầy đủ,0,1830000000.0
24,312,2756,35.0,1,1,Chung cư,Hoàn thiện cơ bản,0,1600000000.0
15,193,1864,66.0,2,1,Chung cư,Nội thất đầy đủ,0,1950000000.0
7,78,666,26.0,1,1,Officetel,Hoàn thiện cơ bản,0,1600000000.0
7,78,666,96.0,3,2,Chung cư,Hoàn thiện cơ bản,0,5000000000.0
8,86,759,72.99,2,2,Chung cư,,0,2900000000.0
16,200,1915,80.0,2,2,Chung cư,,0,3480000000.0
2,11,116,56.0,1,1,Chung cư,Hoàn thiện cơ bản,0,4300000000.0
2,11,116,76.0,2,2,Chung cư,Hoàn thiện cơ bản,0,4817000000.0
8,86,759,94.99,3,2,Chung cư,,0,3700000000.0
13,156,1387,72.0,2,2,Chung cư,Nội thất đầy đủ,0,2850000000.0
2,11,116,95.0,3,2,Chung cư,Hoàn thiện cơ bản,0,5700000000.0
7,78,664,30.0,1,0,Chung cư,Nội thất đầy đủ,0,1850000000.0
24,312,2756,50.0,2,1,Chung cư,,0,2400000000.0
7,78,666,55.0,1,1,Chung cư,Hoàn thiện cơ bản,0,2650000000.0
7,78,666,37.0,1,1,Officetel,Hoàn thiện cơ bản,0,1980000000.0
7,74,588,69.99,2,2,Chung cư,,1,2400000000.0
19,245,2373,67.0,2,2,Chung cư,,0,3250000000.0
8,89,832,62.0,2,2,Chung cư,Nội thất đầy đủ,0,1830000000.0
12,145,1255,42.0,1,1,Chung cư,,0,1300000000.0
19,241,2313,70.0,2,2,Chung cư,Hoàn thiện cơ bản,0,3300000000.0
12,153,1349,80.0,3,0,Chung cư,Hoàn thiện cơ bản,0,3100000000.0
7,78,666,75.0,2,2,Chung cư,Bàn giao thô,0,3900000000.0
7,74,588,57.0,2,1,Chung cư,,0,2055000000.0000002
14,166,1546,95.0,3,2,Chung cư,Hoàn thiện cơ bản,0,4700000000.0
8,98,875,68.99,2,2,Chung cư,,0,1780000000.0
8,88,814,71.5,2,2,Chung cư,Nội thất đầy đủ,0,3500000000.0
20,260,2539,65.0,2,2,Chung cư,,0,2350000000.0
19,248,2424,53.0,1,1,Chung cư,Hoàn thiện cơ bản,0,10000000.0
7,78,666,53.0,1,1,Chung cư,Bàn giao thô,0,2900000000.0
9,109,987,75.0,2,2,Chung cư,Nội thất đầy đủ,0,2100000000.0
23,304,2719,68.0,2,2,Chung cư,,0,1250000000.0
8,86,759,79.0,2,2,Chung cư,,0,3350000000.0
2,18,221,40.0,1,1,Chung cư,,0,2650000000.0
24,310,2748,56.0,2,0,Chung cư,Nội thất cao cấp,0,460000000.0
19,246,2390,68.0,2,1,Chung cư,,0,2650000000.0
14,166,1546,75.0,2,0,Chung cư,,0,2900000000.0
14,166,1546,75.0,2,2,Chung cư,,0,3600000000.0
15,178,1770,54.0,2,1,Chung cư,Hoàn thiện cơ bản,0,2750000000.0
8,98,880,74.0,2,2,Chung cư,,0,2600000000.0
8,98,880,74.0,2,2,Chung cư,,0,2250000000.0
7,74,588,70.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2450000000.0
20,262,2547,114.0,3,3,Chung cư,Hoàn thiện cơ bản,0,3990000000.0
8,86,759,78.0,2,0,Chung cư,,1,3550000000.0
9,102,902,68.01,2,2,Chung cư,,0,2500000000.0
3,27,313,40.0,2,1,Chung cư,Nội thất đầy đủ,0,1400000000.0
18,239,2287,30.0,1,1,Chung cư,Nội thất đầy đủ,0,1600000000.0
4,36,347,92.0,1,0,,,0,5600000000.0
12,151,1314,65.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1900000000.0
12,146,1259,40.0,1,1,Chung cư,,0,990000000.0
16,205,1965,35.0,1,1,Chung cư,Nội thất cao cấp,0,1400000000.0
15,178,1762,62.0,2,1,Chung cư,Nội thất đầy đủ,1,2680000000.0
8,86,759,55.0,2,1,Chung cư,,0,2380000000.0
15,190,1839,55.0,1,1,Chung cư,Nội thất cao cấp,0,5600000000.0
16,205,1965,42.0,2,1,Chung cư,Nội thất cao cấp,0,1300000000.0
19,245,2373,112.0,3,2,Chung cư,,0,5600000000.0
10,125,1109,78.0,2,2,Chung cư,,0,5300000000.0
15,190,1839,53.0,1,0,Chung cư,,0,5600000000.0
15,190,1839,53.0,1,0,Chung cư,,0,5800000000.0
7,81,723,47.0,1,1,Chung cư,,0,2150000000.0
15,190,1839,55.0,1,0,Chung cư,,0,6100000000.0
9,102,902,59.2,2,2,Chung cư,Hoàn thiện cơ bản,0,3350000000.0
16,205,1965,35.0,2,1,Chung cư,Nội thất đầy đủ,0,1300000000.0
12,143,1228,56.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1700000000.0
12,143,1228,68.01,2,1,Chung cư,,0,1690000000.0
19,241,2313,62.0,2,2,,,0,2250000000.0
8,89,832,51.0,2,1,Chung cư,Nội thất đầy đủ,0,1700000000.0
8,89,827,62.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1470000000.0
9,102,902,47.0,2,0,Chung cư,Hoàn thiện cơ bản,0,2049999999.9999998
1,6,55,43.0,1,1,Chung cư,,0,3000000000.0
19,241,2312,75.0,2,0,,,0,4179999999.9999995
7,74,583,62.0,2,2,Chung cư,,0,2250000000.0
12,145,1255,42.0,2,1,Chung cư,,0,1200000000.0
7,79,680,82.0,2,0,Chung cư,Hoàn thiện cơ bản,0,5790000000.0
1,5,49,100.0,2,2,Chung cư,,0,6590000000.0
15,190,1839,118.0,3,2,Chung cư,Nội thất đầy đủ,0,7600000000.0
15,190,1839,73.0,2,1,Chung cư,Nội thất đầy đủ,0,5300000000.0
9,107,949,60.0,2,1,Chung cư,Hoàn thiện cơ bản,0,2200000000.0
18,235,2221,68.0,2,2,Chung cư,,0,3200000000.0
8,98,880,74.0,2,2,Chung cư,Nội thất đầy đủ,0,2700000000.0
20,265,2563,67.0,2,0,Chung cư,,1,1260000000.0
15,192,1857,48.0,1,0,Chung cư,Nội thất đầy đủ,0,2350000000.0
14,171,1664,59.0,2,0,Chung cư,,1,2290000000.0
9,102,902,33.0,1,1,Chung cư,Nội thất cao cấp,0,1400000000.0
9,102,902,46.99,1,1,Chung cư,,0,1900000000.0
9,102,902,67.0,1,1,Chung cư,Nội thất cao cấp,0,2200000000.0
20,251,2484,70.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2480000000.0
20,251,2484,59.0,2,0,Chung cư,,0,2220000000.0
12,145,1255,68.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1600000000.0
19,245,2373,88.0,2,2,Chung cư,,0,4300000000.0
7,74,586,55.0,2,1,Chung cư,,1,2650000000.0
2,16,180,54.0,2,0,Chung cư,,0,1900000000.0
19,245,2373,88.0,2,2,Chung cư,,0,5200000000.0
2,16,180,61.0,2,2,Chung cư,,0,2200000000.0
19,248,2424,75.0,2,0,Chung cư,,1,3680000000.0
8,89,829,73.79,2,2,,,0,1850000000.0
19,245,2373,85.0,2,2,Chung cư,,0,4500000000.0
20,251,2484,70.0,2,2,Chung cư,,0,2650000000.0
12,153,1349,65.0,2,2,Chung cư,,0,2650000000.0
12,153,1349,57.0,2,1,Chung cư,,0,2290000000.0
12,153,1349,65.0,2,2,Chung cư,,0,2800000000.0
12,153,1349,80.0,3,0,Chung cư,,0,3100000000.0
12,153,1349,58.0,2,1,Chung cư,,1,2330000000.0
12,153,1349,49.0,1,0,Chung cư,,0,2100000000.0
12,153,1349,58.0,2,1,Chung cư,Hoàn thiện cơ bản,0,2220000000.0
20,251,2484,85.0,3,0,Chung cư,,0,3150000000.0
12,143,1227,100.0,3,2,Chung cư,,1,2850000000.0
19,245,2373,85.0,2,2,Chung cư,,0,4950000000.0
20,251,2484,60.0,2,0,Chung cư,,0,2150000000.0
14,169,1588,64.0,2,0,Chung cư,,1,1870000000.0
14,166,1546,75.05,2,2,Chung cư,,0,3650000000.0
2,16,180,59.0,2,2,Chung cư,Nội thất đầy đủ,0,2000000000.0
14,168,1579,65.0,2,1,Chung cư,,1,1700000000.0
18,225,2122,80.0,2,0,Chung cư,,0,4150000000.0000005
2,18,228,75.0,2,2,Chung cư,,1,6000000000.0
19,245,2373,63.0,2,1,Chung cư,Nội thất cao cấp,0,3400000000.0
7,74,583,85.0,2,3,Chung cư,Nội thất đầy đủ,1,1900000000.0
12,153,1349,79.99,3,2,Chung cư,,0,3150000000.0
12,153,1349,58.0,2,1,Chung cư,,0,2300000000.0
12,153,1349,58.0,2,1,Chung cư,Hoàn thiện cơ bản,0,2300000000.0
4,32,326,71.7,2,2,Chung cư,,0,4000000000.0
20,251,2484,113.0,3,3,Chung cư,,1,4150000000.0000005
20,251,2484,59.0,2,2,Chung cư,,0,2200000000.0
20,251,2484,70.0,2,2,Chung cư,,0,2650000000.0
7,74,588,70.0,2,2,Chung cư,,0,2400000000.0
14,171,1664,62.0,2,2,Chung cư,Nội thất cao cấp,0,2400000000.0
19,240,2295,65.0,2,2,Chung cư,,0,2800000000.0
19,241,2313,62.0,2,2,Chung cư,,0,2350000000.0
19,249,2458,63.0,2,2,Chung cư,,0,2400000000.0
19,243,2332,64.0,2,2,Chung cư,,0,1850000000.0
19,245,2373,86.0,2,2,Chung cư,Nội thất cao cấp,0,4250000000.0
8,98,880,74.0,2,2,Chung cư,Nội thất đầy đủ,0,2700000000.0
19,245,2373,85.0,2,2,Chung cư,,1,5400000000.0
20,251,2484,60.0,2,2,Chung cư,,0,2150000000.0
9,102,902,69.0,2,2,Chung cư,,0,3650000000.0
9,102,902,78.0,2,2,Chung cư,,0,3925000000.0
6,71,556,68.0,2,2,Chung cư,Nội thất đầy đủ,0,2280000000.0
12,145,1255,42.0,1,1,Duplex,Nội thất đầy đủ,0,1230000000.0
8,88,816,124.0,2,2,Officetel,,0,7000000000.0
5,58,475,74.0,2,2,Chung cư,,0,1750000000.0
8,96,862,70.0,2,2,Chung cư,Hoàn thiện cơ bản,0,3200000000.0
19,245,2373,71.2,2,2,Chung cư,Hoàn thiện cơ bản,0,3750000000.0
9,102,902,59.0,2,2,Chung cư,Nội thất đầy đủ,0,2680000000.0
2,18,228,65.0,2,2,Chung cư,Nội thất đầy đủ,0,5900000000.0
6,69,545,60.0,2,2,Chung cư,Nội thất đầy đủ,0,1880000000.0
5,48,402,40.0,1,1,Chung cư,,0,2900000000.0
19,245,2373,71.2,2,2,Chung cư,Hoàn thiện cơ bản,0,3750000000.0
19,245,2373,84.0,3,2,Chung cư,Nội thất đầy đủ,0,3871000000.0
2,19,231,64.0,1,1,Chung cư,Nội thất đầy đủ,0,6900000000.0
15,190,1839,82.0,2,2,Chung cư,,0,6900000000.0
9,102,902,30.0,1,1,Chung cư,Nội thất cao cấp,0,1738000000.0
9,102,902,67.0,2,2,Chung cư,Nội thất cao cấp,0,2450000000.0
9,102,902,51.0,1,1,Chung cư,Nội thất cao cấp,0,1900000000.0
9,102,902,51.0,1,1,Chung cư,Hoàn thiện cơ bản,0,2198000000.0
9,102,902,60.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2500000000.0
20,260,2536,89.0,3,0,Chung cư,,0,2550000000.0
7,79,687,80.0,2,2,,,0,7100000000.0
18,225,2122,50.0,1,1,Chung cư,Nội thất đầy đủ,1,2150000000.0
19,245,2373,95.0,3,2,Chung cư,,0,3500000000.0
7,82,732,68.0,2,2,Chung cư,,0,3600000000.0
6,72,567,62.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2650000000.0
7,74,583,75.0,2,2,Chung cư,Nội thất đầy đủ,0,2400000000.0
8,89,827,57.0,2,2,Chung cư,Hoàn thiện cơ bản,1,1370000000.0
8,89,832,79.0,3,2,Chung cư,Hoàn thiện cơ bản,0,2270000000.0
2,13,154,56.0,2,1,Chung cư,,0,2400000000.0
6,68,538,30.0,2,2,Chung cư,,0,1230000000.0
9,102,902,30.0,1,1,Chung cư,Hoàn thiện cơ bản,0,1500000000.0
20,254,2511,45.0,1,1,Chung cư,,0,1350000000.0
19,241,2310,72.0,2,2,Chung cư,Hoàn thiện cơ bản,0,3500000000.0
18,231,2194,24.0,1,1,Chung cư,Bàn giao thô,0,1700000000.0
19,241,2312,75.0,2,0,,,0,4179999999.9999995
8,89,832,61.99,2,2,Chung cư,,0,1900000000.0
8,89,827,62.0,2,2,,,0,1550000000.0
3,27,313,72.0,2,1,Chung cư,,0,3600000000.0
19,247,2409,69.0,2,2,Chung cư,,1,2800000000.0
12,153,1349,80.0,3,2,Chung cư,,0,3100000000.0
3,21,260,35.0,1,1,Chung cư,Nội thất đầy đủ,1,2300000000.0
13,163,1507,62.3,2,2,Chung cư,Hoàn thiện cơ bản,0,2738000000.0
18,231,2194,38.0,2,1,Chung cư,Hoàn thiện cơ bản,0,2200000000.0
8,89,832,75.0,3,0,Chung cư,Hoàn thiện cơ bản,0,2089999999.9999998
8,89,832,66.0,2,0,Chung cư,Nội thất đầy đủ,0,2120000000.0
8,89,832,62.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1880000000.0
8,89,832,52.0,2,1,Chung cư,Hoàn thiện cơ bản,0,1680000000.0
4,32,327,72.0,2,2,Chung cư,Nội thất đầy đủ,0,5050000000.0
4,36,344,50.0,1,1,Officetel,Nội thất cao cấp,0,3100000000.0
20,251,2484,59.0,2,2,Chung cư,,0,2120000000.0
20,251,2484,60.0,2,2,Chung cư,,0,2049999999.9999998
20,251,2484,59.0,2,2,Chung cư,,0,2100000000.0
12,147,1272,58.0,2,2,Chung cư,Nội thất đầy đủ,0,2080000000.0
20,251,2484,60.0,2,2,Chung cư,,0,2100000000.0
20,251,2484,60.0,2,2,Chung cư,,0,2100000000.0
20,251,2484,60.0,2,2,Chung cư,,0,2049999999.9999998
20,251,2484,84.99,3,2,Chung cư,,0,2905000000.0
8,98,880,74.0,2,2,Chung cư,,0,2270000000.0
14,174,1726,36.5,2,1,Chung cư,,1,620000000.0
4,36,347,83.0,3,2,Chung cư,Nội thất đầy đủ,0,3900000000.0
7,74,583,48.0,1,1,Chung cư,Nội thất đầy đủ,0,1700000000.0
2,16,174,73.0,2,0,Chung cư,,0,2100000000.0
7,74,583,67.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2250000000.0
11,133,1167,72.01,2,0,,,0,3290000000.0
10,125,1106,52.0,1,1,,,0,3490000000.0
8,98,875,50.0,1,0,Chung cư,,0,1500000000.0
7,74,586,64.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2900000000.0
7,74,583,90.01,2,2,Chung cư,,0,2100000000.0
2,16,180,61.0,2,0,Chung cư,,0,2150000000.0
2,16,180,53.0,2,0,Chung cư,,0,1900000000.0
16,208,1984,92.0,3,2,Chung cư,,0,2000000000.0
15,190,1839,120.0,3,0,Chung cư,,0,7600000000.0
9,102,902,70.0,3,0,Chung cư,Nội thất cao cấp,1,3000000000.0
14,168,1579,65.0,2,2,Chung cư,,1,1700000000.0
9,102,902,30.0,1,1,Chung cư,Hoàn thiện cơ bản,0,1400000000.0
8,89,832,52.0,2,2,Chung cư,Nội thất đầy đủ,0,1680000000.0
8,89,827,57.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1390000000.0
2,13,145,34.0,1,1,,,0,1650000000.0
8,98,875,69.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1850000000.0
16,201,1923,63.0,2,2,Chung cư,Nội thất đầy đủ,0,1850000000.0
14,171,1664,62.0,2,2,Chung cư,Nội thất đầy đủ,0,2450000000.0
6,72,567,64.0,3,1,Chung cư,,0,1800000000.0
9,104,914,45.99,2,2,Chung cư,,0,1050000000.0
2,13,148,65.0,2,2,Chung cư,,0,5300000000.0
19,241,2310,71.0,2,0,Chung cư,,0,3500000000.0
14,171,1664,81.99,3,2,Chung cư,,0,3000000000.0
2,13,154,35.0,1,1,Chung cư,,0,1650000000.0
19,245,2373,92.5,2,2,Chung cư,,0,4700000000.0
19,245,2373,88.8,2,2,Chung cư,,0,5430000000.0
19,245,2373,68.0,2,2,Chung cư,,1,3400000000.0
7,79,680,52.0,2,0,Chung cư,,0,1930000000.0
19,248,2424,83.0,2,2,Chung cư,,0,3280000000.0
3,29,319,89.5,3,2,Chung cư,Nội thất cao cấp,0,5580000000.0
20,251,2484,59.0,2,2,Chung cư,,1,2300000000.0
19,240,2295,63.0,2,2,Chung cư,,0,2850000000.0
20,260,2539,65.0,2,2,Chung cư,,0,2350000000.0
13,159,1455,104.0,3,3,Chung cư,,0,3500000000.0
9,102,902,49.0,2,1,Chung cư,Hoàn thiện cơ bản,0,2400000000.0
19,245,2373,85.4,2,2,Chung cư,,0,4415000000.0
20,260,2539,65.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2300000000.0
20,260,2539,52.0,1,1,Chung cư,Hoàn thiện cơ bản,0,1900000000.0
15,178,1770,34.0,2,1,Chung cư,,1,1650000000.0
19,245,2373,85.4,2,2,Chung cư,,0,4415000000.0
2,14,159,76.99,2,2,Chung cư,,0,2500000000.0
4,32,326,80.0,2,2,Chung cư,Nội thất đầy đủ,0,4650000000.0
9,102,902,67.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2650000000.0
7,74,583,89.0,3,2,Chung cư,Nội thất đầy đủ,0,2700000000.0
18,235,2219,50.0,2,1,Chung cư,,0,1850000000.0
7,74,583,48.0,1,1,Chung cư,,0,1750000000.0
7,74,583,77.01,2,2,,,0,1950000000.0
6,72,567,64.0,3,1,Chung cư,Bàn giao thô,0,1800000000.0
8,86,759,86.0,3,2,Chung cư,,0,3699000000.0
2,13,148,70.0,2,2,Chung cư,,0,4500000000.0
4,44,379,80.0,2,2,Chung cư,,0,3400000000.0
13,157,1425,69.01,2,2,,,0,2200000000.0
13,157,1425,45.0,1,1,Chung cư,Hoàn thiện cơ bản,0,1500000000.0
13,157,1425,70.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2180000000.0
12,151,1320,83.0,2,2,Chung cư,Nội thất cao cấp,0,3150000000.0
20,265,2563,67.0,2,2,Chung cư,Hoàn thiện cơ bản,0,1350000000.0
20,251,2484,85.0,3,2,Chung cư,,0,2956000000.0
19,245,2373,82.0,3,2,Chung cư,,1,3500000000.0
20,265,2563,40.0,1,1,Chung cư,Hoàn thiện cơ bản,0,750000000.0
19,245,2373,53.2,1,1,Chung cư,Nội thất đầy đủ,0,3000000000.0
6,72,567,64.0,2,2,Chung cư,Hoàn thiện cơ bản,0,2650000000.0
20,251,2484,59.0,2,2,Chung cư,,0,2092000000.0
14,166,1546,56.0,2,1,Chung cư,,0,2700000000.0
7,74,588,56.65,2,1,Chung cư,,1,2840000000.0
19,241,2312,75.0,2,2,Chung cư,Nội thất đầy đủ,0,4200000000.0
19,246,2390,68.0,1,1,,,0,2750000000.0
7,82,732,44.0,2,2,,,0,3200000000.0
9,102,902,69.0,2,2,Chung cư,Nội thất cao cấp,0,2590000000.0
17,217,2065,59.0,1,1,Chung cư,Nội thất đầy đủ,0,3000000000.0
4,40,357,43.0,2,2,Chung cư,,0,1810000000.0
8,89,827,66.51,2,1,Chung cư,Nội thất đầy đủ,0,2550000000.0
20,251,2484,75.0,2,2,Chung cư,,0,2770000000.0
14,166,1546,69.0,2,2,Chung cư,,0,2650000000.0
