DistrictId,WardId,StreetId,Size,Rooms,Toilets,Floors,Type,FurnishingSell,Characteristics,Urgent,Price
22,288,2627,32.0,2,2,1,Nhà phố liền kề,Hoàn thiện cơ bản,,0,600000000.0
14,166,1537,56.0,4,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,6700000000.0
13,156,1414,36.0,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,1590000000.0
16,200,1910,53.0,3,5,3,Nhà phố liền kề,Nội thất cao cấp,Nhà nở hậu,0,5350000000.0
3,20,289,55.0,3,0,0,"Nhà ngõ, hẻm",,,1,14500000000.0
12,148,12921,48.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3700000000.0
12,143,1227,78.0,4,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,6000000000.0
8,89,829,58.0,3,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Nhà nở hậu,0,3050000000.0
15,179,1776,40.0,3,3,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6350000000.0
6,69,547,60.0,4,3,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,7950000000.0
16,201,1925,42.0,4,5,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,6250000000.0
13,165,1518,55.0,3,3,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,5250000000.0
19,241,2308,75.0,3,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,5200000000.0
6,70,554,50.0,5,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,5300000000.0
12,147,1275,60.0,4,5,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6450000000.0
5,46,391,30.0,2,3,5,"Nhà ngõ, hẻm",,,0,5700000000.0
7,79,681,25.0,1,1,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,650000000.0
11,131,1156,32.0,2,0,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,2950000000.0
11,140,1211,42.0,6,6,5,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,7700000000.0
16,204,1955,38.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,4050000000.0
3,29,319,55.0,5,5,5,Nhà phố liền kề,,,0,12500000000.0
14,171,1662,52.0,2,2,2,"Nhà ngõ, hẻm",,"Nhà nở hậu,Hẻm xe hơi",0,3450000000.0
9,102,900,62.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4000000000.0
12,148,1280,56.0,4,5,5,Nhà phố liền kề,Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6690000000.0
12,148,1280,51.0,4,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,5490000000.0
12,148,1281,80.0,4,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,6080000000.0
14,171,1656,91.0,5,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,5200000000.0
16,206,1975,48.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,3950000000.0
12,147,1265,70.0,3,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,3790000000.0
7,80,806,113.0,4,5,0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,1,12390000000.0
16,206,1972,62.0,4,5,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,7800000000.0
12,153,1354,56.0,4,4,4,Nhà phố liền kề,Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6850000000.0
10,121,1077,30.0,3,2,3,"Nhà ngõ, hẻm",,Nhà nở hậu,0,4000000000.0
12,147,1275,82.3,3,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,6800000000.0
12,143,1236,45.0,3,3,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,5600000000.0
14,172,1668,40.0,2,2,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,3100000000.0
6,72,567,61.0,2,0,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3700000000.0
23,302,2708,134.4,4,4,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,8700000000.0
13,156,1402,45.0,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,1590000000.0
16,206,1972,80.0,4,5,5,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,14500000000.0
18,225,2121,68.0,3,0,0,"Nhà ngõ, hẻm",,,1,4650000000.0
4,43,376,98.0,3,2,0,"Nhà ngõ, hẻm",,,0,8000000000.0
15,186,1822,105.0,5,5,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Nhà nở hậu,0,7790000000.0
8,94,851,43.0,3,2,1,"Nhà ngõ, hẻm",,,0,4350000000.0
14,170,1647,76.0,4,0,0,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,3800000000.0
4,39,354,72.0,3,2,1,"Nhà ngõ, hẻm",,Nhà nở hậu,0,5800000000.0
14,168,1574,78.0,3,3,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,5400000000.0
12,148,1282,100.0,3,3,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,4300000000.0
12,147,1266,64.0,4,4,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,4350000000.0
7,73,579,91.0,5,0,2,"Nhà ngõ, hẻm",,,0,5700000000.0
12,147,1275,60.0,4,5,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6290000000.0
16,206,1972,67.86,4,5,3,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,7850000000.0
12,148,1282,52.0,4,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,4750000000.0
16,210,2009,51.0,5,5,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,12500000000.0
16,197,1887,58.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,4600000000.0
16,210,1999,80.0,5,6,4,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,9300000000.0
14,168,1574,33.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3430000000.0
19,242,2330,22.0,2,0,0,"Nhà ngõ, hẻm",,,0,2450000000.0
12,147,1266,52.0,4,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,4500000000.0
6,60,488,60.0,5,6,3,"Nhà ngõ, hẻm",Bàn giao thô,,0,8000000000.0
18,236,2224,80.0,4,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,10600000000.0
15,183,1802,60.0,10,5,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,5680000000.0
18,234,2210,37.0,6,0,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,6000000000.0
12,148,12921,45.0,2,0,0,"Nhà ngõ, hẻm",,,1,2650000000.0
7,81,720,65.0,5,5,0,"Nhà ngõ, hẻm",,,0,4700000000.0
20,262,2546,85.5,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,690000000.0
14,168,1581,92.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5690000000.0
12,153,1354,55.0,4,5,0,Nhà phố liền kề,,,0,6850000000.0
19,246,2400,35.0,2,0,0,"Nhà ngõ, hẻm",,,0,3700000000.0
12,147,1269,59.0,5,5,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,5790000000.0
4,39,356,12.0,2,3,3,"Nhà ngõ, hẻm",,,0,1850000000.0
4,40,362,27.0,2,3,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,4050000000.0
10,115,1032,30.0,4,4,5,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,5100000000.0
14,168,1585,104.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,7990000000.0
6,68,522,76.0,4,0,4,"Nhà mặt phố, mặt tiền",,Nhà nở hậu,0,7980000000.0
4,39,356,12.0,2,2,3,"Nhà ngõ, hẻm",,,0,1850000000.0
16,198,1894,105.0,5,5,0,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,12000000000.0
4,41,371,15.0,2,2,3,"Nhà ngõ, hẻm",,,0,1900000000.0
18,225,2120,46.0,3,3,1,Nhà phố liền kề,Nội thất đầy đủ,Hẻm xe hơi,0,4980000000.0
11,129,1139,19.1,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3350000000.0
11,137,1194,79.0,8,0,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,5000000000.0
11,140,1211,100.0,2,0,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,8590000000.0
12,147,1269,58.0,4,5,5,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,5950000000.0
12,147,1271,60.0,1,1,1,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,3790000000.0
24,312,2755,95.0,4,0,0,"Nhà ngõ, hẻm",,,0,7500000000.0
15,183,1802,62.0,7,0,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",1,4790000000.0
15,184,1810,52.0,4,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,7000000000.0
16,205,1966,96.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,10200000000.0
1,7,75,35.0,2,2,2,"Nhà ngõ, hẻm",,,0,4800000000.0
19,246,2403,39.0,4,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,4800000000.0
8,83,739,50.3,4,3,3,"Nhà ngõ, hẻm",,Nhà nở hậu,0,5900000000.0
8,86,775,72.0,3,1,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,6300000000.0
8,91,839,40.0,2,1,1,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,0,5700000000.0
8,85,749,32.0,4,3,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5980000000.0
8,84,746,120.0,4,5,4,"Nhà ngõ, hẻm",,,0,14000000000.0
18,239,2281,70.0,4,4,3,"Nhà mặt phố, mặt tiền",,"Hẻm xe hơi,Nhà nở hậu",0,14900000000.0
6,68,523,72.0,5,4,4,"Nhà mặt phố, mặt tiền",,,1,10000000000.0
19,245,2375,80.0,1,1,0,"Nhà mặt phố, mặt tiền",,"Hẻm xe hơi,Nhà nát",0,5700000000.0
12,148,1288,42.8,2,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,1,2700000000.0
9,110,991,54.0,3,3,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5750000000.0
18,238,2270,50.0,6,5,4,"Nhà mặt phố, mặt tiền",,,0,11000000000.0
18,234,2208,80.0,6,0,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,12000000000.0
18,235,2221,56.0,4,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8800000000.0
14,174,1727,64.0,4,2,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4800000000.0
18,238,2259,72.0,4,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,10500000000.0
16,202,1941,42.0,3,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,5350000000.0
18,229,2166,92.0,6,5,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,11500000000.0
18,231,2192,60.0,4,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,10500000000.0
14,169,1618,46.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,4300000000.0
13,158,1430,37.0,3,2,0,"Nhà ngõ, hẻm",,"Nhà nở hậu,Hẻm xe hơi",0,3900000000.0
16,209,1997,45.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4480000000.0
6,64,506,45.0,3,2,2,"Nhà ngõ, hẻm",,Nhà nát,0,6000000000.0
12,148,1277,43.0,4,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,2700000000.0
12,151,1314,100.0,4,6,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,6200000000.0
18,227,2139,24.0,2,1,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,2290000000.0
15,182,1796,73.0,2,2,11,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,5790000000.0
12,152,1333,70.0,2,2,1,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Hẻm xe hơi,0,3390000000.0
5,45,385,21.0,3,3,2,"Nhà ngõ, hẻm",Bàn giao thô,Hẻm xe hơi,0,4700000000.0
7,76,615,35.0,2,0,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4000000000.0
20,257,2522,109.99,3,3,0,"Nhà mặt phố, mặt tiền",,,0,980000000.0
4,40,360,61.0,6,0,5,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,9400000000.0
12,153,1352,64.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,4550000000.0
17,212,2023,35.0,3,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Nhà nở hậu,0,5600000000.0
6,69,547,42.0,5,5,0,Nhà phố liền kề,,,0,6000000000.0
14,172,1670,40.0,3,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3550000000.0
9,106,934,54.0,1,1,0,"Nhà ngõ, hẻm",,,0,3850000000.0
14,166,1527,56.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4400000000.0
9,99,882,110.01,4,5,4,"Nhà ngõ, hẻm",,,0,10500000000.0
7,73,576,52.0,3,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,5300000000.0
9,99,882,110.0,4,5,4,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,10500000000.0
17,221,2099,36.0,4,0,0,"Nhà ngõ, hẻm",,,0,7300000000.0
16,211,2017,39.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6900000000.0
8,94,857,40.0,7,0,0,"Nhà ngõ, hẻm",,,0,4600000000.0
11,132,1161,30.0,2,0,0,"Nhà ngõ, hẻm",,,0,2380000000.0
13,160,1461,68.0,3,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6000000000.0
2,15,173,28.0,1,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Nhà nở hậu,0,3000000000.0
14,169,1620,48.0,5,0,0,"Nhà ngõ, hẻm",,,0,5150000000.0
15,192,1857,62.0,3,3,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,7690000000.0
16,205,1964,38.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4690000000.0
6,64,507,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,3300000000.0
12,153,1354,60.0,4,5,5,Nhà phố liền kề,Nội thất cao cấp,Hẻm xe hơi,0,6780000000.0
12,153,1347,66.0,4,6,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,6700000000.0
12,147,1266,60.0,4,4,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,4400000000.0
3,20,292,86.0,3,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,14000000000.0
18,236,2232,52.0,4,3,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,11200000000.0
10,112,1013,41.0,3,0,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,6800000000.0
6,68,539,46.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6200000000.0
15,189,1836,55.0,3,3,0,"Nhà ngõ, hẻm",,,0,6290000000.0
18,238,2264,70.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,9900000000.0
18,230,2184,60.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,8600000000.0
9,110,988,53.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4000000000.0
19,240,2304,72.0,2,1,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,5000000000.0
16,203,1950,64.3,5,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,8100000000.0
13,155,1374,44.0,4,3,4,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,10000000000.0
12,153,1347,62.4,4,5,5,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5090000000.0
15,179,1771,114.0,4,4,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,12500000000.0
17,216,2049,62.0,2,2,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,8600000000.0
6,69,548,47.0,3,3,3,"Nhà ngõ, hẻm",,,1,5300000000.0
1,3,38,27.5,3,2,3,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,5300000000.0
17,219,2082,15.0,1,2,2,"Nhà ngõ, hẻm",,,0,1650000000.0
13,158,1437,78.0,3,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5200000000.0
19,247,2415,50.0,6,2,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4099999999.9999995
9,104,921,52.0,2,2,2,"Nhà ngõ, hẻm",,,0,3300000000.0
8,96,863,87.0,3,1,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,1,4399000000.0
12,152,1336,28.0,2,1,0,"Nhà ngõ, hẻm",,,0,980000000.0
15,193,1864,45.0,2,2,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",1,4950000000.0
16,204,1956,15.0,1,1,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,1200000000.0
14,166,1527,82.0,5,0,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5900000000.0
14,171,1656,34.0,2,2,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,3000000000.0
10,125,1109,30.0,2,3,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6450000000.0
15,192,1853,88.0,8,6,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,15500000000.0
9,106,939,53.0,3,3,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6000000000.0
12,153,1347,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3480000000.0
7,80,690,56.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,0,5500000000.0
9,109,987,50.0,1,1,11,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4300000000.0
6,68,538,64.0,2,2,2,"Nhà mặt phố, mặt tiền",,,0,7000000000.0
14,171,1653,18.0,1,1,1,"Nhà ngõ, hẻm",,Nhà nở hậu,0,1100000000.0
9,107,944,50.0,2,2,2,"Nhà ngõ, hẻm",,Nhà nở hậu,0,4750000000.0
14,170,1647,40.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,1,2480000000.0
9,107,953,57.0,3,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6000000000.0
14,169,1618,42.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,3000000000.0
12,147,1271,78.3,4,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,5990000000.0
14,169,1591,20.5,2,0,0,"Nhà ngõ, hẻm",,,0,2880000000.0
19,246,2390,70.0,4,0,0,"Nhà ngõ, hẻm",,,0,8800000000.0
18,225,2123,70.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5000000000.0
6,68,541,40.0,3,4,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,6700000000.0
6,69,548,52.0,4,4,4,"Nhà mặt phố, mặt tiền",,"Hẻm xe hơi,Nhà nở hậu",0,12700000000.0
13,156,1397,80.0,2,2,2,"Nhà ngõ, hẻm",,,1,4500000000.0
19,243,2343,40.0,4,3,3,"Nhà ngõ, hẻm",,,1,5500000000.0
12,147,1271,119.8,5,4,0,"Nhà ngõ, hẻm",Bàn giao thô,Hẻm xe hơi,0,6500000000.0
6,68,541,80.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,10200000000.0
13,156,1402,70.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3800000000.0
18,233,2205,45.0,7,4,5,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6600000000.0
19,241,2310,44.0,3,0,0,"Nhà ngõ, hẻm",,,0,4500000000.0
19,245,2366,62.0,2,0,0,"Nhà mặt phố, mặt tiền",,,0,5300000000.0
2,13,149,100.0,4,0,0,Nhà phố liền kề,,,0,12200000000.0
19,245,2368,61.0,2,0,0,"Nhà ngõ, hẻm",,,0,4750000000.0
18,235,2221,55.5,2,2,1,"Nhà ngõ, hẻm",,,0,6000000000.0
12,152,1333,46.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3830000000.0
6,66,516,45.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5700000000.0
7,79,686,104.0,8,6,0,"Nhà ngõ, hẻm",,,0,9500000000.0
9,111,1004,100.0,4,0,0,Nhà phố liền kề,,,0,6200000000.0
6,68,522,88.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,9200000000.0
13,162,1484,50.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,1,3700000000.0
11,140,1211,72.1,4,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,10800000000.0
16,196,1876,71.0,3,2,1,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,1,7900000000.0
20,266,2572,36.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,1150000000.0
10,112,1013,40.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6800000000.0
18,239,2289,80.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8699000000.0
8,89,829,64.5,2,0,0,"Nhà ngõ, hẻm",,,0,3600000000.0
17,215,2046,62.0,4,0,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,8600000000.0
6,68,522,76.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,8600000000.0
9,107,563,45.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,2650000000.0
20,265,2557,48.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,1590000000.0
20,265,2557,16.0,1,1,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,400000000.0
6,70,553,64.0,5,4,0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,8000000000.0
12,153,1363,52.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4580000000.0
23,306,2735,122.7,6,5,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,7300000000.0
15,182,1789,95.0,5,6,0,"Nhà mặt phố, mặt tiền",,,0,11500000000.0
2,15,172,56.0,2,2,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4800000000.0
14,174,1727,40.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,2350000000.0
12,148,1279,70.0,2,1,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3400000000.0
12,150,1310,52.0,3,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3350000000.0
12,150,1310,57.0,2,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3650000000.0
6,71,556,18.0,2,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,2500000000.0
6,71,556,55.0,4,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6400000000.0
16,206,1974,108.0,3,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,6700000000.0
13,158,1430,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,3850000000.0
8,84,746,50.8,3,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,5350000000.0
9,107,944,70.0,4,5,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,7000000000.0
18,239,2290,34.0,3,3,3,"Nhà ngõ, hẻm",,,0,3285000000.0
19,245,2375,92.0,4,2,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,7500000000.0
6,70,551,56.0,4,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,5700000000.0
12,153,1350,45.0,2,1,0,"Nhà ngõ, hẻm",,,1,900000000.0
16,203,1948,54.0,3,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5200000000.0
19,246,2405,102.0,3,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,7300000000.0
7,81,720,56.1,2,2,2,"Nhà ngõ, hẻm",Bàn giao thô,,0,4500000000.0
18,233,2205,45.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,4850000000.0
17,215,2047,80.0,5,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,6190000000.0
9,107,949,100.0,3,3,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5500000000.0
11,140,1211,50.5,5,5,0,"Nhà ngõ, hẻm",,,0,6900000000.0
9,99,887,90.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6500000000.0
9,104,921,52.0,4,3,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3850000000.0
