DistrictId,WardId,StreetId,Size,Rooms,Toilets,Floors,Type,FurnishingSell,Characteristics,Urgent,Price
19,250,2474,23.0,2,2,0,"Nhà ngõ, hẻm",,,0,2799000000.0
18,238,2259,90.0,3,0,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,13000000000.0
15,192,1854,90.0,5,5,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,15000000000.0
18,238,2259,90.0,3,0,2,"Nhà ngõ, hẻm",,,0,13000000000.0
15,192,1854,90.0,5,5,2,"Nhà ngõ, hẻm",,,0,15000000000.0
15,183,1804,40.0,6,6,4,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,7100000000.0
16,209,1997,90.0,7,3,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Nhà nở hậu,0,9500000000.0
19,240,2304,100.0,2,3,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,8300000000.000001
14,169,1588,55.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,2220000000.0
13,165,1514,20.0,2,3,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,1,3390000000.0
8,89,829,20.0,4,4,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,1,2820000000.0
5,51,432,58.0,3,3,7,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,2770000000.0
20,254,2511,140.0,3,4,3,Nhà phố liền kề,Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,14000000000.0
12,150,1304,70.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4590000000.0
18,225,2123,110.0,2,1,1,"Nhà mặt phố, mặt tiền",,,0,15000000000.0
20,260,2538,48.0,3,3,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,1340000000.0
12,148,1279,64.0,4,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,3750000000.0
20,254,2512,100.0,4,5,4,Nhà phố liền kề,,,1,11600000000.0
12,148,1281,28.0,2,1,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,0,780000000.0
14,169,1618,80.0,8,6,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,7800000000.0
17,213,2034,47.1,3,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,13500000000.0
14,166,1527,50.0,2,2,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4300000000.0
17,217,2062,104.0,2,2,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,15400000000.0
18,235,2221,12.0,2,1,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,1550000000.0
2,15,170,25.0,1,1,0,"Nhà ngõ, hẻm",,,0,2000000000.0
16,210,2001,60.0,3,3,2,"Nhà ngõ, hẻm",,,0,7900000000.0
10,119,1060,35.0,3,3,4,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,5800000000.0
15,183,1798,62.0,4,0,5,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,12900000000.0
6,68,534,64.0,3,3,3,"Nhà mặt phố, mặt tiền",,,0,7250000000.0
18,227,2145,35.0,2,0,0,"Nhà ngõ, hẻm",,,0,4000000000.0
20,258,2528,60.0,3,3,5,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,2200000000.0
16,205,1964,54.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Nhà nở hậu,0,4699000000.0
19,247,2416,76.0,4,5,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8300000000.000001
6,71,564,81.5,5,5,4,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,0,13200000000.0
14,167,1564,35.0,3,3,0,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,4200000000.0
14,167,1564,35.0,3,3,0,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,4200000000.0
12,153,1347,48.0,3,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,2820000000.0
14,171,1662,64.0,5,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,6100000000.0
12,152,1336,47.99,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,1050000000.0
5,46,394,40.0,5,6,5,Nhà phố liền kề,,"Hẻm xe hơi,Nhà nở hậu",0,7500000000.0
19,248,2446,80.0,6,0,0,"Nhà mặt phố, mặt tiền",,,0,12000000000.0
12,152,1337,35.0,2,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,1220000000.0
12,147,1269,38.8,3,2,2,"Nhà ngõ, hẻm",,,0,3000000000.0
15,183,1799,72.0,9,6,5,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,12800000000.0
9,104,918,106.0,4,5,0,"Nhà mặt phố, mặt tiền",,,0,6500000000.0
17,216,2053,75.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,10800000000.0
12,153,1354,38.0,2,2,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,1080000000.0
16,206,1975,60.0,5,6,5,Nhà phố liền kề,,,0,6300000000.0
16,199,1902,36.0,2,1,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,2650000000.0
10,125,1108,70.0,1,0,0,"Nhà ngõ, hẻm",,"Nhà nở hậu,Hẻm xe hơi",0,8800000000.0
20,253,2500,80.0,2,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,1,1000000000.0
14,174,1726,48.0,1,1,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,1,1000000000.0
8,86,759,47.0,3,3,2,"Nhà ngõ, hẻm",,,0,4300000000.0
20,253,2494,85.0,2,3,0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,790000000.0
19,240,2302,80.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,7500000000.0
12,152,1321,99.0,3,3,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,4190000000.0000005
18,229,2174,60.0,4,4,5,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,11500000000.0
13,160,1465,76.0,4,4,1,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,5750000000.0
14,172,1666,50.0,4,5,4,"Nhà ngõ, hẻm",,,0,5500000000.0
12,143,1233,28.5,4,3,3,Nhà phố liền kề,Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,1850000000.0
18,229,2166,89.0,6,5,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,11500000000.0
18,238,2260,70.0,4,4,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,7900000000.0
8,98,878,60.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,4800000000.0
23,296,2672,100.0,2,2,1,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,8500000000.0
23,296,2661,81.0,2,2,1,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,5400000000.0
19,248,2428,64.0,4,5,4,"Nhà mặt phố, mặt tiền",,,0,10200000000.0
16,202,1934,32.0,2,1,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,3900000000.0
10,125,1108,98.0,3,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,11800000000.0
8,87,787,47.0,3,3,2,"Nhà ngõ, hẻm",,,0,4700000000.0
22,288,2627,100.0,2,1,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà chưa hoàn công,0,1750000000.0
8,85,749,30.8,3,4,5,"Nhà ngõ, hẻm",,,0,4950000000.0
8,86,758,54.2,2,1,1,"Nhà mặt phố, mặt tiền",,,0,7580000000.0
8,86,779,40.7,3,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4500000000.0
18,236,2226,111.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,9400000000.0
20,253,2491,100.0,3,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,730000000.0
20,253,2491,100.0,2,2,2,"Nhà ngõ, hẻm",,,0,2500000000.0
19,246,2406,48.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,4800000000.0
19,246,2400,72.0,10,1,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6100000000.0
15,182,1796,45.0,2,3,1,"Nhà ngõ, hẻm",,Nhà nở hậu,0,3980000000.0
14,166,1537,48.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3900000000.0
12,148,1279,55.0,2,2,2,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,5500000000.0
24,311,2752,93.0,3,4,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,8700000000.0
7,74,589,90.0,4,5,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,15200000000.0
15,182,1793,48.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,4950000000.0
20,259,2529,10.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,298000000.0
14,170,1648,40.0,3,3,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,2480000000.0
1,10,113,47.0,2,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,5100000000.0
11,127,1128,36.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,4500000000.0
20,262,2548,80.0,3,3,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,810000000.0
16,205,1966,22.0,3,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,3250000000.0
12,153,1357,80.0,3,3,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4750000000.0
15,179,1776,40.0,3,3,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,6350000000.0
14,172,1672,56.0,4,5,0,"Nhà ngõ, hẻm",,,0,4950000000.0
15,192,1857,51.0,3,3,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,7900000000.0
16,197,1887,37.0,3,0,0,"Nhà mặt phố, mặt tiền",,,0,6800000000.0
16,211,2016,60.0,4,4,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,7500000000.0
15,193,1867,22.0,2,2,0,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,3500000000.0
15,186,1820,30.0,3,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,3900000000.0
14,171,1656,120.0,6,6,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,10600000000.0
20,252,2485,95.0,3,2,1,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,1100000000.0
17,213,2024,52.0,3,0,1,"Nhà ngõ, hẻm",,,0,5300000000.0
19,244,2357,62.0,5,0,4,"Nhà mặt phố, mặt tiền",,,0,10200000000.0
14,172,1670,68.0,5,6,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5890000000.0
7,78,665,36.0,3,4,5,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,6500000000.0
16,205,1966,90.0,7,6,0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,14800000000.0
12,153,1351,16.0,2,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,660000000.0
3,24,277,40.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,5700000000.0
8,91,837,42.0,2,2,2,"Nhà ngõ, hẻm",,,0,3450000000.0
17,216,2053,41.0,4,5,0,"Nhà ngõ, hẻm",,Nhà nở hậu,1,7400000000.0
7,78,665,36.0,3,4,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,6500000000.0
18,239,2287,27.0,1,1,1,"Nhà ngõ, hẻm",,,0,2300000000.0
20,251,2484,60.0,2,2,1,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,1000000000.0
19,240,2304,45.0,2,1,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",1,3599000000.0
19,249,2457,40.0,2,3,4,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,9000000000.0
14,170,1647,60.0,4,5,2,Nhà phố liền kề,Nội thất đầy đủ,Hẻm xe hơi,0,4990000000.0
20,262,2548,81.2,3,2,0,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,1,1200000000.0
14,171,1656,118.0,4,0,0,Nhà biệt thự,,Hẻm xe hơi,0,10500000000.0
16,204,1955,61.0,3,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Nhà nở hậu,Nhà nát",0,4500000000.0
24,312,2755,20.0,1,1,2,"Nhà ngõ, hẻm",,,0,590000000.0
24,312,2755,20.0,1,1,2,"Nhà ngõ, hẻm",,,0,590000000.0
15,180,1780,11.0,2,2,3,"Nhà ngõ, hẻm",,,0,1900000000.0
14,170,1640,64.0,2,1,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,2450000000.0
15,183,1799,73.0,4,5,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,8700000000.0
20,261,2540,96.0,4,2,1,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Hẻm xe hơi,1,1000000000.0
16,208,1992,49.0,4,0,0,"Nhà ngõ, hẻm",,,0,5800000000.0
20,253,2500,80.0,4,3,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,980000000.0
19,245,2378,36.0,2,2,1,"Nhà ngõ, hẻm",,,0,2950000000.0
8,86,758,55.5,2,2,2,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,0,7580000000.0
14,166,1536,58.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4400000000.0
7,79,678,52.0,2,2,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,5550000000.0
24,311,2752,75.25,3,0,0,"Nhà ngõ, hẻm",,,0,3900000000.0
16,202,1943,105.0,2,0,0,"Nhà mặt phố, mặt tiền",,,0,12500000000.0
18,234,2208,56.0,2,0,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nát",0,6700000000.0
14,169,1588,30.0,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,1700000000.0
7,75,601,98.0,4,5,3,Nhà phố liền kề,,Hẻm xe hơi,0,13800000000.0
13,158,1442,64.0,4,3,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,1,4650000000.0
16,205,1966,15.0,2,2,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,1750000000.0
12,146,1261,20.0,2,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,1430000000.0
3,25,286,15.0,1,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,2000000000.0
19,242,2321,59.0,3,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Nhà nở hậu,0,6100000000.0
6,69,547,60.2,4,0,0,"Nhà ngõ, hẻm",,,0,7800000000.0
1,10,113,54.0,3,3,3,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,9500000000.0
4,35,336,60.0,6,3,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,5500000000.0
14,172,1672,68.0,5,5,5,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6950000000.0
14,171,1661,41.0,4,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,4890000000.0
17,223,2107,59.0,5,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Nhà nở hậu,Hẻm xe hơi",1,8900000000.0
19,240,2295,49.0,3,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,4950000000.0
14,169,1614,40.0,2,2,0,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,3850000000.0
16,205,1967,20.0,3,3,0,"Nhà ngõ, hẻm",,,0,2280000000.0
16,197,1888,78.28,7,6,3,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,13500000000.0
11,137,1195,14.0,1,1,2,"Nhà ngõ, hẻm",,Nhà tóp hậu,0,1700000000.0
8,98,878,84.0,3,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,5000000000.0
4,37,351,37.0,3,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hiện trạng khác,0,3350000000.0
13,159,1457,50.0,5,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,5200000000.0
14,169,1618,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,3100000000.0
19,247,2417,52.0,2,0,0,"Nhà ngõ, hẻm",,"Nhà nở hậu,Hẻm xe hơi",0,5000000000.0
19,242,2328,111.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8500000000.0
19,247,2419,54.0,4,0,0,"Nhà ngõ, hẻm",,,0,8600000000.0
8,89,832,15.0,1,1,0,"Nhà ngõ, hẻm",Bàn giao thô,,0,790000000.0
19,245,2378,75.0,6,0,0,"Nhà ngõ, hẻm",,,0,8800000000.0
19,245,2365,62.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8700000000.0
19,246,2390,70.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8800000000.0
19,246,2393,86.0,3,0,0,"Nhà mặt phố, mặt tiền",,,0,10000000000.0
19,246,2390,87.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,7500000000.0
19,246,2394,88.0,1,0,0,"Nhà mặt phố, mặt tiền",,,0,10700000000.0
15,183,1799,60.0,5,6,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6950000000.0
7,74,587,80.0,4,6,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,8900000000.0
12,148,1279,79.99,3,2,2,"Nhà ngõ, hẻm",,,0,3590000000.0
12,148,1278,95.0,4,5,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,8000000000.0
12,148,1277,64.0,3,3,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,3190000000.0
17,221,2098,55.0,6,6,4,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,12700000000.0
19,245,2368,49.0,1,0,0,"Nhà ngõ, hẻm",,"Nhà nở hậu,Nhà nát",0,3650000000.0
12,150,1310,105.0,5,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,5190000000.0
14,171,1652,60.0,4,3,3,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,5500000000.0
13,162,1484,44.0,3,2,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Nhà nở hậu,Hiện trạng khác",0,3850000000.0
12,148,1282,103.0,4,0,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,4350000000.0
15,187,1828,67.5,6,0,0,"Nhà mặt phố, mặt tiền",,,0,13500000000.0
14,170,1642,64.0,5,6,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Nhà nở hậu,Hẻm xe hơi",1,5500000000.0
10,125,1108,61.1,6,0,0,"Nhà ngõ, hẻm",,,0,12300000000.0
14,169,1616,20.0,2,0,0,"Nhà ngõ, hẻm",,,0,2300000000.0
14,172,1670,80.0,6,5,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,5500000000.0
23,302,2706,86.0,4,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,7200000000.0
7,76,615,65.0,5,0,0,"Nhà ngõ, hẻm",,,0,4990000000.0
23,302,2706,85.0,4,5,3,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,6200000000.0
12,153,1352,40.0,4,3,3,Nhà phố liền kề,Nội thất đầy đủ,Hẻm xe hơi,0,2500000000.0
7,77,629,35.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,3000000000.0
12,148,1292,94.0,2,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,4099999999.9999995
16,198,1893,100.0,5,5,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,11800000000.0
14,170,1644,75.0,3,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3900000000.0
12,147,1269,86.0,4,4,1,"Nhà ngõ, hẻm",,,0,4590000000.0
15,178,1769,66.0,6,6,4,"Nhà ngõ, hẻm",,,0,7500000000.0
23,302,2706,36.0,2,2,1,"Nhà ngõ, hẻm",,,0,1550000000.0
7,76,615,33.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,3390000000.0
15,192,1849,79.0,3,4,0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,15500000000.0
14,174,1727,48.0,3,2,3,"Nhà ngõ, hẻm",,,0,3650000000.0
23,302,2704,44.0,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,1450000000.0
23,302,2706,111.6,4,4,3,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,6400000000.0
23,302,2706,120.0,2,3,1,"Nhà mặt phố, mặt tiền",,,0,6500000000.0
12,147,1269,140.0,4,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6700000000.0
12,148,1282,100.0,2,1,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4200000000.0
20,251,2484,50.0,2,2,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,650000000.0
16,211,2011,45.0,3,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,4980000000.0
6,69,544,72.0,5,5,4,"Nhà mặt phố, mặt tiền",,,0,12700000000.0
6,69,549,80.0,6,4,5,"Nhà mặt phố, mặt tiền",,,0,14000000000.0
12,143,1227,116.0,6,0,0,Nhà biệt thự,Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,10600000000.0
16,197,1890,75.0,3,0,0,"Nhà ngõ, hẻm",,,0,4900000000.0
14,171,1662,114.0,2,0,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,9600000000.0
15,177,1759,68.0,4,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,6000000000.0
15,183,1799,72.0,5,6,5,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,12800000000.0
16,196,1874,44.0,5,6,5,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,8199999999.999999
6,71,556,34.0,2,0,0,"Nhà ngõ, hẻm",,,0,3500000000.0
14,172,1671,30.0,2,0,0,"Nhà ngõ, hẻm",,,0,3300000000.0
19,246,2390,40.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4000000000.0
14,169,1621,40.0,2,2,0,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,3950000000.0
14,170,1648,56.2,2,2,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4000000000.0
18,233,2205,25.4,2,2,0,"Nhà ngõ, hẻm",,,1,2500000000.0
14,169,1609,23.0,3,2,3,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,2400000000.0
13,159,1456,63.0,3,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,4750000000.0
15,179,1772,14.0,1,0,0,"Nhà ngõ, hẻm",,,0,2100000000.0
7,76,615,40.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,3450000000.0
15,179,1776,40.0,3,3,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6350000000.0
12,150,1309,89.0,7,6,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,11000000000.0
20,253,2491,108.0,3,3,2,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,0,830000000.0
19,250,2478,40.0,4,4,4,"Nhà ngõ, hẻm",,,0,4950000000.0
19,246,2393,50.0,3,2,1,"Nhà mặt phố, mặt tiền",,"Hẻm xe hơi,Nhà nở hậu",0,4890000000.0
12,147,1269,60.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5960000000.0
15,184,1807,92.0,5,6,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,14500000000.0
11,137,1197,45.5,2,0,0,"Nhà ngõ, hẻm",,,0,6300000000.0
23,305,2722,80.0,2,0,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,300000000.0
20,253,2491,135.0,3,2,0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,820000000.0
20,253,2491,135.09,3,2,0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,820000000.0
19,242,2329,79.0,4,4,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,3800000000.0
13,157,1423,64.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,7200000000.0
7,82,730,40.0,3,2,0,"Nhà ngõ, hẻm",,,0,4300000000.0
8,86,759,80.0,8,5,3,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,11700000000.0
14,166,1526,54.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4400000000.0
20,252,2485,115.0,3,3,1,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Hẻm xe hơi,0,980000000.0
14,167,1565,41.0,4,3,0,"Nhà ngõ, hẻm",,,0,3900000000.0
23,300,2690,126.0,1,0,0,"Nhà mặt phố, mặt tiền",,,0,9200000000.0
16,204,1955,43.0,1,1,0,"Nhà ngõ, hẻm",,Nhà nở hậu,0,2900000000.0
8,87,800,46.4,4,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,5980000000.0
20,264,2552,100.0,3,0,1,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Hẻm xe hơi,0,1500000000.0
19,244,2357,115.0,10,6,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,10800000000.0
8,85,749,32.0,4,3,3,Nhà phố liền kề,Nội thất cao cấp,Hẻm xe hơi,0,5990000000.0
13,160,1460,48.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,3850000000.0
19,240,2295,70.0,2,2,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5850000000.0
10,125,1104,100.0,3,0,0,"Nhà ngõ, hẻm",,,0,14500000000.0
