price,area,bedroom,toilet,district,province
2800000000.0,54.0,2.0,2.0,Sơn Trà,Đà Nẵng
5000000000.0,71.0,2.0,2.0,Thanh Xuân,Hà Nội
6400000000.0,53.0,3.0,3.0,Bình Thạnh,Hồ Chí Minh
21000000000.0,161.7,3.0,3.0,Thủ Đức,Hồ Chí Minh
3200000000.0,42.0,6.0,4.0,Thanh Trì,Hà Nội
1550000000.0,96.0,3.0,2.0,Vĩnh Cửu,Đồng Nai
7900000000.0,80.0,4.0,5.0,Nhà Bè,Hồ Chí Minh
4050000000.0,45.0,2.0,3.0,Bình Thạnh,Hồ Chí Minh
5200000000.0,48.0,3.0,4.0,Tây Hồ,Hà Nội
11000000000.0,75.0,2.0,2.0,Tân Bình,Hồ Chí Minh
1450000000.0,100.0,2.0,2.0,Long Thành,Đồng Nai
10490000000.0,112.8,4.0,6.0,Nhà Bè,Hồ Chí Minh
8600000000.0,45.0,2.0,3.0,Quận 10,Hồ Chí Minh
2800000000.0,41.0,4.0,3.0,Thanh Trì,Hà Nội
2800000000.0,41.0,4.0,3.0,Thanh Trì,Hà Nội
9500000000.0,90.0,17.0,17.0,Thủ Đức,Hồ Chí Minh
5900000000.0,100.0,3.0,2.0,Nam Từ Liêm,Hà Nội
680000000.0,213.0,3.0,3.0,Củ Chi,Hồ Chí Minh
17000000000.0,140.0,2.0,2.0,Tây Hồ,Hà Nội
2000000000.0,125.0,4.0,3.0,Đức Hòa,Long An
15980000000.0,122.0,8.0,6.0,Tân Bình,Hồ Chí Minh
5200000000.0,67.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
6190000000.0,70.79,2.0,2.0,Quận 2,Hồ Chí Minh
9400000000.0,90.0,4.0,5.0,Quận 7,Hồ Chí Minh
10800000000.0,140.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
6300000000.0,80.0,2.0,2.0,Quận 7,Hồ Chí Minh
800000000.0,110.0,3.0,2.0,Điện Bàn,Quảng Nam
800000000.0,110.0,3.0,2.0,Điện Bàn,Quảng Nam
7800000000.0,33.0,3.0,4.0,Phú Nhuận,Hồ Chí Minh
3100000000.0,65.0,2.0,2.0,Sơn Trà,Đà Nẵng
6500000000.0,112.5,3.0,4.0,Cẩm Lệ,Đà Nẵng
5300000000.0,100.0,2.0,2.0,Sơn Trà,Đà Nẵng
26000000000.0,81.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
16200000000.0,90.0,4.0,5.0,Quận 7,Hồ Chí Minh
5300000000.0,100.0,2.0,2.0,Sơn Trà,Đà Nẵng
2200000000.0,74.0,2.0,2.0,Thuận An,Bình Dương
20500000000.0,120.0,3.0,2.0,Ba Đình,Hà Nội
8600000000.0,65.0,3.0,2.0,Long Biên,Hà Nội
3100000000.0,65.0,2.0,2.0,Sơn Trà,Đà Nẵng
3300000000.0,59.1,2.0,2.0,Quận 9,Hồ Chí Minh
15000000000.0,68.0,4.0,3.0,Gò Vấp,Hồ Chí Minh
15000000000.0,68.0,4.0,3.0,Gò Vấp,Hồ Chí Minh
21500000000.0,120.0,2.0,2.0,Tân Bình,Hồ Chí Minh
8800000000.0,102.0,3.0,2.0,Tân Bình,Hồ Chí Minh
8500000000.0,47.0,4.0,4.0,Bình Thạnh,Hồ Chí Minh
2700000000.0,60.0,2.0,2.0,Nhà Bè,Hồ Chí Minh
2860000000.0,51.0,2.0,2.0,Quận 9,Hồ Chí Minh
750000000.0,125.0,2.0,2.0,Điện Bàn,Quảng Nam
6420000000.0,142.7,4.0,3.0,Hoài Đức,Hà Nội
17000000000.0,110.0,3.0,2.0,Ba Đình,Hà Nội
5300000000.0,88.0,2.0,2.0,Gia Lâm,Hà Nội
19800000000.0,72.0,9.0,9.0,Phú Nhuận,Hồ Chí Minh
14000000000.0,100.0,5.0,3.0,Quận 9,Hồ Chí Minh
11040000000.0,160.0,3.0,3.0,Nha Trang,Khánh Hòa
750000000.0,66.2,2.0,2.0,Sóc Sơn,Hà Nội
14800000000.0,40.8,3.0,5.0,Cầu Giấy,Hà Nội
4800000000.0,72.0,2.0,2.0,Thanh Hóa,Thanh Hóa
20400000000.0,170.0,3.0,3.0,Nha Trang,Khánh Hòa
1300000000.0,57.0,2.0,2.0,Quận 8,Hồ Chí Minh
8700000000.0,42.0,3.0,4.0,Phú Nhuận,Hồ Chí Minh
4000000000.0,61.5,2.0,2.0,Nam Từ Liêm,Hà Nội
18000000000.0,115.0,3.0,2.0,Ba Đình,Hà Nội
4450000000.0,39.0,3.0,3.0,Hoàng Mai,Hà Nội
23000000000.0,242.0,5.0,4.0,Hoài Đức,Hà Nội
6200000000.0,42.0,3.0,1.0,Quận 4,Hồ Chí Minh
26500000000.0,60.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
2020000000.0,65.0,2.0,2.0,Thuận An,Bình Dương
3490000000.0,86.0,2.0,2.0,Hà Đông,Hà Nội
15500000000.0,80.0,10.0,11.0,Long Biên,Hà Nội
3080000000.0,89.0,3.0,2.0,Quận 6,Hồ Chí Minh
7500000000.0,94.0,3.0,2.0,Nam Từ Liêm,Hà Nội
18500000000.0,85.0,2.0,2.0,Ba Đình,Hà Nội
22500000000.0,88.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
4300000000.0,43.0,4.0,2.0,Long Biên,Hà Nội
13500000000.0,100.0,2.0,2.0,Tây Hồ,Hà Nội
5950000000.0,60.0,4.0,3.0,Long Biên,Hà Nội
13000000000.0,91.0,2.0,2.0,Tây Hồ,Hà Nội
2049999999.9999998,51.0,2.0,1.0,Quận 6,Hồ Chí Minh
4900000000.0,63.27,2.0,2.0,Đống Đa,Hà Nội
6500000000.0,140.0,1.0,1.0,Thuận An,Bình Dương
6700000000.0,37.0,3.0,4.0,Phú Nhuận,Hồ Chí Minh
4350000000.0,128.0,4.0,4.0,Long Biên,Hà Nội
5100000000.0,62.0,2.0,2.0,Hoài Đức,Hà Nội
24000000000.0,96.0,5.0,5.0,Nam Từ Liêm,Hà Nội
8600000000.0,34.0,3.0,4.0,Thanh Xuân,Hà Nội
21950000000.0,236.0,3.0,3.0,Gia Lâm,Hà Nội
25500000000.0,140.0,2.0,2.0,Gia Lâm,Hà Nội
1250000000.0,37.6,1.0,1.0,Hoài Đức,Hà Nội
2150000000.0,63.2,2.0,2.0,Bình Tân,Hồ Chí Minh
4900000000.0,75.0,2.0,2.0,Thanh Xuân,Hà Nội
32000000000.0,220.0,3.0,3.0,Quận 7,Hồ Chí Minh
16000000000.0,100.0,3.0,4.0,Tây Hồ,Hà Nội
10000000000.0,42.0,1.0,1.0,Hà Đông,Hà Nội
19000000000.0,75.0,15.0,15.0,Đống Đa,Hà Nội
6700000000.0,160.0,3.0,3.0,Biên Hòa,Đồng Nai
1120000000.0,45.6,1.0,1.0,Thường Tín,Hà Nội
1670000000.0,69.0,2.0,2.0,Quận 8,Hồ Chí Minh
4099999999.9999995,31.0,4.0,5.0,Long Biên,Hà Nội
4400000000.0,45.0,2.0,2.0,Quận 7,Hồ Chí Minh
8000000000.0,120.0,2.0,2.0,Biên Hòa,Đồng Nai
6000000000.0,81.3,2.0,2.0,Thanh Xuân,Hà Nội
1790000000.0,49.0,2.0,1.0,Bình Tân,Hồ Chí Minh
6900000000.0,39.0,6.0,5.0,Cầu Giấy,Hà Nội
15800000000.0,83.0,2.0,2.0,Hà Đông,Hà Nội
5950000000.0,100.0,3.0,4.0,Nha Trang,Khánh Hòa
7650000000.0,90.0,2.0,2.0,Đông Anh,Hà Nội
20000000000.0,100.0,2.0,2.0,Sơn Trà,Đà Nẵng
6300000000.0,100.0,3.0,2.0,Nam Từ Liêm,Hà Nội
30000000000.0,60.0,5.0,5.0,Đống Đa,Hà Nội
14000000000.0,240.0,3.0,3.0,Biên Hòa,Đồng Nai
9600000000.0,140.0,4.0,5.0,Quận 9,Hồ Chí Minh
2380000000.0,60.0,2.0,2.0,Hà Đông,Hà Nội
2500000000.0,100.0,2.0,2.0,Nha Trang,Khánh Hòa
6300000000.0,110.0,3.0,2.0,Nam Từ Liêm,Hà Nội
3990000000.0,48.0,3.0,3.0,Hải An,Hải Phòng
1770000000.0,90.0,2.0,2.0,Cần Giuộc,Long An
15000000000.0,120.0,2.0,2.0,Gia Lâm,Hà Nội
1450000000.0,70.0,2.0,2.0,Bến Cát,Bình Dương
1820000000.0,55.0,2.0,2.0,Chương Mỹ,Hà Nội
6400000000.0,98.0,2.0,2.0,Quận 9,Hồ Chí Minh
5900000000.0,80.0,2.0,2.0,Thanh Xuân,Hà Nội
3750000000.0,58.0,1.0,1.0,Sơn Trà,Đà Nẵng
8700000000.0,90.2,2.0,2.0,Gia Lâm,Hà Nội
7000000000.0,102.0,3.0,2.0,Nam Từ Liêm,Hà Nội
2680000000.0,66.0,2.0,2.0,Quận 6,Hồ Chí Minh
5700000000.0,150.0,2.0,2.0,Thuận An,Bình Dương
14500000000.0,73.0,2.0,2.0,Hà Đông,Hà Nội
6600000000.0,57.0,4.0,5.0,Gò Vấp,Hồ Chí Minh
2049999999.9999998,74.0,2.0,2.0,Quận 5,Hồ Chí Minh
6500000000.0,114.0,3.0,3.0,Thuận An,Bình Dương
28500000000.0,115.5,4.0,5.0,Hoàng Mai,Hà Nội
2000000000.0,80.0,2.0,2.0,Bến Lức,Long An
26000000000.0,170.0,3.0,3.0,Hà Đông,Hà Nội
5200000000.0,85.0,3.0,2.0,Quận 2,Hồ Chí Minh
25500000000.0,90.0,4.0,4.0,Quận 3,Hồ Chí Minh
7300000000.0,50.0,3.0,3.0,Gò Vấp,Hồ Chí Minh
9900000000.0,105.6,4.0,5.0,Nhà Bè,Hồ Chí Minh
7500000000.0,112.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
4400000000.0,75.0,2.0,2.0,Quận 2,Hồ Chí Minh
595000000.0,82.0,2.0,2.0,Đức Hòa,Long An
18000000000.0,90.0,8.0,5.0,Quận 7,Hồ Chí Minh
22600000000.0,236.0,3.0,3.0,Gia Lâm,Hà Nội
3390000000.0,75.5,3.0,2.0,Hà Đông,Hà Nội
4150000000.0000005,61.0,2.0,1.0,Thủ Đức,Hồ Chí Minh
2900000000.0,38.4,1.0,1.0,Quận 12,Hồ Chí Minh
2750000000.0,76.0,3.0,1.0,Đống Đa,Hà Nội
15500000000.0,119.0,2.0,2.0,Gia Lâm,Hà Nội
28000000000.0,216.3,3.0,3.0,Hà Đông,Hà Nội
9120000000.0,60.0,2.0,2.0,Gia Lâm,Hà Nội
17100000000.000002,120.0,4.0,5.0,Bình Thạnh,Hồ Chí Minh
5000000000.0,60.0,2.0,2.0,Đông Anh,Hà Nội
16680000000.0,120.0,5.0,6.0,Bình Thạnh,Hồ Chí Minh
3300000000.0,69.0,3.0,2.0,Dĩ An,Bình Dương
9200000000.0,60.0,2.0,2.0,Gia Lâm,Hà Nội
5400000000.0,80.0,2.0,2.0,Long Biên,Hà Nội
21480000000.0,236.0,3.0,3.0,Gia Lâm,Hà Nội
2000000000.0,70.0,2.0,2.0,Dĩ An,Bình Dương
5000000000.0,86.0,3.0,2.0,Nam Từ Liêm,Hà Nội
3990000000.0,33.0,2.0,2.0,Gò Vấp,Hồ Chí Minh
2530000000.0,41.5,1.0,1.0,Hoài Đức,Hà Nội
1350000000.0,237.0,3.0,3.0,Bến Tre,Bến Tre
4500000000.0,47.0,1.0,1.0,Ba Đình,Hà Nội
5020000000.0,54.6,2.0,2.0,Gia Lâm,Hà Nội
16200000000.0,90.0,4.0,5.0,Quận 7,Hồ Chí Minh
13400000000.0,61.0,16.0,2.0,Cầu Giấy,Hà Nội
29300000000.0,125.0,4.0,5.0,Long Biên,Hà Nội
5950000000.0,74.0,4.0,4.0,Thanh Khê,Đà Nẵng
11500000000.0,115.0,2.0,2.0,Đông Anh,Hà Nội
2500000000.0,71.0,2.0,2.0,Văn Giang,Hưng Yên
2920000000.0,65.0,2.0,2.0,Hải Dương,Hải Dương
2760000000.0,62.0,2.0,2.0,Hà Đông,Hà Nội
21030000000.0,96.0,4.0,5.0,Hoàng Mai,Hà Nội
5950000000.0,90.0,3.0,4.0,Quận 9,Hồ Chí Minh
3850000000.0,64.0,2.0,2.0,Đông Anh,Hà Nội
1900000000.0,138.0,2.0,2.0,Chương Mỹ,Hà Nội
6000000000.0,31.9,2.0,3.0,Phú Nhuận,Hồ Chí Minh
25500000000.0,95.5,4.0,5.0,Hoàng Mai,Hà Nội
4800000000.0,60.0,3.0,2.0,Bình Tân,Hồ Chí Minh
8300000000.000001,50.0,1.0,1.0,Long Biên,Hà Nội
7000000000.0,105.0,2.0,2.0,Đông Anh,Hà Nội
5200000000.0,30.0,3.0,3.0,Long Biên,Hà Nội
3000000000.0,83.0,2.0,2.0,Văn Giang,Hưng Yên
1750000000.0,53.0,1.0,1.0,Thuận An,Bình Dương
30000000000.0,148.0,4.0,5.0,Hoàng Mai,Hà Nội
2340000000.0,50.0,1.0,1.0,Nhà Bè,Hồ Chí Minh
6600000000.0,90.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
15500000000.0,155.0,3.0,3.0,Quận 2,Hồ Chí Minh
31000000000.0,90.0,5.0,5.0,Gia Lâm,Hà Nội
2250000000.0,72.0,2.0,2.0,Thuận An,Bình Dương
5200000000.0,63.0,2.0,2.0,Nam Từ Liêm,Hà Nội
3300000000.0,125.0,2.0,2.0,Long Thành,Đồng Nai
3350000000.0,53.0,2.0,2.0,Gia Lâm,Hà Nội
5000000000.0,98.0,3.0,2.0,Quận 2,Hồ Chí Minh
2920000000.0,79.0,2.0,2.0,Thanh Oai,Hà Nội
32299999999.999996,100.0,5.0,7.0,Long Biên,Hà Nội
6950000000.0,67.7,2.0,2.0,Quận 12,Hồ Chí Minh
2650000000.0,90.2,2.0,1.0,Dĩ An,Bình Dương
2600000000.0,103.0,2.0,2.0,Bình Chánh,Hồ Chí Minh
32000000000.0,150.0,3.0,3.0,Quận 2,Hồ Chí Minh
10070000000.0,155.0,3.0,1.0,Hai Bà Trưng,Hà Nội
32500000000.0,114.0,6.0,8.0,Long Biên,Hà Nội
4620000000.0,71.0,2.0,2.0,Thanh Oai,Hà Nội
12700000000.0,180.0,4.0,5.0,Liên Chiểu,Đà Nẵng
7100000000.0,91.0,3.0,2.0,Nam Từ Liêm,Hà Nội
23500000000.0,150.0,2.0,2.0,Gia Lâm,Hà Nội
12000000.0,40.0,6.0,4.0,Ba Đình,Hà Nội
20500000000.0,110.0,4.0,5.0,Quận 2,Hồ Chí Minh
22000000000.0,128.0,2.0,2.0,Gia Lâm,Hà Nội
3240000000.0,58.9,2.0,2.0,Thanh Oai,Hà Nội
7500000000.0,121.0,3.0,4.0,Nhơn Trạch,Đồng Nai
11000000000.0,40.0,1.0,1.0,Long Biên,Hà Nội
980000000.0,150.0,2.0,2.0,Diên Khánh,Khánh Hòa
6100000000.0,84.0,3.0,2.0,Nam Từ Liêm,Hà Nội
8000000000.0,90.0,2.0,2.0,Quận 7,Hồ Chí Minh
1150000000.0,99.6,2.0,2.0,Ninh Hòa,Khánh Hòa
3450000000.0,80.0,3.0,2.0,Quận 8,Hồ Chí Minh
21300000000.0,61.0,2.0,2.0,Long Biên,Hà Nội
3300000000.0,56.4,1.0,1.0,Sơn Trà,Đà Nẵng
2100000000.0,80.0,2.0,2.0,Long Thành,Đồng Nai
5100000000.0,100.0,3.0,3.0,Gò Vấp,Hồ Chí Minh
1350000000.0,101.6,2.0,2.0,Ninh Hòa,Khánh Hòa
5350000000.0,32.0,3.0,1.0,Hà Đông,Hà Nội
13200000000.0,62.0,2.0,2.0,Long Biên,Hà Nội
299000000.0,74.0,2.0,2.0,Ninh Hòa,Khánh Hòa
9000000000.0,65.4,5.0,6.0,Bình Thạnh,Hồ Chí Minh
856000000.0,142.7,2.0,2.0,Ninh Hòa,Khánh Hòa
3200000000.0,56.0,2.0,2.0,Bắc Từ Liêm,Hà Nội
9300000000.0,65.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
800000000.0,186.6,3.0,3.0,Đồng Phú,Bình Phước
1250000000.0,163.0,3.0,3.0,La Gi,Bình Thuận
1680000000.0,99.0,2.0,2.0,Quốc Oai,Hà Nội
6300000000.0,127.0,3.0,2.0,Nam Từ Liêm,Hà Nội
3100000000.0,100.0,6.0,6.0,Thuận An,Bình Dương
1290000000.0,71.0,3.0,2.0,Nha Trang,Khánh Hòa
6000000000.0,100.0,2.0,2.0,Sa Pa,Lào Cai
10500000000.0,89.0,4.0,4.0,Bình Thạnh,Hồ Chí Minh
1450000000.0,90.0,2.0,2.0,Lạng Giang,Bắc Giang
25000000000.0,190.0,3.0,3.0,Tân Phú,Hồ Chí Minh
9400000000.0,50.0,1.0,1.0,Hà Đông,Hà Nội
13000000000.0,100.0,3.0,3.0,Tân Phú,Hồ Chí Minh
3900000000.0,80.0,2.0,2.0,Quận 4,Hồ Chí Minh
2880000000.0,62.5,2.0,2.0,Gia Lâm,Hà Nội
8600000000.0,67.4,4.0,4.0,Bình Thạnh,Hồ Chí Minh
26500000000.0,115.0,2.0,2.0,Long Biên,Hà Nội
17500000000.0,200.0,5.0,5.0,Quận 12,Hồ Chí Minh
7600000000.0,77.0,4.0,5.0,Thủ Đức,Hồ Chí Minh
10500000000.0,88.0,4.0,4.0,Bình Thạnh,Hồ Chí Minh
1850000000.0,34.0,1.0,1.0,Tân Bình,Hồ Chí Minh
1350000000.0,57.0,2.0,2.0,Nha Trang,Khánh Hòa
1600000000.0,110.0,2.0,2.0,Thanh Liêm,Hà Nam
30000000000.0,143.0,2.0,2.0,Long Biên,Hà Nội
710000000.0,118.5,2.0,2.0,Ninh Hòa,Khánh Hòa
3600000000.0,153.0,3.0,3.0,Ngũ Hành Sơn,Đà Nẵng
18500000000.0,167.0,5.0,7.0,Quận 12,Hồ Chí Minh
2550000000.0,100.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
10500000000.0,88.0,4.0,4.0,Bình Thạnh,Hồ Chí Minh
850000000.0,117.5,2.0,2.0,La Gi,Bình Thuận
4500000000.0,100.0,2.0,2.0,Ninh Hòa,Khánh Hòa
1550000000.0,100.0,2.0,2.0,Thanh Liêm,Hà Nam
10400000000.0,39.0,3.0,3.0,Hà Đông,Hà Nội
4300000000.0,37.0,7.0,7.0,Hà Đông,Hà Nội
9600000000.0,90.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
4000000000.0,73.7,2.0,2.0,Bắc Từ Liêm,Hà Nội
3100000000.0,107.9,2.0,2.0,Quốc Oai,Hà Nội
2700000000.0,56.0,2.0,2.0,Văn Giang,Hưng Yên
6600000000.0,39.0,3.0,4.0,Hai Bà Trưng,Hà Nội
30000000000.0,48.0,1.0,1.0,Ba Đình,Hà Nội
4750000000.0,33.0,3.0,4.0,Hoàng Mai,Hà Nội
6300000000.0,90.0,3.0,2.0,Quận 10,Hồ Chí Minh
4200000000.0,116.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
2800000000.0,56.0,2.0,1.0,Văn Giang,Hưng Yên
7400000000.0,34.0,3.0,1.0,Hà Đông,Hà Nội
4350000000.0,40.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
8000000000.0,32.0,3.0,4.0,Hai Bà Trưng,Hà Nội
3400000000.0,90.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
3600000000.0,200.0,3.0,3.0,Chương Mỹ,Hà Nội
17500000000.0,99.3,2.0,2.0,Bình Thạnh,Hồ Chí Minh
10000000000.0,100.0,5.0,5.0,Văn Giang,Hưng Yên
2950000000.0,100.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
6500000000.0,60.7,4.0,4.0,Thủ Đức,Hồ Chí Minh
12800000000.0,79.0,14.0,14.0,Bình Thạnh,Hồ Chí Minh
3800000000.0,110.0,2.0,2.0,Biên Hòa,Đồng Nai
7250000000.0,36.0,3.0,5.0,Hai Bà Trưng,Hà Nội
2850000000.0,90.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
4820000000.0,35.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
800000000.0,100.0,2.0,2.0,La Gi,Bình Thuận
4500000000.0,126.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
3550000000.0,29.0,3.0,3.0,Gò Vấp,Hồ Chí Minh
15000000000.0,95.0,4.0,4.0,Quận 9,Hồ Chí Minh
7700000000.0,50.0,3.0,4.0,Thủ Đức,Hồ Chí Minh
3390000000.0,89.2,2.0,2.0,Hải An,Hải Phòng
14000000000.0,190.0,4.0,4.0,Nhơn Trạch,Đồng Nai
13900000000.0,190.0,3.0,3.0,Bình Tân,Hồ Chí Minh
6000000000.0,66.9,2.0,2.0,Thủ Đức,Hồ Chí Minh
4200000000.0,50.4,2.0,2.0,Quận 12,Hồ Chí Minh
6300000000.0,96.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
2750000000.0,93.5,3.0,2.0,Nha Trang,Khánh Hòa
2700000000.0,70.0,2.0,2.0,Bình Tân,Hồ Chí Minh
750000000.0,120.0,2.0,2.0,Bình Chánh,Hồ Chí Minh
9800000000.0,122.5,2.0,2.0,Nha Trang,Khánh Hòa
17500000000.0,190.0,3.0,3.0,Lê Chân,Hải Phòng
8500000000.0,110.0,3.0,2.0,Phú Nhuận,Hồ Chí Minh
19000000000.0,47.0,3.0,4.0,Quận 10,Hồ Chí Minh
10500000000.0,150.0,5.0,5.0,Quận 9,Hồ Chí Minh
5950000000.0,35.0,3.0,2.0,Hà Đông,Hà Nội
3650000000.0,86.0,2.0,2.0,Nam Từ Liêm,Hà Nội
2650000000.0,45.0,1.0,1.0,Ngô Quyền,Hải Phòng
2000000000.0,90.0,2.0,2.0,Phổ Yên,Thái Nguyên
4850000000.0,61.0,2.0,2.0,Sơn Trà,Đà Nẵng
20800000000.0,64.8,5.0,4.0,Cầu Giấy,Hà Nội
27000000000.0,104.6,6.0,8.0,Quận 1,Hồ Chí Minh
22000000000.0,92.6,5.0,6.0,Quận 5,Hồ Chí Minh
1500000000.0,100.0,2.0,2.0,Thanh Liêm,Hà Nam
2400000000.0,90.0,2.0,2.0,Phổ Yên,Thái Nguyên
2500000000.0,100.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
3490000000.0,52.0,3.0,3.0,Quận 1,Hồ Chí Minh
13200000000.0,52.0,4.0,5.0,Quận 1,Hồ Chí Minh
850000000.0,120.0,2.0,2.0,Hóc Môn,Hồ Chí Minh
3900000000.0,106.0,3.0,4.0,Hải Châu,Đà Nẵng
7700000000.0,107.5,2.0,2.0,Quận 9,Hồ Chí Minh
2700000000.0,73.0,2.0,2.0,Đông Anh,Hà Nội
25000000000.0,110.0,4.0,5.0,Quận 11,Hồ Chí Minh
1750000000.0,100.0,2.0,2.0,Sơn Tây,Hà Nội
12500000000.0,80.0,12.0,13.0,Quận 2,Hồ Chí Minh
19900000000.0,102.0,6.0,8.0,Quận 10,Hồ Chí Minh
5300000000.0,52.0,1.0,1.0,Hải Châu,Đà Nẵng
6000000000.0,36.0,1.0,1.0,Hoàng Mai,Hà Nội
8850000000.0,37.0,4.0,5.0,Hà Đông,Hà Nội
3000000000.0,50.0,1.0,1.0,Sơn Trà,Đà Nẵng
10500000000.0,49.0,5.0,5.0,Hoàng Mai,Hà Nội
17000000000.0,65.5,4.0,4.0,Ba Đình,Hà Nội
9000000000.0,50.0,1.0,1.0,Hà Đông,Hà Nội
8800000000.0,55.0,2.0,2.0,Cầu Giấy,Hà Nội
19000000000.0,179.0,3.0,3.0,Quận 2,Hồ Chí Minh
7700000000.0,118.0,3.0,2.0,Quận 7,Hồ Chí Minh
9050000000.0,34.0,4.0,3.0,Hà Đông,Hà Nội
26500000000.0,111.5,4.0,4.0,Hà Đông,Hà Nội
2390000000.0,72.0,3.0,2.0,Hà Đông,Hà Nội
1480000000.0,99.0,2.0,2.0,Khoái Châu,Hưng Yên
750000000.0,120.0,2.0,2.0,Bến Lức,Long An
13200000000.0,65.0,14.0,2.0,Hai Bà Trưng,Hà Nội
2089999999.9999998,36.8,3.0,2.0,Phú Nhuận,Hồ Chí Minh
10850000000.0,155.0,3.0,2.0,Cầu Giấy,Hà Nội
10000000000.0,128.0,3.0,2.0,Cầu Giấy,Hà Nội
1390000000.0,72.0,2.0,2.0,Biên Hòa,Đồng Nai
6100000000.0,91.0,3.0,2.0,Quận 6,Hồ Chí Minh
14300000000.0,120.0,4.0,3.0,Hà Đông,Hà Nội
5500000000.0,100.0,2.0,2.0,Sa Pa,Lào Cai
7900000000.0,50.0,5.0,4.0,Long Biên,Hà Nội
25500000000.0,110.0,8.0,9.0,Tây Hồ,Hà Nội
3350000000.0,31.0,2.0,1.0,Gò Vấp,Hồ Chí Minh
9200000000.0,124.0,3.0,3.0,Văn Giang,Hưng Yên
5700000000.0,52.0,2.0,2.0,Tân Phú,Hồ Chí Minh
4150000000.0000005,106.0,3.0,3.0,Tân Phú,Hồ Chí Minh
26900000000.0,88.59,15.0,16.0,Tây Hồ,Hà Nội
15000000000.0,92.9,2.0,2.0,Tây Hồ,Hà Nội
14500000000.0,120.0,5.0,4.0,Hà Đông,Hà Nội
929000000.0,100.0,2.0,2.0,Bàu Bàng,Bình Dương
8500000000.0,83.0,2.0,2.0,Ba Đình,Hà Nội
19500000000.0,112.0,4.0,5.0,Quận 7,Hồ Chí Minh
12500000000.0,95.0,2.0,2.0,Ba Đình,Hà Nội
4800000000.0,60.0,2.0,2.0,Phủ Lý,Hà Nam
8000000000.0,150.7,3.0,2.0,Cầu Giấy,Hà Nội
23000000000.0,106.0,22.0,23.0,Thanh Xuân,Hà Nội
29000000000.0,180.0,5.0,4.0,Hà Đông,Hà Nội
1860000000.0,132.5,2.0,2.0,Quảng Yên,Quảng Ninh
13000000000.0,60.0,4.0,5.0,Tây Hồ,Hà Nội
2260000000.0,41.0,1.0,1.0,Đông Anh,Hà Nội
9300000000.0,92.9,2.0,2.0,Tây Hồ,Hà Nội
290000000.0,218.0,3.0,3.0,Lương Sơn,Hòa Bình
3000000000.0,200.0,3.0,3.0,Nhơn Trạch,Đồng Nai
3140000000.0,60.0,2.0,2.0,Bình Tân,Hồ Chí Minh
31000000000.0,108.0,4.0,4.0,Hoàng Mai,Hà Nội
15680000000.0,144.5,3.0,3.0,Tây Hồ,Hà Nội
10800000000.0,201.5,3.0,3.0,Thủ Đức,Hồ Chí Minh
21500000000.0,179.14,3.0,3.0,Cầu Giấy,Hà Nội
2060000000.0,57.0,2.0,2.0,Hà Đông,Hà Nội
4770000000.0,88.0,2.0,2.0,Tân Phú,Hồ Chí Minh
3040000000.0,87.0,2.0,2.0,Đông Anh,Hà Nội
5500000000.0,78.0,2.0,2.0,Tây Hồ,Hà Nội
6700000000.0,58.6,4.0,3.0,Thủ Đức,Hồ Chí Minh
4600000000.0,36.0,3.0,2.0,Quận 10,Hồ Chí Minh
4500000000.0,58.0,2.0,1.0,Quận 3,Hồ Chí Minh
1940000000.0,44.0,1.0,1.0,Phủ Lý,Hà Nam
3800000000.0,78.0,2.0,2.0,Gò Vấp,Hồ Chí Minh
6400000000.0,72.0,2.0,2.0,Quận 3,Hồ Chí Minh
3500000000.0,65.0,2.0,2.0,Văn Giang,Hưng Yên
19000000000.0,106.62,2.0,2.0,Tây Hồ,Hà Nội
2049999999.9999998,75.0,2.0,2.0,Nha Trang,Khánh Hòa
13300000000.0,40.0,1.0,1.0,Long Biên,Hà Nội
11800000000.0,46.0,5.0,5.0,Quận 3,Hồ Chí Minh
2700000000.0,56.0,2.0,1.0,Văn Giang,Hưng Yên
10000000000.0,70.0,5.0,4.0,Thường Tín,Hà Nội
16600000000.000002,164.8,3.0,3.0,Bắc Từ Liêm,Hà Nội
4200000000.0,107.1,3.0,3.0,Nhơn Trạch,Đồng Nai
