price,area,bedroom,toilet,district,province
3290000000.0,80.0,2.0,2.0,Bình Tân,Hồ Chí Minh
4400000000.0,80.44,3.0,2.0,Văn Giang,Hưng Yên
4800000000.0,35.0,3.0,4.0,Hoàn Kiếm,Hà Nội
8100000000.0,115.6,3.0,2.0,Thanh Xuân,Hà Nội
4150000000.0000005,32.0,3.0,1.0,Phú Nhuận,Hồ Chí Minh
7900000000.0,114.0,3.0,2.0,Thanh Xuân,Hà Nội
6000000000.0,80.0,2.0,2.0,Cầu Giấy,Hà Nội
6810000000.0,131.0,3.0,2.0,Cầu Giấy,Hà Nội
6700000000.0,100.0,3.0,2.0,Thanh Xuân,Hà Nội
30000000000.0,98.0,5.0,4.0,Nam Từ Liêm,Hà Nội
2250000000.0,51.0,1.0,1.0,Quận 6,Hồ Chí Minh
9700000000.0,50.0,21.0,22.0,Thanh Trì,Hà Nội
5850000000.0,88.0,4.0,3.0,Nhà Bè,Hồ Chí Minh
6810000000.0,131.0,3.0,2.0,Cầu Giấy,Hà Nội
6700000000.0,100.0,3.0,2.0,Thanh Xuân,Hà Nội
30000000000.0,98.0,5.0,4.0,Nam Từ Liêm,Hà Nội
1400000.0,57.0,2.0,2.0,Nha Trang,Khánh Hòa
5800000000.0,102.0,3.0,2.0,Thanh Xuân,Hà Nội
2700000000.0,65.0,2.0,1.0,Quận 9,Hồ Chí Minh
8960000000.0,107.0,3.0,2.0,Nam Từ Liêm,Hà Nội
9000000000.0,112.0,2.0,2.0,Quận 9,Hồ Chí Minh
2780000000.0,40.0,5.0,3.0,Bình Tân,Hồ Chí Minh
4150000000.0000005,84.9,3.0,2.0,Quận 9,Hồ Chí Minh
2600000000.0,63.0,2.0,1.0,Quận 9,Hồ Chí Minh
2200000000.0,72.0,2.0,2.0,Dĩ An,Bình Dương
16000000000.0,80.0,4.0,5.0,Cầu Giấy,Hà Nội
3060000000.0,67.3,2.0,2.0,Quận 9,Hồ Chí Minh
2780000000.0,40.0,5.0,3.0,Bình Tân,Hồ Chí Minh
4150000000.0000005,84.9,3.0,2.0,Quận 9,Hồ Chí Minh
2600000000.0,63.0,2.0,1.0,Quận 9,Hồ Chí Minh
2200000000.0,72.0,2.0,2.0,Dĩ An,Bình Dương
16000000000.0,80.0,4.0,5.0,Cầu Giấy,Hà Nội
4000000000.0,100.0,3.0,2.0,Quận 9,Hồ Chí Minh
6700000000.0,56.0,5.0,5.0,Bình Tân,Hồ Chí Minh
4300000000.0,65.0,3.0,3.0,Thủ Đức,Hồ Chí Minh
6950000000.0,83.0,2.0,2.0,Quận 7,Hồ Chí Minh
1560000000.0,53.0,2.0,2.0,Đông Anh,Hà Nội
7890000000.0,128.0,3.0,2.0,Thanh Xuân,Hà Nội
11500000000.0,115.0,3.0,2.0,Thanh Xuân,Hà Nội
2600000000.0,63.0,2.0,1.0,Quận 9,Hồ Chí Minh
4150000000.0000005,33.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
4219999999.9999995,65.0,2.0,2.0,Văn Giang,Hưng Yên
11700000000.0,50.0,1.0,1.0,Hà Đông,Hà Nội
4150000000.0000005,33.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
4219999999.9999995,65.0,2.0,2.0,Văn Giang,Hưng Yên
11700000000.0,50.0,1.0,1.0,Hà Đông,Hà Nội
23300000000.0,42.0,5.0,5.0,Cầu Giấy,Hà Nội
7200000000.0,38.0,6.0,4.0,Cầu Giấy,Hà Nội
8750000000.0,125.0,2.0,2.0,Quận 9,Hồ Chí Minh
7300000000.0,142.0,3.0,2.0,Thanh Xuân,Hà Nội
3250000000.0,30.0,3.0,4.0,Hoài Đức,Hà Nội
21000000000.0,39.0,5.0,7.0,Đống Đa,Hà Nội
26000000000.0,56.7,5.0,5.0,Đống Đa,Hà Nội
6200000000.0,135.0,3.0,3.0,Nam Từ Liêm,Hà Nội
1150000000.0,50.0,2.0,1.0,Nam Từ Liêm,Hà Nội
2500000000.0,65.0,2.0,1.0,Quận 9,Hồ Chí Minh
6200000000.0,135.0,3.0,3.0,Nam Từ Liêm,Hà Nội
1150000000.0,50.0,2.0,1.0,Nam Từ Liêm,Hà Nội
7150000000.0,52.13,5.0,4.0,Ba Đình,Hà Nội
880000000.0,36.0,1.0,1.0,Nam Từ Liêm,Hà Nội
22000000000.0,134.0,4.0,4.0,Quận 7,Hồ Chí Minh
4250000000.0,68.0,2.0,2.0,Quận 7,Hồ Chí Minh
3400000000.0,73.0,2.0,2.0,Hoàng Mai,Hà Nội
4600000000.0,39.0,3.0,4.0,Hoàng Mai,Hà Nội
8300000000.000001,99.0,3.0,2.0,Quận 7,Hồ Chí Minh
1900000000.0,46.0,2.0,1.0,Thanh Hóa,Thanh Hóa
7600000000.0,55.0,2.0,2.0,Thanh Xuân,Hà Nội
13500000000.0,48.8,4.0,5.0,Quận 1,Hồ Chí Minh
7500000000.0,50.0,1.0,1.0,Quận 2,Hồ Chí Minh
16500000000.0,160.0,4.0,5.0,Tân Phú,Hồ Chí Minh
7600000000.0,55.0,2.0,2.0,Thanh Xuân,Hà Nội
13500000000.0,48.8,4.0,5.0,Quận 1,Hồ Chí Minh
7500000000.0,50.0,1.0,1.0,Quận 2,Hồ Chí Minh
16500000000.0,160.0,4.0,5.0,Tân Phú,Hồ Chí Minh
23000000000.0,74.5,2.0,2.0,Thanh Xuân,Hà Nội
1000000000.0,110.0,2.0,2.0,Bình Chánh,Hồ Chí Minh
1950000000.0,80.0,1.0,1.0,Dĩ An,Bình Dương
7800000000.0,128.3,4.0,5.0,Nhà Bè,Hồ Chí Minh
6500000000.0,52.0,1.0,1.0,Phú Nhuận,Hồ Chí Minh
2400000000.0,65.0,2.0,1.0,Quận 9,Hồ Chí Minh
5800000000.0,100.0,4.0,4.0,Từ Sơn,Bắc Ninh
29000000000.0,154.0,13.0,14.0,Quận 5,Hồ Chí Minh
4500000000.0,30.0,1.0,1.0,Long Biên,Hà Nội
14500000000.0,167.5,3.0,3.0,Quận 9,Hồ Chí Minh
3700000000.0,72.0,2.0,2.0,Nam Từ Liêm,Hà Nội
12490000000.0,90.0,2.0,2.0,Bình Tân,Hồ Chí Minh
9200000000.0,108.0,2.0,2.0,Bình Tân,Hồ Chí Minh
29000000000.0,154.0,13.0,14.0,Quận 5,Hồ Chí Minh
4500000000.0,30.0,1.0,1.0,Long Biên,Hà Nội
14500000000.0,167.5,3.0,3.0,Quận 9,Hồ Chí Minh
5000000000.0,70.0,2.0,2.0,Quận 2,Hồ Chí Minh
15000000000.0,70.0,2.0,2.0,Đông Anh,Hà Nội
31000000000.0,99.0,6.0,6.0,Hoàng Mai,Hà Nội
6900000000.0,60.0,2.0,2.0,Văn Giang,Hưng Yên
5100000000.0,65.0,2.0,2.0,Quận 2,Hồ Chí Minh
8500000000.0,220.0,4.0,3.0,Biên Hòa,Đồng Nai
13000000000.0,60.0,2.0,2.0,Hà Đông,Hà Nội
24000000000.0,126.0,2.0,2.0,Nam Từ Liêm,Hà Nội
3950000000.0,67.0,2.0,2.0,Văn Giang,Hưng Yên
9500000000.0,79.0,5.0,6.0,Quận 8,Hồ Chí Minh
1800000000.0,58.0,2.0,2.0,Văn Giang,Hưng Yên
2200000000.0,68.0,2.0,2.0,Bình Tân,Hồ Chí Minh
3950000000.0,67.0,2.0,2.0,Văn Giang,Hưng Yên
9500000000.0,79.0,5.0,6.0,Quận 8,Hồ Chí Minh
1800000000.0,58.0,2.0,2.0,Văn Giang,Hưng Yên
2200000000.0,68.0,2.0,2.0,Bình Tân,Hồ Chí Minh
4600000000.0,99.9,3.0,3.0,Quận 9,Hồ Chí Minh
3000000000.0,40.0,3.0,3.0,Gia Lâm,Hà Nội
6980000000.0,40.0,4.0,3.0,Hai Bà Trưng,Hà Nội
3600000000.0,75.0,2.0,2.0,Hải An,Hải Phòng
4000000000.0,67.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
2900000000.0,61.0,2.0,2.0,Tân Phú,Hồ Chí Minh
6350000000.0,96.56,3.0,2.0,Thanh Xuân,Hà Nội
4280000000.0000005,36.0,1.0,1.0,Hoài Đức,Hà Nội
1050000000.0,105.0,2.0,2.0,Trảng Bom,Đồng Nai
9800000000.0,68.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
14000000000.0,98.6,6.0,5.0,Phú Nhuận,Hồ Chí Minh
9250000000.0,44.0,5.0,4.0,Long Biên,Hà Nội
9250000000.0,44.0,5.0,4.0,Long Biên,Hà Nội
1380000000.0,30.0,1.0,1.0,Quận 7,Hồ Chí Minh
9700000000.0,114.0,2.0,2.0,Thủ Dầu Một,Bình Dương
7000000000.0,36.0,3.0,4.0,Hai Bà Trưng,Hà Nội
2250000000.0,67.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
3350000000.0,90.0,2.0,2.0,Sơn Trà,Đà Nẵng
7800000000.0,120.0,3.0,2.0,Biên Hòa,Đồng Nai
19550000000.0,230.0,3.0,3.0,Gia Lâm,Hà Nội
7650000000.0,104.0,3.0,2.0,Thanh Xuân,Hà Nội
3900000000.0,30.0,3.0,4.0,Hoài Đức,Hà Nội
3750000000.0,33.0,3.0,3.0,Hoài Đức,Hà Nội
3200000000.0,50.1,2.0,1.0,Ngũ Hành Sơn,Đà Nẵng
17200000000.0,78.0,5.0,5.0,Hà Đông,Hà Nội
20500000000.0,80.0,4.0,6.0,Hà Đông,Hà Nội
10900000000.0,78.0,6.0,5.0,Văn Giang,Hưng Yên
5600000000.0,52.0,5.0,2.0,Bình Tân,Hồ Chí Minh
1100000000.0,100.0,2.0,2.0,Đông Sơn,Thanh Hóa
1930000000.0,32.0,2.0,2.0,Bình Tân,Hồ Chí Minh
5600000000.0,52.0,5.0,2.0,Bình Tân,Hồ Chí Minh
1100000000.0,100.0,2.0,2.0,Đông Sơn,Thanh Hóa
1930000000.0,32.0,2.0,2.0,Bình Tân,Hồ Chí Minh
1000000000.0,90.0,2.0,2.0,Đông Sơn,Thanh Hóa
8300000000.000001,200.0,4.0,4.0,Biên Hòa,Đồng Nai
2770000000.0,51.3,2.0,2.0,Bình Tân,Hồ Chí Minh
3240000000.0,108.0,2.0,2.0,Vĩnh Yên,Vĩnh Phúc
6300000000.0,160.0,3.0,3.0,Biên Hòa,Đồng Nai
2500000000.0,75.0,2.0,2.0,Dĩ An,Bình Dương
12500000000.0,230.0,3.0,3.0,Hóc Môn,Hồ Chí Minh
8850000000.0,37.0,3.0,4.0,Hà Đông,Hà Nội
7600000000.0,180.0,3.0,3.0,Biên Hòa,Đồng Nai
9200000000.0,104.4,4.0,5.0,Bình Chánh,Hồ Chí Minh
6600000000.0,90.0,4.0,3.0,Ninh Kiều,Cần Thơ
5600000000.0,94.0,2.0,2.0,Hải An,Hải Phòng
5600000000.0,94.0,2.0,2.0,Hải An,Hải Phòng
1700000000.0,150.0,5.0,5.0,Bàu Bàng,Bình Dương
2960000000.0,57.0,2.0,2.0,Hoài Đức,Hà Nội
30500000000.0,140.0,6.0,7.0,Thủ Đức,Hồ Chí Minh
1750000000.0,35.0,1.0,1.0,Quận 8,Hồ Chí Minh
22000000000.0,136.0,2.0,2.0,Tân Phú,Hồ Chí Minh
4200000000.0,95.0,3.0,2.0,Quận 8,Hồ Chí Minh
6000000000.0,80.0,2.0,2.0,Nam Từ Liêm,Hà Nội
4700000000.0,70.0,3.0,3.0,Ngũ Hành Sơn,Đà Nẵng
4500000000.0,100.0,2.0,2.0,Thạch Thất,Hà Nội
3500000000.0,75.0,2.0,2.0,Quận 8,Hồ Chí Minh
3400000000.0,203.0,3.0,3.0,Ngũ Hành Sơn,Đà Nẵng
7000000000.0,31.0,3.0,4.0,Hai Bà Trưng,Hà Nội
2810000000.0,108.0,2.0,2.0,Kim Bảng,Hà Nam
3990000000.0,50.0,4.0,3.0,Hải An,Hải Phòng
21000000000.0,244.0,3.0,3.0,Gia Lâm,Hà Nội
15100000000.0,75.0,6.0,5.0,Văn Giang,Hưng Yên
8400000000.0,240.0,3.0,3.0,Thuận Thành,Bắc Ninh
3990000000.0,50.0,4.0,3.0,Hải An,Hải Phòng
21000000000.0,244.0,3.0,3.0,Gia Lâm,Hà Nội
15100000000.0,75.0,6.0,5.0,Văn Giang,Hưng Yên
8400000000.0,240.0,3.0,3.0,Thuận Thành,Bắc Ninh
3300000000.0,100.0,3.0,3.0,Tân Phú,Hồ Chí Minh
13500000000.0,66.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
4000000000.0,70.0,2.0,2.0,Quận 2,Hồ Chí Minh
6100000000.0,84.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
26300000000.0,80.0,5.0,6.0,Hai Bà Trưng,Hà Nội
3050000000.0,71.6,2.0,2.0,Nhà Bè,Hồ Chí Minh
21800000000.0,65.0,2.0,2.0,Hà Đông,Hà Nội
16200000000.0,120.0,5.0,5.0,Văn Giang,Hưng Yên
23000000000.0,120.0,4.0,5.0,Văn Giang,Hưng Yên
2800000000.0,144.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
4900000000.0,52.0,1.0,1.0,Quận 2,Hồ Chí Minh
28000000000.0,81.0,6.0,5.0,Cầu Giấy,Hà Nội
2800000000.0,144.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
4900000000.0,52.0,1.0,1.0,Quận 2,Hồ Chí Minh
28000000000.0,81.0,6.0,5.0,Cầu Giấy,Hà Nội
4800000000.0,79.0,2.0,1.0,Thủ Đức,Hồ Chí Minh
13900000000.0,46.0,6.0,5.0,Cầu Giấy,Hà Nội
3200000000.0,100.0,2.0,2.0,Hải An,Hải Phòng
21000000000.0,61.0,4.0,5.0,Cầu Giấy,Hà Nội
10000000000.0,75.0,4.0,5.0,Cầu Giấy,Hà Nội
3400000000.0,72.0,1.0,1.0,Dĩ An,Bình Dương
27000000000.0,200.0,3.0,3.0,Quận 2,Hồ Chí Minh
2000000000.0,48.0,1.0,1.0,Thủ Dầu Một,Bình Dương
1750000000.0,100.0,2.0,2.0,Long Điền,Bà Rịa Vũng Tàu
9700000000.0,114.0,2.0,2.0,Thủ Dầu Một,Bình Dương
8800000000.0,90.0,4.0,2.0,Quận 12,Hồ Chí Minh
2550000000.0,75.0,2.0,2.0,Dĩ An,Bình Dương
27000000000.0,202.0,10.0,3.0,Bình Tân,Hồ Chí Minh
2550000000.0,75.0,2.0,2.0,Dĩ An,Bình Dương
27000000000.0,202.0,10.0,3.0,Bình Tân,Hồ Chí Minh
2000000000.0,48.0,1.0,1.0,Thủ Dầu Một,Bình Dương
850000000.0,95.0,2.0,2.0,Đông Sơn,Thanh Hóa
2750000000.0,74.3,2.0,1.0,Dĩ An,Bình Dương
2420000000.0,69.2,2.0,2.0,Mê Linh,Hà Nội
9350000000.0,96.2,4.0,3.0,Quận 7,Hồ Chí Minh
8289999999.999999,56.0,5.0,2.0,Bình Tân,Hồ Chí Minh
5940000000.0,53.0,5.0,2.0,Bình Tân,Hồ Chí Minh
2500000000.0,75.0,2.0,2.0,Dĩ An,Bình Dương
19800000000.0,80.0,5.0,2.0,Thanh Xuân,Hà Nội
6490000000.0,54.0,5.0,2.0,Bình Tân,Hồ Chí Minh
8430000000.0,86.0,2.0,2.0,Hoài Đức,Hà Nội
16500000000.0,130.0,2.0,2.0,Quận 9,Hồ Chí Minh
4400000000.0,30.0,3.0,4.0,Hoài Đức,Hà Nội
4650000000.0,39.0,1.0,1.0,Nam Từ Liêm,Hà Nội
5300000000.0,70.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
4400000000.0,30.0,3.0,4.0,Hoài Đức,Hà Nội
4650000000.0,39.0,1.0,1.0,Nam Từ Liêm,Hà Nội
5300000000.0,70.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
8500000000.0,80.0,2.0,3.0,Quận 7,Hồ Chí Minh
5000000000.0,95.0,4.0,3.0,Thủ Dầu Một,Bình Dương
1670000000.0,67.21,2.0,2.0,Quận 7,Hồ Chí Minh
3860000000.0,36.0,2.0,3.0,Gò Vấp,Hồ Chí Minh
21000000000.0,79.0,20.0,2.0,Cầu Giấy,Hà Nội
2250000000.0,68.0,2.0,2.0,Quận 7,Hồ Chí Minh
8950000000.0,72.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
6290000000.0,52.0,2.0,2.0,Bình Tân,Hồ Chí Minh
1990000000.0,52.0,2.0,2.0,Thanh Xuân,Hà Nội
4700000000.0,50.0,2.0,3.0,Bình Thạnh,Hồ Chí Minh
2700000000.0,74.0,2.0,2.0,Dĩ An,Bình Dương
2250000000.0,68.0,2.0,2.0,Quận 7,Hồ Chí Minh
8950000000.0,72.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
6290000000.0,52.0,2.0,2.0,Bình Tân,Hồ Chí Minh
8289999999.999999,83.6,4.0,5.0,Nhà Bè,Hồ Chí Minh
6900000000.0,80.0,2.0,2.0,Bình Tân,Hồ Chí Minh
5980000000.0,68.0,5.0,4.0,Gò Vấp,Hồ Chí Minh
8300000000.000001,80.0,4.0,5.0,Nhà Bè,Hồ Chí Minh
18000000000.0,68.0,8.0,2.0,Ba Đình,Hà Nội
3900000000.0,70.5,2.0,2.0,Thanh Xuân,Hà Nội
10500000000.0,112.0,4.0,6.0,Nhà Bè,Hồ Chí Minh
6100000000.0,95.0,3.0,2.0,Quận 7,Hồ Chí Minh
6500000000.0,55.3,4.0,3.0,Nhà Bè,Hồ Chí Minh
5800000000.0,107.7,3.0,2.0,Bắc Từ Liêm,Hà Nội
6600000000.0,56.0,4.0,5.0,Nhà Bè,Hồ Chí Minh
6500000000.0,55.3,4.0,3.0,Nhà Bè,Hồ Chí Minh
5800000000.0,107.7,3.0,2.0,Bắc Từ Liêm,Hà Nội
6600000000.0,56.0,4.0,5.0,Nhà Bè,Hồ Chí Minh
5850000000.0,50.0,4.0,3.0,Gò Vấp,Hồ Chí Minh
1200000000.0,230.0,3.0,3.0,Kim Sơn,Ninh Bình
10000000000.0,60.0,2.0,2.0,Long Biên,Hà Nội
8600000000.0,100.0,4.0,5.0,Nhà Bè,Hồ Chí Minh
4200000000.0,36.0,2.0,1.0,Bình Thạnh,Hồ Chí Minh
8300000000.000001,80.0,4.0,5.0,Nhà Bè,Hồ Chí Minh
15300000000.0,56.0,2.0,2.0,Tây Hồ,Hà Nội
1950000000.0,102.0,2.0,2.0,Vinh,Nghệ An
17500000000.0,92.5,4.0,5.0,Quận 7,Hồ Chí Minh
900000000.0,16.0,2.0,1.0,Quận 7,Hồ Chí Minh
16989999999.999998,175.5,3.0,3.0,Bình Tân,Hồ Chí Minh
5000000000.0,64.0,2.0,2.0,Nam Từ Liêm,Hà Nội
4099999999.9999995,31.5,2.0,2.0,Tân Bình,Hồ Chí Minh
13500000000.0,80.0,4.0,5.0,Quận 7,Hồ Chí Minh
13800000000.0,152.0,2.0,3.0,Bình Tân,Hồ Chí Minh
19000000000.0,120.0,2.0,2.0,Gia Lâm,Hà Nội
16200000000.0,90.0,4.0,5.0,Quận 7,Hồ Chí Minh
3900000000.0,31.0,3.0,3.0,Quận 10,Hồ Chí Minh
13900000000.0,95.0,2.0,2.0,Bình Tân,Hồ Chí Minh
28000000000.0,78.0,2.0,2.0,Quận 1,Hồ Chí Minh
17490000000.0,200.0,3.0,3.0,Bình Tân,Hồ Chí Minh
6800000000.0,55.0,2.0,2.0,Tân Bình,Hồ Chí Minh
4800000000.0,58.0,2.0,1.0,Quận 3,Hồ Chí Minh
2800000000.0,61.0,2.0,2.0,Quy Nhơn,Bình Định
3200000000.0,226.0,3.0,3.0,Chương Mỹ,Hà Nội
6600000000.0,109.0,3.0,2.0,Nam Từ Liêm,Hà Nội
7790000000.0,35.0,3.0,4.0,Hai Bà Trưng,Hà Nội
4800000000.0,75.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
5000000000.0,83.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
2900000000.0,86.0,2.0,2.0,Nhà Bè,Hồ Chí Minh
13500000000.0,50.0,5.0,4.0,Long Biên,Hà Nội
10990000000.0,88.0,2.0,2.0,Tân Phú,Hồ Chí Minh
5600000000.0,38.0,4.0,5.0,Gò Vấp,Hồ Chí Minh
2600000000.0,70.0,2.0,2.0,Tân Phú,Hồ Chí Minh
1670000000.0,55.0,2.0,2.0,Bắc Giang,Bắc Giang
4750000000.0,64.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
3350000000.0,50.0,3.0,2.0,Hà Đông,Hà Nội
9900000000.0,230.0,4.0,3.0,Biên Hòa,Đồng Nai
4650000000.0,24.0,2.0,3.0,Phú Nhuận,Hồ Chí Minh
2049999999.9999998,71.0,2.0,2.0,Quy Nhơn,Bình Định
5800000000.0,90.0,2.0,2.0,Tân Phú,Hồ Chí Minh
12800000000.0,90.0,2.0,2.0,Tân Bình,Hồ Chí Minh
11500000000.0,50.0,4.0,5.0,Bình Thạnh,Hồ Chí Minh
8000000000.0,80.0,2.0,2.0,Tân Bình,Hồ Chí Minh
1980000000.0,71.0,2.0,2.0,Quy Nhơn,Bình Định
3900000000.0,81.0,2.0,2.0,Nhà Bè,Hồ Chí Minh
7450000000.0,45.0,3.0,3.0,Bình Thạnh,Hồ Chí Minh
3900000000.0,81.0,2.0,2.0,Nhà Bè,Hồ Chí Minh
7450000000.0,45.0,3.0,3.0,Bình Thạnh,Hồ Chí Minh
3900000000.0,100.0,3.0,2.0,Dĩ An,Bình Dương
3250000000.0,100.0,2.0,2.0,Nha Trang,Khánh Hòa
5600000000.0,68.0,5.0,5.0,Bình Tân,Hồ Chí Minh
8500000000.0,68.0,2.0,2.0,Tân Bình,Hồ Chí Minh
13490000000.0,80.0,6.0,2.0,Bình Tân,Hồ Chí Minh
3500000000.0,100.0,2.0,2.0,Nha Trang,Khánh Hòa
8100000000.0,190.0,3.0,3.0,Biên Hòa,Đồng Nai
6850000000.0,40.0,3.0,3.0,Phú Nhuận,Hồ Chí Minh
3500000000.0,78.0,2.0,2.0,Bình Chánh,Hồ Chí Minh
11000000000.0,84.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
2800000000.0,21.0,2.0,2.0,Tân Bình,Hồ Chí Minh
2300000000.0,71.0,2.0,2.0,Quận 9,Hồ Chí Minh
5900000000.0,64.0,5.0,6.0,Bình Tân,Hồ Chí Minh
3900000000.0,28.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
11500000000.0,125.0,2.0,2.0,Tân Bình,Hồ Chí Minh
1840000000.0,65.0,2.0,2.0,Quy Nhơn,Bình Định
5750000000.0,81.0,2.0,2.0,Dĩ An,Bình Dương
3600000000.0,30.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
5750000000.0,81.0,2.0,2.0,Dĩ An,Bình Dương
3600000000.0,30.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
6300000000.0,60.0,5.0,6.0,Bình Tân,Hồ Chí Minh
6080000000.0,80.0,4.0,5.0,Quận 8,Hồ Chí Minh
4950000000.0,20.0,3.0,3.0,Phú Nhuận,Hồ Chí Minh
9700000000.0,56.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
5800000000.0,97.68,3.0,2.0,Hoàng Mai,Hà Nội
2280000000.0,70.0,2.0,2.0,Quận 9,Hồ Chí Minh
1750000000.0,71.0,2.0,2.0,Quy Nhơn,Bình Định
2400000000.0,60.0,2.0,2.0,Quốc Oai,Hà Nội
3500000000.0,86.0,2.0,2.0,Quận 6,Hồ Chí Minh
4450000000.0,40.0,3.0,3.0,Gò Vấp,Hồ Chí Minh
2100000000.0,46.0,1.0,1.0,Đông Anh,Hà Nội
4200000000.0,60.0,2.0,1.0,Tân Bình,Hồ Chí Minh
2290000000.0,106.9,2.0,2.0,Dĩ An,Bình Dương
2700000000.0,78.0,2.0,2.0,Tân Phú,Hồ Chí Minh
5700000000.0,100.0,3.0,3.0,Nha Trang,Khánh Hòa
14500000000.0,50.0,1.0,1.0,Hà Đông,Hà Nội
14500000000.0,50.0,1.0,1.0,Hà Đông,Hà Nội
21000000000.0,120.0,3.0,2.0,Quận 1,Hồ Chí Minh
5200000000.0,87.0,3.0,2.0,Quận 2,Hồ Chí Minh
11300000000.0,83.98,2.0,2.0,Quận 2,Hồ Chí Minh
7500000000.0,95.0,5.0,5.0,Bình Chánh,Hồ Chí Minh
300000000.0,100.0,2.0,2.0,Long Thành,Đồng Nai
3800000000.0,75.0,2.0,2.0,Tân Bình,Hồ Chí Minh
3250000000.0,100.0,2.0,2.0,Bắc Tân Uyên,Bình Dương
1890000000.0,205.0,3.0,3.0,Bảo Lộc,Lâm Đồng
4900000000.0,72.0,2.0,2.0,Quận 10,Hồ Chí Minh
12000000000.0,145.0,4.0,4.0,Quận 10,Hồ Chí Minh
10500000000.0,40.0,4.0,3.0,Hà Đông,Hà Nội
3500000000.0,106.0,2.0,2.0,Việt Yên,Bắc Giang
14300000000.0,80.0,5.0,6.0,Bình Tân,Hồ Chí Minh
4800000000.0,86.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
1700000000.0,60.0,2.0,2.0,Quận 9,Hồ Chí Minh
2850000000.0,80.0,2.0,2.0,Bắc Tân Uyên,Bình Dương
26000000000.0,160.0,3.0,3.0,Quận 2,Hồ Chí Minh
17000000000.0,74.0,2.0,2.0,Nam Từ Liêm,Hà Nội
4800000000.0,86.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
1700000000.0,60.0,2.0,2.0,Quận 9,Hồ Chí Minh
2850000000.0,80.0,2.0,2.0,Bắc Tân Uyên,Bình Dương
26000000000.0,160.0,3.0,3.0,Quận 2,Hồ Chí Minh
17000000000.0,74.0,2.0,2.0,Nam Từ Liêm,Hà Nội
3000000000.0,48.0,4.0,3.0,Hồng Bàng,Hải Phòng
5700000000.0,109.0,3.0,2.0,Bắc Từ Liêm,Hà Nội
9400000000.0,66.0,4.0,3.0,Bình Thạnh,Hồ Chí Minh
5100000000.0,50.0,4.0,3.0,Hồng Bàng,Hải Phòng
4650000000.0,33.4,2.0,2.0,Bình Thạnh,Hồ Chí Minh
6500000000.0,120.0,2.0,1.0,Thủ Đức,Hồ Chí Minh
3980000000.0,53.4,2.0,1.0,Tây Hồ,Hà Nội
5500000000.0,50.0,4.0,6.0,Bình Tân,Hồ Chí Minh
7800000000.0,94.0,3.0,2.0,Phú Nhuận,Hồ Chí Minh
25000000000.0,170.0,5.0,6.0,Hà Đông,Hà Nội
3990000000.0,45.0,2.0,3.0,Bình Thạnh,Hồ Chí Minh
6280000000.0,81.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
16899999999.999998,100.0,6.0,2.0,Bình Tân,Hồ Chí Minh
25000000000.0,170.0,5.0,6.0,Hà Đông,Hà Nội
3990000000.0,45.0,2.0,3.0,Bình Thạnh,Hồ Chí Minh
6280000000.0,81.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
16899999999.999998,100.0,6.0,2.0,Bình Tân,Hồ Chí Minh
3200000000.0,49.5,4.0,3.0,Hồng Bàng,Hải Phòng
11500000000.0,99.0,4.0,5.0,Tân Phú,Hồ Chí Minh
4350000000.0,70.0,2.0,1.0,Cầu Giấy,Hà Nội
3460000000.0,49.0,2.0,1.0,Tây Hồ,Hà Nội
7700000000.0,42.0,5.0,3.0,Gò Vấp,Hồ Chí Minh
4600000000.0,230.0,3.0,3.0,Quốc Oai,Hà Nội
4099999999.9999995,66.0,2.0,1.0,Cầu Giấy,Hà Nội
4700000000.0,42.0,1.0,1.0,Bắc Từ Liêm,Hà Nội
11200000000.0,160.0,3.0,3.0,Quận 2,Hồ Chí Minh
4500000000.0,100.0,2.0,2.0,Dĩ An,Bình Dương
2800000000.0,60.0,3.0,3.0,Thuận An,Bình Dương
8400000000.0,88.0,2.0,2.0,Tây Hồ,Hà Nội
