DistrictId,WardId,StreetId,Size,Type,Characteristics,Urgent,Price
13,156,1395,71.0,Đất thổ cư,Hẻm xe hơi,0,6900000000.0
13,157,1428,100.0,Đất thổ cư,Hẻm xe hơi,0,4500000000.0
13,156,1407,50.0,Đất thổ cư,Hẻm xe hơi,0,3700000000.0
23,305,2723,15.0,Đất thổ cư,,1,580000000.0
24,311,2752,110.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,5500000000.0
24,310,2748,83.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",0,3500000000.0
9,111,1003,95.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,4600000000.0
20,255,2517,130.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,1661000000.0
12,153,1347,93.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,4300000000.0
2,18,221,40.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,4350000000.0
16,199,1898,60.0,Đất thổ cư,Hẻm xe hơi,0,5500000000.0
20,255,2517,105.0,Đất thổ cư,Thổ cư toàn bộ,0,1765000000.0
23,306,2733,90.0,Đất thổ cư,Hẻm xe hơi,0,3100000000.0
16,205,1967,90.0,Đất thổ cư,Hẻm xe hơi,0,6950000000.0
23,302,2711,60.0,Đất thổ cư,Hẻm xe hơi,0,1949000000.0
12,147,1275,99.0,Đất thổ cư,Mặt tiền,0,4650000000.0
14,172,1673,70.9,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,4500000000.0
12,145,1255,113.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",0,5600000000.0
9,104,925,224.3,Đất nền dự án,,0,12560000000.0
20,266,2570,52.0,Đất nông nghiệp,Hẻm xe hơi,0,450000000.0
24,312,2757,181.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,10890000000.0
9,102,902,56.0,Đất thổ cư,Mặt tiền,0,3250000000.0
24,312,2755,146.0,Đất thổ cư,,0,8900000000.0
24,312,2755,80.0,Đất thổ cư,,0,5100000000.0
13,157,1416,243.0,Đất thổ cư,Mặt tiền,0,10800000000.0
12,146,1259,72.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,4250000000.0
13,159,1455,58.0,Đất thổ cư,Hẻm xe hơi,0,4450000000.0
15,192,1853,40.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,2240000000.0
24,312,2755,90.0,Đất thổ cư,Mặt tiền,0,5400000000.0
12,152,1333,52.0,Đất thổ cư,Hẻm xe hơi,0,2720000000.0
12,143,1227,90.0,Đất thổ cư,,0,5300000000.0
16,210,2004,80.0,Đất thổ cư,Hẻm xe hơi,0,8000000000.0
15,178,1766,48.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,7900000000.0
23,306,2732,240.0,Đất thổ cư,,1,4550000000.0
13,157,1416,88.0,Đất thổ cư,,0,4790000000.0
23,302,2713,108.0,Đất thổ cư,Hẻm xe hơi,0,2950000000.0
23,301,2696,165.6,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,5200000000.0
12,153,1348,75.0,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ,Hẻm xe hơi",0,2000000000.0
22,283,2608,140.0,Đất thổ cư,Mặt tiền,1,530000000.0
22,286,2616,120.0,Đất thổ cư,,1,640000000.0
9,111,1003,80.99,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,4300000000.0
20,257,2524,180.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",1,800000000.0
9,99,887,64.0,Đất thổ cư,Hẻm xe hơi,0,5500000000.0
7,75,601,80.0,Đất thổ cư,Mặt tiền,0,8899000000.0
18,225,2126,160.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,11900000000.0
14,174,1732,81.0,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền,Hẻm xe hơi",0,3200000000.0
24,310,2748,162.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",0,4850000000.0
9,107,949,149.0,Đất nền dự án,,0,10400000000.0
24,311,2752,85.0,Đất thổ cư,Hẻm xe hơi,0,4600000000.0
24,312,2755,100.0,Đất thổ cư,,0,3000000000.0
13,156,1412,72.0,Đất thổ cư,,0,6650000000.0
14,168,1578,140.0,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",0,8500000000.0
23,296,2667,185.0,Đất thổ cư,,0,3900000000.0
18,225,2119,64.0,Đất thổ cư,Hẻm xe hơi,0,4000000000.0
22,290,2636,206.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",1,490000000.0
9,111,1003,86.0,Đất thổ cư,Hẻm xe hơi,0,3550000000.0
9,101,898,59.4,Đất thổ cư,Hẻm xe hơi,1,2200000000.0
9,101,898,116.0,Đất nền dự án,Mặt tiền,1,3800000000.0
2,14,159,84.0,Đất thổ cư,Hẻm xe hơi,0,6300000000.0
24,312,2755,95.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",0,5400000000.0
12,153,1354,87.0,Đất thổ cư,Hẻm xe hơi,0,3690000000.0
19,249,2458,80.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ,Mặt tiền",0,6000000000.0
16,208,1990,160.0,Đất thổ cư,"Mặt tiền,Nở hậu",0,11300000000.0
13,164,1509,52.0,Đất thổ cư,Hẻm xe hơi,0,4300000000.0
12,146,1259,72.0,Đất thổ cư,,0,4350000000.0
12,145,1255,90.0,Đất thổ cư,Hẻm xe hơi,0,5400000000.0
9,103,910,80.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,3100000000.0
23,306,2733,227.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",0,8400000000.0
12,145,1255,100.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,4900000000.0
23,302,2711,76.0,Đất thổ cư,Hẻm xe hơi,0,3400000000.0
14,171,1654,76.0,Đất thổ cư,Hẻm xe hơi,0,4900000000.0
23,297,2674,90.2,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,3000000000.0
14,174,1727,100.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,5350000000.0
13,156,1390,120.0,Đất nền dự án,Mặt tiền,0,12000000000.0
23,299,2687,206.8,Đất thổ cư,Hẻm xe hơi,0,5200000000.0
15,186,1821,125.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,12500000000.0
22,291,2641,150.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,2950000000.0
9,101,897,71.0,Đất thổ cư,Hẻm xe hơi,0,2550000000.0
12,153,1354,60.0,Đất nông nghiệp,Hẻm xe hơi,0,800000000.0
9,111,1004,52.0,Đất thổ cư,Hẻm xe hơi,0,2800000000.0
9,102,902,52.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,3600000000.0
13,156,1412,72.0,Đất thổ cư,,0,6600000000.0
23,297,2676,70.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần",0,550000000.0
13,156,1412,120.0,Đất thổ cư,Mặt tiền,0,12000000000.0
13,165,1520,70.0,Đất thổ cư,"Nở hậu,Thổ cư toàn bộ",0,4200000000.0
9,107,561,112.0,Đất nền dự án,,0,9000000000.0
12,152,1326,192.0,Đất thổ cư,Mặt tiền,0,6500000000.0
12,148,1280,59.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,3900000000.0
23,302,2712,59.0,Đất thổ cư,Thổ cư toàn bộ,0,1950000000.0
12,146,1259,72.0,Đất thổ cư,,1,4250000000.0
13,156,1412,130.0,Đất thổ cư,Hẻm xe hơi,0,6400000000.0
14,170,1650,161.0,Đất thổ cư,,0,2650000000.0
15,183,1799,77.0,Đất thổ cư,Hẻm xe hơi,0,6800000000.0
24,312,2755,80.0,Đất thổ cư,Hẻm xe hơi,0,3300000000.0
12,152,1329,97.0,Đất thổ cư,Hẻm xe hơi,0,3350000000.0
24,312,2755,95.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,5500000000.0
24,310,2748,96.0,Đất thổ cư,,0,3800000000.0
9,111,1005,56.0,Đất thổ cư,Hẻm xe hơi,0,3300000000.0
9,103,910,80.0,Đất thổ cư,"Hẻm xe hơi,Mặt tiền,Nở hậu",0,3500000000.0
12,153,1351,115.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,3650000000.0
23,306,2730,85.0,Đất thổ cư,Thổ cư toàn bộ,0,1350000000.0
12,145,1255,245.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,10200000000.0
9,110,998,64.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,2800000000.0
12,147,1275,111.0,Đất thổ cư,Mặt tiền,0,4300000000.0
12,145,1255,20.0,Đất thổ cư,Mặt tiền,0,2640000000.0
9,111,1005,52.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,2950000000.0
23,304,2720,100.0,Đất thổ cư,Mặt tiền,0,3450000000.0
13,163,1507,124.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,6200000000.0
20,253,2495,85.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,600000000.0
20,260,2536,85.01,Đất thổ cư,,0,5000000000.0
20,253,2491,85.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,600000000.0
20,253,2491,85.0,Đất thổ cư,Mặt tiền,0,600000000.0
12,152,1335,84.0,Đất thổ cư,Hẻm xe hơi,0,3450000000.0
20,253,2495,85.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,600000000.0
20,264,2551,85.0,Đất thổ cư,Mặt tiền,0,600000000.0
23,305,2724,105.8,Đất thổ cư,Mặt tiền,0,3500000000.0
23,304,2720,170.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,5150000000.0
23,296,2670,110.0,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền",0,2700000000.0
22,292,2645,280.0,Đất thổ cư,Mặt tiền,0,2400000000.0
16,210,2002,80.0,Đất thổ cư,Hẻm xe hơi,0,7500000000.0
12,153,1354,95.0,Đất thổ cư,Hẻm xe hơi,0,4800000000.0
14,170,1645,55.0,Đất thổ cư,"Hẻm xe hơi,Mặt tiền,Thổ cư toàn bộ",0,4300000000.0
9,103,910,122.6,Đất thổ cư,Hẻm xe hơi,0,5700000000.0
14,168,1569,112.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,5300000000.0
9,103,911,89.9,Đất thổ cư,Hẻm xe hơi,0,3600000000.0
12,152,1325,50.0,Đất thổ cư,Hẻm xe hơi,0,3800000000.0
2,13,121,112.0,Đất thổ cư,,0,12350000000.0
12,145,1255,215.0,Đất thổ cư,"Hẻm xe hơi,Mặt tiền",0,9900000000.0
16,208,1990,65.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",0,5400000000.0
9,104,918,80.0,Đất thổ cư,,0,3980000000.0
13,165,1518,180.0,Đất thổ cư,,0,5500000000.0
23,296,2670,84.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,2380000000.0
7,81,720,66.0,Đất thổ cư,Nở hậu,0,5100000000.0
9,102,903,140.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,7200000000.0
13,165,1522,148.0,Đất thổ cư,Hẻm xe hơi,0,8199999999.999999
13,162,1473,65.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,2250000000.0
24,310,2749,91.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,4200000000.0
15,184,1807,30.0,Đất thổ cư,Mặt tiền,0,2250000000.0
24,310,2749,82.5,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,3500000000.0
9,109,984,56.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,4000000000.0
22,290,2637,150.0,Đất thổ cư,,1,1200000000.0
14,170,1648,64.0,Đất thổ cư,,0,3700000000.0
9,107,561,135.0,Đất nền dự án,,0,13770000000.0
20,251,2483,110.0,Đất thổ cư,Mặt tiền,1,950000000.0
13,157,1416,92.0,Đất thổ cư,Mặt tiền,0,4700000000.0
20,251,2483,55.0,Đất thổ cư,Mặt tiền,1,2585000000.0
20,255,2517,180.0,Đất thổ cư,,0,3500000000.0
13,156,1403,108.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,8199999999.999999
12,147,1271,50.0,Đất thổ cư,Hẻm xe hơi,0,3350000000.0
24,312,2755,254.5,Đất thổ cư,,0,14000000000.0
13,156,1409,119.0,Đất thổ cư,Hẻm xe hơi,0,5500000000.0
8,89,829,68.7,Đất thổ cư,Mặt tiền,0,4500000000.0
15,184,1810,48.0,Đất thổ cư,,0,4950000000.0
8,89,829,108.0,Đất nền dự án,Mặt tiền,0,6500000000.0
8,89,829,71.0,Đất thổ cư,,0,3500000000.0
22,283,2609,212.0,Đất thổ cư,Thổ cư toàn bộ,0,795000000.0
14,173,1709,100.0,Đất thổ cư,,0,10700000000.0
22,286,2617,145.0,Đất thổ cư,,0,1200000000.0
24,312,2755,182.0,Đất thổ cư,Hẻm xe hơi,0,6300000000.0
15,180,1777,54.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",1,6890000000.0
20,259,2533,130.0,Đất thổ cư,,0,2950000000.0
6,71,562,70.0,Đất thổ cư,,0,6300000000.0
23,299,2679,65.0,Đất thổ cư,Mặt tiền,1,1280000000.0
12,147,1271,54.0,Đất thổ cư,Hẻm xe hơi,0,3300000000.0
9,100,894,100.0,Đất thổ cư,,0,5800000000.0
9,104,913,220.0,Đất nền dự án,"Mặt tiền,Thổ cư toàn bộ",0,6600000000.0
14,172,1670,68.0,Đất thổ cư,Hẻm xe hơi,0,4300000000.0
14,170,1635,90.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,7200000000.0
20,259,2529,291.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,5100000000.0
20,255,2517,80.0,Đất thổ cư,,0,2700000000.0
22,293,2649,125.0,Đất thổ cư,Thổ cư toàn bộ,1,1150000000.0
22,290,2639,240.0,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",1,570000000.0
23,296,2670,70.0,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi",1,1300000000.0
13,156,1410,248.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,12000000000.0
23,304,2720,122.0,Đất thổ cư,Hẻm xe hơi,0,4150000000.0000005
14,174,1727,60.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,3090000000.0
13,157,1424,56.0,Đất thổ cư,Hẻm xe hơi,0,4350000000.0
2,13,121,80.0,Đất thổ cư,,1,8990000000.0
12,152,1333,45.0,Đất thổ cư,,0,1150000000.0
19,246,2405,119.0,Đất thổ cư,Hẻm xe hơi,0,8900000000.0
9,103,911,52.0,Đất thổ cư,Thổ cư toàn bộ,1,1750000000.0
7,76,615,70.0,Đất thổ cư,Hẻm xe hơi,0,8199999999.999999
14,166,1536,68.0,Đất thổ cư,,0,3600000000.0
14,172,1670,240.0,Đất thổ cư,,0,12500000000.0
18,232,2197,47.0,Đất thổ cư,Hẻm xe hơi,0,6900000000.0
24,309,2747,105.0,Đất thổ cư,Hẻm xe hơi,0,2550000000.0
14,169,1618,80.0,Đất thổ cư,Hẻm xe hơi,0,4199000000.0
13,165,1518,75.0,Đất thổ cư,Hẻm xe hơi,0,5600000000.0
16,200,1912,70.6,Đất thổ cư,,0,3350000000.0
13,162,1493,73.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,3700000000.0
13,157,1428,200.0,Đất thổ cư,Mặt tiền,0,14300000000.0
12,153,1363,80.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,3850000000.0
24,310,2748,159.0,Đất thổ cư,,0,2100000000.0
6,71,556,77.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,8500000000.0
7,73,579,60.0,Đất thổ cư,,0,5100000000.0
9,110,988,92.0,Đất thổ cư,Hẻm xe hơi,0,5750000000.0
23,302,2706,88.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,3500000000.0
24,312,2755,167.0,Đất thổ cư,,0,9350000000.0
24,310,2749,100.0,Đất thổ cư,,0,3000000000.0
24,312,2755,101.0,Đất thổ cư,,0,4850000000.0
12,153,1355,197.0,Đất thổ cư,Hẻm xe hơi,0,5400000000.0
13,156,1412,236.0,Đất thổ cư,Nở hậu,0,9440000000.0
23,296,2662,90.0,Đất thổ cư,Mặt tiền,0,2500000000.0
2,16,179,98.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,6500000000.0
22,279,2601,139.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",1,760000000.0
2,17,189,105.0,Đất thổ cư,Mặt tiền,0,10500000000.0
20,265,2560,104.4,Đất thổ cư,Hẻm xe hơi,0,3800000000.0
14,168,1585,61.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,4300000000.0
13,165,1517,52.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,4550000000.0
24,312,2755,95.0,Đất thổ cư,,0,5500000000.0
14,166,1527,150.0,Đất thổ cư,Mặt tiền,0,14000000000.0
12,145,1255,81.3,Đất thổ cư,Hẻm xe hơi,0,6200000000.0
7,74,589,92.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,8500000000.0
24,312,2755,176.0,Đất thổ cư,,0,8199999999.999999
12,152,1321,216.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,5200000000.0
14,166,1536,63.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,4099999999.9999995
12,145,1245,140.0,Đất thổ cư,,0,6200000000.0
23,299,2678,92.0,Đất thổ cư,,1,1500000000.0
15,184,1805,92.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Nở hậu",0,13000000000.0
23,306,2732,59.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,415000000.0
14,175,1739,72.0,Đất thổ cư,Hẻm xe hơi,0,3000000000.0
12,153,1362,50.0,Đất thổ cư,Mặt tiền,0,2700000000.0
13,159,1456,95.0,Đất thổ cư,Hẻm xe hơi,0,4200000000.0
22,279,2698,220.0,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền",1,625000000.0
24,310,2749,83.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",0,3300000000.0
14,170,1635,161.0,Đất thổ cư,,1,11999000000.0
12,145,1255,158.4,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,6000000000.0
12,145,1255,80.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",0,4600000000.0
12,145,1255,200.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",0,6000000000.0
12,145,1255,203.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,7900000000.0
12,145,1255,54.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",0,3900000000.0
12,145,1255,250.0,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần,Hẻm xe hơi",0,6500000000.0
22,285,2614,108.0,Đất thổ cư,Mặt tiền,1,1325000000.0
13,160,1465,62.0,Đất thổ cư,,0,4850000000.0
13,165,1514,51.2,Đất thổ cư,,0,4000000000.0
16,209,1994,58.0,Đất thổ cư,Hẻm xe hơi,0,5500000000.0
12,145,1255,145.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,6500000000.0
13,164,1509,55.0,Đất thổ cư,Thổ cư toàn bộ,0,4300000000.0
23,296,2670,162.0,Đất thổ cư,Hẻm xe hơi,0,5000000000.0
23,299,2678,92.0,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi,Mặt tiền",0,980000000.0
20,260,2536,100.0,Đất nền dự án,,0,4900000000.0
23,302,2711,100.0,Đất thổ cư,Hẻm xe hơi,0,4500000000.0
23,302,2709,81.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,3400000000.0
23,302,2713,180.0,Đất thổ cư,Hẻm xe hơi,0,6400000000.0
23,301,2697,107.0,Đất thổ cư,Mặt tiền,0,5300000000.0
23,301,2696,165.6,Đất thổ cư,Hẻm xe hơi,0,5050000000.0
13,165,1514,70.0,Đất thổ cư,,0,5500000000.0
15,182,1795,70.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,5490000000.0
13,158,1440,73.3,Đất thổ cư,,1,6000000000.0
13,165,1514,52.0,Đất thổ cư,,1,4700000000.0
13,155,1374,76.0,Đất thổ cư,,1,6000000000.0
13,158,1437,61.2,Đất thổ cư,,0,6500000000.0
24,310,2749,82.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,3200000000.0
13,158,1430,60.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,5400000000.0
12,145,1255,53.0,Đất thổ cư,Hẻm xe hơi,0,3850000000.0
12,147,1267,55.0,Đất thổ cư,,0,2650000000.0
20,260,2536,120.0,Đất nền dự án,Mặt tiền,0,8160000000.0
24,309,2747,98.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,3500000000.0
24,312,2755,101.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,4850000000.0
9,103,910,51.0,Đất thổ cư,Mặt tiền,0,2750000000.0
24,311,2752,82.5,Đất thổ cư,Hẻm xe hơi,0,3900000000.0
15,184,1805,80.0,Đất thổ cư,Mặt tiền,0,13000000000.0
15,184,1805,120.0,Đất thổ cư,,0,10200000000.0
18,225,2119,50.0,Đất thổ cư,Hẻm xe hơi,0,3750000000.0
24,312,2755,81.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,3300000000.0
9,107,949,140.0,Đất nền dự án,,0,8900000000.0
9,107,949,97.0,Đất nền dự án,,0,6800000000.0
12,153,1352,101.0,Đất thổ cư,Hẻm xe hơi,0,3890000000.0
23,306,2730,85.0,Đất thổ cư,,0,2200000000.0
16,209,1994,68.0,Đất thổ cư,,0,7400000000.0
12,153,1347,82.0,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",0,3550000000.0
12,153,1360,102.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,3250000000.0
12,153,1362,74.9,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,2800000000.0
20,259,2529,110.8,Đất thổ cư,"Hẻm xe hơi,Thổ cư 1 phần",0,1700000000.0
12,152,1338,70.5,Đất thổ cư,Hẻm xe hơi,0,2850000000.0
12,153,1362,56.0,Đất thổ cư,Mặt tiền,0,4000000000.0
12,152,1333,105.0,Đất thổ cư,Hẻm xe hơi,0,4700000000.0
15,184,1807,100.0,Đất thổ cư,Hẻm xe hơi,0,9900000000.0
9,103,909,80.0,Đất nền dự án,,0,1600000000.0
16,208,1990,80.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,5200000000.0
16,200,1912,60.0,Đất thổ cư,Hẻm xe hơi,0,5900000000.0
16,202,1943,80.0,Đất thổ cư,Hẻm xe hơi,0,5270000000.0
12,148,1281,110.0,Đất thổ cư,"Nở hậu,Hẻm xe hơi",0,4490000000.0
16,202,1934,100.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,6500000000.0
9,109,986,145.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,5500000000.0
19,240,2304,69.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",1,7200000000.0
20,259,2531,210.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,2800000000.0
12,151,1316,84.0,Đất thổ cư,Hẻm xe hơi,1,4050000000.0
9,99,881,100.0,Đất thổ cư,Hẻm xe hơi,0,3750000000.0
12,153,1352,64.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",0,3500000000.0
24,310,2749,144.0,Đất thổ cư,Hẻm xe hơi,0,3300000000.0
18,225,2119,112.0,Đất thổ cư,Mặt tiền,0,12000000000.0
8,98,875,108.0,Đất thổ cư,Mặt tiền,0,7100000000.0
16,202,1942,69.0,Đất thổ cư,Thổ cư toàn bộ,0,4650000000.0
18,234,2208,46.9,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,5469000000.0
2,14,160,72.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",0,6500000000.0
16,211,2013,75.0,Đất thổ cư,Hẻm xe hơi,0,6000000000.0
13,156,1390,90.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,9000000000.0
13,159,1455,56.0,Đất thổ cư,Hẻm xe hơi,0,4300000000.0
13,164,1512,90.0,Đất thổ cư,Mặt tiền,0,6800000000.0
14,172,1670,68.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,3000000000.0
13,156,1393,99.0,Đất thổ cư,Mặt tiền,0,8950000000.0
8,89,829,62.0,Đất thổ cư,,0,3550000000.0
7,81,725,41.0,Đất thổ cư,,0,2890000000.0
12,152,1333,45.0,Đất nông nghiệp,,0,1200000000.0
24,309,2747,87.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",0,4250000000.0
12,153,1362,50.68,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,2700000000.0
22,290,2637,80.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,480000000.0
23,304,2720,105.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",0,3390000000.0
24,311,2752,84.0,Đất thổ cư,Hẻm xe hơi,0,3900000000.0
9,107,561,90.0,Đất thổ cư,Hẻm xe hơi,1,2100000000.0
24,312,2755,92.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,3500000000.0
9,104,920,70.0,Đất thổ cư,Nở hậu,0,2500000000.0
23,296,2670,125.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,3290000000.0
16,208,1992,75.0,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",0,5650000000.0
9,109,984,172.0,Đất thổ cư,Thổ cư toàn bộ,0,5200000000.0
12,145,1255,93.0,Đất thổ cư,Hẻm xe hơi,0,5000000000.0
12,145,1255,107.0,Đất thổ cư,Hẻm xe hơi,0,5590000000.0
22,277,2595,110.0,Đất nền dự án,"Mặt tiền,Nở hậu,Thổ cư toàn bộ,Hẻm xe hơi",0,1450000000.0
24,312,2755,80.0,Đất thổ cư,,0,1550000000.0
9,104,918,94.0,Đất thổ cư,,0,870000000.0
13,156,1402,67.0,Đất thổ cư,Thổ cư toàn bộ,0,3300000000.0
14,168,1574,62.0,Đất thổ cư,"Hẻm xe hơi,Nở hậu",0,4500000000.0
9,103,912,250.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",1,12200000000.0
20,259,2533,175.0,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Hẻm xe hơi",1,2987000000.0
23,299,2678,129.0,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",1,1250000000.0
14,166,1536,57.8,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",0,3770000000.0
