price,rooms,toilets,floors,house_type,furnishing_sell,size,ward,district
4800000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,52.0,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức
4150000000.0000005,4,0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,56.0,Phường Tân Chánh Hiệp,Quận 12
4500000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,61.0,Phường 10,Quận Gò Vấp
6500000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,37.0,Phường 5,Quận 3
4950000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,33.0,Phường 5,Quận 3
4150000000.0000005,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,28.0,Phường 4,Quận 3
1200000000.0,4,4,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,100.0,Xã Quy Đức,Huyện Bình Chánh
6850000000.0,5,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,35.0,Phường 14,Quận 10
6500000000.0,2,2,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,77.0,Phường An Lạc A,Quận Bình Tân
4600000000.0,3,3,1.0,Nhà phố liền kề,Hoàn thiện cơ bản,91.51,Xã Xuân Thới Sơn,Huyện Hóc Môn
7950000000.0,4,4,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,62.0,Phường 5,Quận Phú Nhuận
5650000000.0,4,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,55.0,Phường 9,Quận Gò Vấp
11990000000.0,5,5,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,77.0,Phường 15,Quận Bình Thạnh
8950000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,48.0,Phường 5,Quận 3
7000000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,54.0,Phường 3,Quận Gò Vấp
4950000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,35.0,Phường 3,Quận 3
2700000000.0,1,0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,48.0,Xã Vĩnh Lộc B,Huyện Bình Chánh
2550000000.0,5,5,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,85.0,Xã Xuân Thới Đông,Huyện Hóc Môn
5100000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,35.0,Phường 2,Quận 10
9200000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,92.0,Thị trấn Nhà Bè,Huyện Nhà Bè
7890000000.0,4,5,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,70.0,Phường 6,Quận Bình Thạnh
6690000000.0,4,4,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,70.0,Phường 2,Quận Bình Thạnh
6690000000.0,4,4,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,70.0,Phường 2,Quận Bình Thạnh
5990000000.0,3,3,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,52.0,Phường 8,Quận Gò Vấp
10900000000.0,2,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,43.0,Phường 2,Quận 3
6950000000.0,4,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường 12,Quận Bình Thạnh
8500000000.0,5,5,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,110.0,Phường Bình Hưng Hoà A,Quận Bình Tân
5180000000.0,3,2,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,48.0,Phường 14,Quận Gò Vấp
3500000000.0,2,2,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Phường Trung Mỹ Tây,Quận 12
5600000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,56.0,Phường Tân Quý,Quận Tân Phú
3500000000.0,2,2,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Phường Trung Mỹ Tây,Quận 12
2900000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường Tân Hưng,Quận 7
9400000000.0,4,0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,98.0,Phường 26,Quận Bình Thạnh
5150000000.0,4,4,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,61.5,Phường 3,Quận 8
3200000000.0,2,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,58.0,Xã Bình Hưng,Huyện Bình Chánh
3700000000.0,4,4,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,42.0,Phường 7,Quận Bình Thạnh
5990000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,34.8,Phường 10,Quận 8
5570000000.0,4,4,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,49.0,Phường 10,Quận 8
3450000000.0,4,4,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,50.0,Phường 7,Quận Phú Nhuận
2650000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,20.0,Phường 12,Quận Gò Vấp
9500000000.0,10,6,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường 25,Quận Bình Thạnh
4300000000.0,4,4,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,60.0,Phường 7,Quận Gò Vấp
12500000000.0,4,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,72.0,Phường 5,Quận 8
6250000000.0,5,5,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,68.0,Phường Bình Trị Đông A,Quận Bình Tân
2690000000.0,2,2,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,28.0,Phường Bình Hưng Hoà A,Quận Bình Tân
4950000000.0,3,0,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,25.0,Phường 5,Quận 3
1200000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,18.0,Phường Bình Hưng Hoà A,Quận Bình Tân
1550000000.0,2,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,37.0,Phường 28,Quận Bình Thạnh
6500000000.0,3,2,1.0,Nhà biệt thự,Hoàn thiện cơ bản,116.01,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
5100000000.0,2,2,1.0,"Nhà ngõ, hẻm",Bàn giao thô,48.0,Phường 10,Quận Gò Vấp
2500000000.0,2,2,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,54.0,Xã Thới Tam Thôn,Huyện Hóc Môn
6500000000.0,10,0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,128.0,Phường Thạnh Xuân,Quận 12
5600000000.0,4,3,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,41.0,Phường 14,Quận 11
595000000.0,2,2,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,10.0,Xã Xuân Thới Thượng,Huyện Hóc Môn
4550000000.0,4,3,3.0,"Nhà ngõ, hẻm",Bàn giao thô,64.0,Phường Bình Trị Đông A,Quận Bình Tân
1080000000.0,2,1,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,21.0,Phường Hiệp Thành,Quận 12
4750000000.0,2,3,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Phường Tân Quý,Quận Tân Phú
10800000000.0,10,6,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,115.0,Phường Phú Trung,Quận Tân Phú
950000000.0,3,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Xã Tân Kiên,Huyện Bình Chánh
5800000000.0,5,5,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường 1,Quận Bình Thạnh
6500000000.0,4,5,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,64.0,Phường Tây Thạnh,Quận Tân Phú
10900000000.0,2,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,99.0,Phường Tân Thới Hiệp,Quận 12
8500000000.0,6,6,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,100.0,Xã Phong Phú,Huyện Bình Chánh
10900000000.0,2,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,99.0,Phường Tân Thới Hiệp,Quận 12
8500000000.0,6,6,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,100.0,Xã Phong Phú,Huyện Bình Chánh
7800000000.0,3,3,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường Phú Trung,Quận Tân Phú
2350000000.0,2,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Phường An Phú Đông,Quận 12
1390000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,41.6,Phường Hiệp Thành,Quận 12
5980000000.0,4,3,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,54.0,Phường 5,Quận 11
2390000000.0,2,2,22.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,24.0,Phường Bình Hưng Hoà A,Quận Bình Tân
10000000000.0,1,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,85.0,Phường 4,Quận 8
355000000.0,3,2,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,10.0,Xã Xuân Thới Sơn,Huyện Hóc Môn
3500000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Phường Tân Kiểng,Quận 7
5600000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường An Lạc,Quận Bình Tân
1050000000.0,2,1,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,61.01,Xã Tân Hiệp,Huyện Hóc Môn
5500000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,46.6,Phường Tân Phú,Quận 7
9200000000.0,4,5,4.0,Nhà phố liền kề,Nội thất cao cấp,90.0,Phường Bình Trị Đông B,Quận Bình Tân
1050000000.0,3,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Xã Hưng Long,Huyện Bình Chánh
11500000000.0,3,0,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,79.0,Phường 11,Quận Bình Thạnh
325000000.0,2,3,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,10.0,Xã Xuân Thới Sơn,Huyện Hóc Môn
6800000000.0,4,5,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,58.0,Phường Phú Thuận,Quận 7
11990000000.0,4,5,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,63.0,Phường 11,Quận Phú Nhuận
370000000.0,2,1,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,20.0,Xã Xuân Thới Sơn,Huyện Hóc Môn
5650000000.0,3,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,65.0,Phường 9,Quận Gò Vấp
3400000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,37.0,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức
6700000000.0,5,3,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,42.0,Phường 15,Quận Bình Thạnh
5600000000.0,3,3,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,48.0,Phường 16,Quận Gò Vấp
5500000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Xã Nhơn Đức,Huyện Nhà Bè
13000000000.0,8,6,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,72.0,Phường 12,Quận Bình Thạnh
4500000000.0,4,3,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường Bình Trị Đông A,Quận Bình Tân
5000000000.0,2,2,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,26.3,Phường 8,Quận 6
6850000000.0,3,4,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,32.0,Phường 9,Quận Phú Nhuận
8199999999.999999,6,6,3.0,Nhà biệt thự,Nội thất cao cấp,112.01,Phường Đông Hưng Thuận,Quận 12
2280000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,30.0,Phường 3,Quận 8
5250000000.0,5,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,43.0,Phường 12,Quận 6
2350000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,40.0,Phường Tân Tạo,Quận Bình Tân
3000000000.0,2,1,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Phường Phú Thọ Hòa,Quận Tân Phú
8700000000.0,4,5,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường 12,Quận Tân Bình
950000000.0,1,1,1.0,"Nhà ngõ, hẻm",Bàn giao thô,36.0,Phường Hiệp Thành,Quận 12
3700000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,40.0,Phường Bình Trị Đông A,Quận Bình Tân
3500000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,29.0,Phường 3,Quận Bình Thạnh
1550000000.0,2,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,24.0,Xã Bình Hưng,Huyện Bình Chánh
9200000000.0,6,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,95.0,Phường 5,Quận Gò Vấp
6000000000.0,6,6,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,102.41,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức
7600000000.0,4,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,96.0,Phường 12,Quận Gò Vấp
3330000000.0,2,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,24.0,Phường 11,Quận Gò Vấp
4200000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,61.0,Phường Linh Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức
530000000.0,1,1,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,16.0,Phường Thới An,Quận 12
10200000000.0,1,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,134.8,Phường Bình Trị Đông A,Quận Bình Tân
9600000000.0,5,6,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường 4,Quận 8
9600000000.0,5,6,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường 4,Quận 8
2250000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,43.0,Phường Thạnh Lộc,Quận 12
4500000000.0,2,1,0.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,90.0,Xã Thới Tam Thôn,Huyện Hóc Môn
1250000000.0,3,2,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,86.51,Xã Bình Chánh,Huyện Bình Chánh
4050000000.0,2,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,43.0,Phường 5,Quận Gò Vấp
13200000000.0,5,6,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường 4,Quận 8
2250000000.0,2,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,24.0,Phường 15,Quận 8
12000000000.0,4,5,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường 4,Quận 8
7800000000.0,6,3,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,107.0,Phường Bình Hưng Hoà A,Quận Bình Tân
4600000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,32.0,Phường 8,Quận 8
11500000000.0,5,5,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường 4,Quận 8
13700000000.0,4,4,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,92.5,Phường Phú Mỹ,Quận 7
4000000000.0,2,2,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường Tân Thới Hòa,Quận Tân Phú
9900000000.0,10,6,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,100.0,Phường Phú Thạnh,Quận Tân Phú
400000000.0,2,2,1.0,"Nhà ngõ, hẻm",Bàn giao thô,16.0,Thị trấn Hóc Môn,Huyện Hóc Môn
2400000000.0,3,3,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,33.0,Phường Bình Hưng Hòa,Quận Bình Tân
12000000000.0,4,3,0.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,82.0,Phường 3,Quận 6
6050000000.0,4,5,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,60.0,Phường Thạnh Lộc,Quận 12
700000000.0,3,3,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,125.0,Xã Xuân Thới Sơn,Huyện Hóc Môn
8900000000.0,4,5,5.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,32.0,Phường 12,Quận 3
3200000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường Tân Hưng,Quận 7
6200000000.0,2,4,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,37.0,Phường 8,Quận 11
4680000000.0,3,3,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường 3,Quận 8
4680000000.0,3,3,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường 3,Quận 8
7700000000.0,2,2,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,103.49,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức
990000000.0,3,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Xã Bình Chánh,Huyện Bình Chánh
6400000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,32.0,Phường 10,Quận 8
11800000000.0,1,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,115.0,Phường 15,Quận Bình Thạnh
5800000000.0,1,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,54.0,Phường 13,Quận Bình Thạnh
8300000000.000001,2,0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Phường 5,Quận 11
5090000000.0,4,3,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,35.0,Phường 21,Quận Bình Thạnh
5090000000.0,4,3,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,35.0,Phường 21,Quận Bình Thạnh
2300000000.0,4,0,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,38.0,Phường Bình Hưng Hoà B,Quận Bình Tân
7600000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,64.0,Phường Tân Tạo,Quận Bình Tân
1980000000.0,2,0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,35.0,Phường Bình Trị Đông,Quận Bình Tân
3000000000.0,4,0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,35.0,Phường Bình Trị Đông B,Quận Bình Tân
2200000000.0,2,0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,40.0,Phường Tân Tạo,Quận Bình Tân
2200000000.0,2,0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường Tân Tạo,Quận Bình Tân
1700000000.0,2,0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường Bình Hưng Hoà B,Quận Bình Tân
6800000000.0,3,3,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,68.0,Phường Bình Trị Đông,Quận Bình Tân
2390000000.0,2,2,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,28.0,Phường 15,Quận 8
2150000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,40.0,Phường Tân Tạo,Quận Bình Tân
11200000000.0,5,6,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,60.0,Phường 4,Quận Tân Bình
7000000000.0,3,3,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,48.0,Phường 8,Quận Tân Bình
9500000000.0,4,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,67.0,Phường 10,Quận 11
5100000000.0,7,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường Tân Quý,Quận Tân Phú
5500000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,83.0,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức
5500000000.0,3,2,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,42.8,Phường 4,Quận Gò Vấp
6600000000.0,3,4,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,50.0,Phường 11,Quận 6
8900000000.0,2,2,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,64.0,Phường Tân Quý,Quận Tân Phú
3390000000.0,2,2,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,64.0,Xã Thới Tam Thôn,Huyện Hóc Môn
1780000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,18.0,Phường An Phú Đông,Quận 12
9150000000.0,5,5,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,54.0,Phường 5,Quận 8
6500000000.0,4,0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,63.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
1480000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,110.04,Thị trấn Tân Túc,Huyện Bình Chánh
1480000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,110.04,Thị trấn Tân Túc,Huyện Bình Chánh
3750000000.0,3,2,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,60.0,Xã Bà Điểm,Huyện Hóc Môn
2310000000.0,2,2,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,27.0,Phường 13,Quận Gò Vấp
6000000000.0,5,0,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,100.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
2220000000.0,3,3,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,55.0,Phường Bình Hưng Hoà A,Quận Bình Tân
2500000000.0,4,4,0.0,"Nhà ngõ, hẻm",Bàn giao thô,63.0,Phường Tân Thới Nhất,Quận 12
825000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Xã Bình Chánh,Huyện Bình Chánh
2750000000.0,3,3,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,18.0,Phường 8,Quận 8
7000000000.0,5,5,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,80.0,Phường Bình Trị Đông A,Quận Bình Tân
12000000000.0,4,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,75.0,Phường 15,Quận Tân Bình
2600000000.0,3,3,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,60.0,Xã Vĩnh Lộc A,Huyện Bình Chánh
7500000000.0,7,6,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,109.0,Phường Bình Trị Đông,Quận Bình Tân
7780000000.0,4,3,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,76.0,Phường 10,Quận Gò Vấp
2770000000.0,3,3,7.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,58.0,Phường 7,Quận 5
6650000000.0,4,5,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường 8,Quận Gò Vấp
12000000000.0,4,6,0.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Phường Bình Trị Đông B,Quận Bình Tân
6650000000.0,4,5,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường 8,Quận Gò Vấp
12000000000.0,4,6,0.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Phường Bình Trị Đông B,Quận Bình Tân
9250000000.0,5,4,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,98.0,Phường 10,Quận Gò Vấp
4800000000.0,3,2,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,25.0,Phường Bình Trị Đông,Quận Bình Tân
5850000000.0,3,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45.0,Phường 11,Quận Gò Vấp
6200000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,68.0,Phường Bình Hưng Hoà A,Quận Bình Tân
6150000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,50.0,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức
7200000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường 11,Quận Tân Bình
5000000000.0,2,1,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,127.0,Phường Thới An,Quận 12
7800000000.0,4,5,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,66.0,Phường 11,Quận 6
2200000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,40.0,Phường Tân Tạo,Quận Bình Tân
4500000000.0,4,3,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,38.0,Phường Bình Hưng Hoà A,Quận Bình Tân
2300000000.0,2,2,2.0,Nhà phố liền kề,Nội thất cao cấp,39.0,Phường Tân Tạo,Quận Bình Tân
3950000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,48.0,Phường Bình Trị Đông A,Quận Bình Tân
4250000000.0,2,2,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,36.0,Phường 15,Quận Tân Bình
7590000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,80.0,Phường Đông Hưng Thuận,Quận 12
7700000000.0,4,4,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,77.0,Phường 10,Quận Gò Vấp
6450000000.0,5,6,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,68.0,Phường Bình Trị Đông B,Quận Bình Tân
2890000000.0,2,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Phường 25,Quận Bình Thạnh
6450000000.0,5,6,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,68.0,Phường Bình Trị Đông B,Quận Bình Tân
2890000000.0,2,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Phường 25,Quận Bình Thạnh
7450000000.0,4,5,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,51.0,Phường Phú Thạnh,Quận Tân Phú
8199999999.999999,4,4,0.0,Nhà phố liền kề,Hoàn thiện cơ bản,75.0,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức
4950000000.0,3,3,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,63.0,Xã Bà Điểm,Huyện Hóc Môn
6950000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,46.0,Phường 5,Quận Tân Bình
680000000.0,2,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,18.0,Phường Tân Thới Hiệp,Quận 12
