price,rooms,toilets,floors,house_type,furnishing_sell,size,ward,district
9200000000.0,1,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,126.0,Xã Tân Thới Nhì,Huyện Hóc Môn
7200000000.0,3,4,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,75.0,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức
3950000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,50.0,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức
2900000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường Phú Thuận,Quận 7
4250000000.0,4,5,0.0,Nhà phố liền kề,Hoàn thiện cơ bản,73.7,Phường Phú Mỹ,Quận 7
3500000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường Tân Tạo,Quận Bình Tân
3800000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,84.0,Phường Đông Hưng Thuận,Quận 12
2600000000.0,3,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,40.0,Phường Bình Hưng Hoà B,Quận Bình Tân
6500000000.0,2,3,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,68.0,Phường 9,Quận Gò Vấp
10500000000.0,6,6,6.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,92.0,Xã Bà Điểm,Huyện Hóc Môn
2660000000.0,3,3,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,46.0,Phường Tân Thuận Tây,Quận 7
6500000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,100.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
7800000000.0,4,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,72.0,Phường 6,Quận Gò Vấp
10500000000.0,6,6,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Phường 11,Quận Gò Vấp
4750000000.0,3,3,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,90.0,Phường 14,Quận Gò Vấp
6500000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,100.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
7800000000.0,4,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,72.0,Phường 6,Quận Gò Vấp
10500000000.0,6,6,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Phường 11,Quận Gò Vấp
4750000000.0,3,3,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,90.0,Phường 14,Quận Gò Vấp
9500000000.0,4,0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Phường 17,Quận Gò Vấp
650000000.0,3,2,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,79.95,Xã Tân Kiên,Huyện Bình Chánh
11500000000.0,10,6,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,77.0,Phường 3,Quận Gò Vấp
13700000000.0,3,1,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường 3,Quận Gò Vấp
11400000000.0,4,4,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,85.0,Phường 6,Quận Gò Vấp
11500000000.0,10,6,6.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Phường 17,Quận Gò Vấp
3000000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,75.0,Phường 10,Quận Gò Vấp
9900000000.0,3,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Phường 13,Quận Tân Bình
930000000.0,2,1,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,20.0,Xã Bình Hưng,Huyện Bình Chánh
1890000000.0,1,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,18.0,Phường Bình Trị Đông A,Quận Bình Tân
1860000000.0,1,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,19.5,Phường 14,Quận Gò Vấp
4900000000.0,3,4,3.0,Nhà biệt thự,Nội thất đầy đủ,77.0,Xã Tân Thới Nhì,Huyện Hóc Môn
5700000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,90.0,Xã Xuân Thới Đông,Huyện Hóc Môn
2900000000.0,2,3,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,27.0,Phường Bình Trị Đông B,Quận Bình Tân
2150000000.0,1,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,14.6,Phường Tây Thạnh,Quận Tân Phú
4850000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,57.0,Phường 9,Quận Gò Vấp
6400000000.0,4,4,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,52.9,Phường Phú Thọ Hòa,Quận Tân Phú
6600000000.0,4,3,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,50.0,Phường 26,Quận Bình Thạnh
3950000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,45.0,Phường 15,Quận Tân Bình
2550000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,22.0,Phường Phú Thạnh,Quận Tân Phú
3300000000.0,4,3,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,65.0,Phường Phú Mỹ,Quận 7
2600000000.0,2,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,39.0,Phường Hiệp Thành,Quận 12
2450000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,24.0,Phường Phú Thọ Hòa,Quận Tân Phú
6650000000.0,3,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,76.0,Phường 16,Quận Gò Vấp
7900000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,84.5,Thị trấn Nhà Bè,Huyện Nhà Bè
3350000000.0,3,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,37.0,Phường 8,Quận 4
3740000000.0,3,4,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,65.0,Phường 16,Quận Gò Vấp
3350000000.0,4,4,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,56.0,Phường Tân Sơn Nhì,Quận Tân Phú
5280000000.0,2,3,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,45.0,Phường Nguyễn Cư Trinh,Quận 1
14000000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Thành phố Thủ Đức
5990000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Phường 10,Quận 8
5060000000.0,3,4,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,52.0,Phường Tân Phong,Quận 7
1070000000.0000001,3,2,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,40.0,Xã Thới Tam Thôn,Huyện Hóc Môn
6500000000.0,3,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường Bình Trị Đông,Quận Bình Tân
3820000000.0,5,6,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,54.0,Phường 11,Quận Bình Thạnh
1600000000.0,2,1,0.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,38.4,Xã Bình Lợi,Huyện Bình Chánh
8500000000.0,6,6,5.0,,Hoàn thiện cơ bản,70.0,Phường 12,Quận Tân Bình
4250000000.0,2,3,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,66.0,Phường Thạnh Xuân,Quận 12
3900000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,64.0,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức
3900000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,64.0,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức
4950000000.0,4,4,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,84.99,Xã Bà Điểm,Huyện Hóc Môn
1600000000.0,1,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,15.0,Phường 8,Quận Tân Bình
1950000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,32.0,Phường Hiệp Thành,Quận 12
9600000000.0,4,0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,84.0,Phường Bình Trị Đông B,Quận Bình Tân
3550000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,48.0,Phường 9,Quận 3
6300000000.0,4,4,1.0,Nhà phố liền kề,Hoàn thiện cơ bản,110.01,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức
4250000000.0,2,2,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,55.0,Phường An Phú Đông,Quận 12
3150000000.0,4,3,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,48.0,Phường Bình Hưng Hòa,Quận Bình Tân
4080000000.0,4,4,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,54.0,Phường 14,Quận Gò Vấp
4950000000.0,4,3,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,35.0,Phường 11,Quận Bình Thạnh
3300000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,54.5,Phường Thạnh Xuân,Quận 12
1580000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,44.0,Xã Bà Điểm,Huyện Hóc Môn
2300000000.0,3,0,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Phường Tân Tạo,Quận Bình Tân
1900000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,32.0,Phường Tân Tạo,Quận Bình Tân
4000000000.0,3,2,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Phường Bình Trị Đông B,Quận Bình Tân
6090000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,91.0,Xã Bà Điểm,Huyện Hóc Môn
4860000000.0,4,2,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,52.0,Phường An Lạc,Quận Bình Tân
4860000000.0,4,2,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,52.0,Phường An Lạc,Quận Bình Tân
5890000000.0,5,4,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,50.0,Phường 2,Quận 8
5990000000.0,3,4,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,50.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
6000000000.0,4,0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,120.0,Phường 28,Quận Bình Thạnh
3600000000.0,2,1,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Xã Bà Điểm,Huyện Hóc Môn
3850000000.0,4,4,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,50.0,Phường 11,Quận 11
1280000000.0,1,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,10.8,Phường 8,Quận 4
13900000000.0,4,4,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,60.0,Phường 9,Quận Gò Vấp
705000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,76.46,Xã Tân Kiên,Huyện Bình Chánh
1280000000.0,1,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,10.8,Phường 8,Quận 4
13900000000.0,4,4,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,60.0,Phường 9,Quận Gò Vấp
2480000000.0,3,3,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,33.0,Phường Bình Hưng Hoà B,Quận Bình Tân
1290000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,86.0,Xã Tân Kiên,Huyện Bình Chánh
7300000000.0,10,0,44.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.7,Phường Tân Thới Hòa,Quận Tân Phú
9500000000.0,4,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường Bình Trị Đông B,Quận Bình Tân
1900000000.0,1,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,17.0,Phường 11,Quận 11
5200000000.0,4,5,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường Tân Chánh Hiệp,Quận 12
4090000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường 7,Quận Phú Nhuận
7300000000.0,10,0,44.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.7,Phường Tân Thới Hòa,Quận Tân Phú
9500000000.0,4,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường Bình Trị Đông B,Quận Bình Tân
1900000000.0,1,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,17.0,Phường 11,Quận 11
5200000000.0,4,5,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường Tân Chánh Hiệp,Quận 12
4090000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Phường 7,Quận Phú Nhuận
5600000000.0,6,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,70.2,Phường Tân Định,Quận 1
5600000000.0,5,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,68.0,Phường 10,Quận Gò Vấp
3050000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường Bình Hưng Hòa,Quận Bình Tân
2800000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,38.0,Phường 7,Quận 8
2450000000.0,2,1,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,32.0,Phường Bình Hưng Hoà A,Quận Bình Tân
5600000000.0,6,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,70.2,Phường Tân Định,Quận 1
5600000000.0,5,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,68.0,Phường 10,Quận Gò Vấp
3050000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,30.0,Phường Bình Hưng Hòa,Quận Bình Tân
2800000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,38.0,Phường 7,Quận 8
2450000000.0,2,1,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,32.0,Phường Bình Hưng Hoà A,Quận Bình Tân
4750000000.0,4,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường Thạnh Lộc,Quận 12
8800000000.0,6,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,84.0,Phường Phú Thuận,Quận 7
3550000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,50.0,Phường Thạnh Xuân,Quận 12
8700000000.0,4,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,64.0,Phường An Lạc A,Quận Bình Tân
7500000000.0,6,0,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,112.0,Phường Thới An,Quận 12
6800000000.0,4,4,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường Bình Hưng Hòa,Quận Bình Tân
5400000000.0,3,3,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,52.0,Phường 11,Quận Gò Vấp
6800000000.0,4,4,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường Bình Hưng Hòa,Quận Bình Tân
5400000000.0,3,3,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,52.0,Phường 11,Quận Gò Vấp
5900000000.0,4,5,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,39.0,Phường 1,Quận Phú Nhuận
4990000000.0,8,6,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,73.0,Phường Thạnh Lộc,Quận 12
2650000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,26.0,Phường Phú Thạnh,Quận Tân Phú
1250000000.0,3,3,3.0,Nhà phố liền kề,Hoàn thiện cơ bản,23.0,Phường Thạnh Lộc,Quận 12
7350000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,56.0,Phường Tân Quý,Quận Tân Phú
6500000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,64.0,Phường Phú Mỹ,Quận 7
600000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,20.0,Xã Phước Lộc,Huyện Nhà Bè
4800000000.0,2,0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,50.05,Phường 15,Quận Tân Bình
6500000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,64.0,Phường Phú Mỹ,Quận 7
600000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,20.0,Xã Phước Lộc,Huyện Nhà Bè
4800000000.0,2,0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,50.05,Phường 15,Quận Tân Bình
9200000000.0,4,5,44.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,64.0,Phường 9,Quận Tân Bình
2890000000.0,2,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,19.0,Phường Phú Trung,Quận Tân Phú
6500000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,54.0,Phường 10,Quận 10
9000000000.0,4,5,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,83.0,Phường 9,Quận Gò Vấp
4650000000.0,4,3,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,52.0,Phường Bình Trị Đông A,Quận Bình Tân
13500000000.0,1,1,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,126.0,Phường Bình Trị Đông B,Quận Bình Tân
5150000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,70.0,Phường Tân Quý,Quận Tân Phú
7300000000.0,4,4,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,56.0,Phường Tân Quý,Quận Tân Phú
7300000000.0,4,4,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,56.0,Phường Tân Quý,Quận Tân Phú
1250000000.0,2,1,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,10.0,Phường 5,Quận Phú Nhuận
11800000000.0,4,0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Phường Bình Trị Đông B,Quận Bình Tân
4650000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,94.99,Xã Xuân Thới Thượng,Huyện Hóc Môn
850000000.0,2,2,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,24.0,Xã Nhơn Đức,Huyện Nhà Bè
7980000000.0,3,3,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,68.0,Phường 13,Quận 10
12800000000.0,3,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Phường 13,Quận Bình Thạnh
11000000000.0,5,4,4.0,Nhà phố liền kề,Nội thất đầy đủ,80.0,Phường Bình Trị Đông B,Quận Bình Tân
7500000000.0,7,3,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,34.0,Phường Phạm Ngũ Lão,Quận 1
2350000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,16.0,Phường 9,Quận Phú Nhuận
2350000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,16.0,Phường 9,Quận Phú Nhuận
4500000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,56.6,Phường Tân Thới Hiệp,Quận 12
5300000000.0,4,0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,52.0,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức
6000000000.0,2,2,0.0,"Nhà ngõ, hẻm",Bàn giao thô,75.0,Phường Tân Quý,Quận Tân Phú
1080000000.0,4,2,1.0,Nhà phố liền kề,Hoàn thiện cơ bản,50.0,Xã Bình Mỹ,Huyện Củ Chi
8100000000.0,2,2,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,120.07,Phường Tân Tạo,Quận Bình Tân
9990000000.0,4,4,4.0,Nhà phố liền kề,Nội thất cao cấp,80.0,Phường Bình Trị Đông B,Quận Bình Tân
3630000000.0,2,2,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,40.0,Phường Tân Kiểng,Quận 7
4650000000.0,4,0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,48.0,Phường Bình Trị Đông,Quận Bình Tân
4650000000.0,4,0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,48.0,Phường Bình Trị Đông,Quận Bình Tân
598000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,20.0,Xã Xuân Thới Sơn,Huyện Hóc Môn
2350000000.0,2,2,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,30.0,Phường Bình Trị Đông B,Quận Bình Tân
5600000000.0,1,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.3,Phường 13,Quận Tân Bình
4500000000.0,2,1,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,82.0,Xã Tân Xuân,Huyện Hóc Môn
5450000000.0,4,5,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường Thạnh Xuân,Quận 12
10900000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,129.99,Phường Phú Mỹ,Quận 7
4500000000.0,3,1,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,85.0,Phường Phú Mỹ,Quận 7
9000000000.0,4,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,80.0,Phường Bình Trị Đông B,Quận Bình Tân
1250000000.0,3,3,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,94.98,Xã Quy Đức,Huyện Bình Chánh
4600000000.0,3,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,58.0,Phường Tân Thới Nhất,Quận 12
4500000000.0,1,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Phường Phú Thọ Hòa,Quận Tân Phú
880000000.0,1,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,10.0,Phường 5,Quận 8
4200000000.0,3,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,42.0,Phường 12,Quận Gò Vấp
7200000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,72.0,Phường Tân Chánh Hiệp,Quận 12
6700000000.0,3,3,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,35.0,Phường 6,Quận 10
799000000.0,1,1,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,21.0,Xã Bình Hưng,Huyện Bình Chánh
5300000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,32.0,Phường Tân Thành,Quận Tân Phú
7500000000.0,3,4,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
4490000000.0,4,3,3.0,Nhà phố liền kề,Hoàn thiện cơ bản,57.0,Phường Tân Thới Hiệp,Quận 12
2850000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,45.0,Phường Tân Thới Nhất,Quận 12
5600000000.0,5,5,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Xã Phú Xuân,Huyện Nhà Bè
6100000000.0,4,5,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,56.0,Phường Bình Hưng Hòa,Quận Bình Tân
5500000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,27.0,Phường 11,Quận 3
7000000000.0,4,4,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,54.0,Phường Phú Thọ Hòa,Quận Tân Phú
10700000000.0,4,4,0.0,Nhà phố liền kề,Nội thất đầy đủ,72.0,Phường Hòa Thạnh,Quận Tân Phú
4300000000.0,2,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,46.0,Phường 2,Quận 4
6000000000.0,3,3,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,88.0,Phường Bình Hưng Hoà A,Quận Bình Tân
4300000000.0,2,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,46.0,Phường 2,Quận 4
6000000000.0,3,3,0.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,88.0,Phường Bình Hưng Hoà A,Quận Bình Tân
4700000000.0,3,3,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,33.7,Phường Nguyễn Cư Trinh,Quận 1
610000000.0,2,0,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,18.0,Phường Đông Hưng Thuận,Quận 12
3680000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,57.0,Phường Tân Thới Hiệp,Quận 12
850000000.0,2,1,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,44.0,Phường Hiệp Thành,Quận 12
1250000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,89.99,Xã Bình Chánh,Huyện Bình Chánh
5500000000.0,2,3,1.0,"Nhà ngõ, hẻm",Bàn giao thô,45.0,Phường 24,Quận Bình Thạnh
2700000000.0,2,0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
5500000000.0,2,3,1.0,"Nhà ngõ, hẻm",Bàn giao thô,45.0,Phường 24,Quận Bình Thạnh
2700000000.0,2,0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
12300000000.0,2,1,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,64.0,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
11900000000.0,1,1,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,136.0,Phường Bình Trị Đông A,Quận Bình Tân
4190000000.0000005,4,4,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,28.0,Phường Phú Thọ Hòa,Quận Tân Phú
9500000000.0,4,5,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,80.0,Phường 12,Quận Tân Bình
8300000000.000001,4,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,72.0,Phường Bình Trị Đông,Quận Bình Tân
6500000000.0,2,2,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Phường Bình Trị Đông,Quận Bình Tân
4680000000.0,3,3,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Phường 3,Quận 8
4950000000.0,5,4,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,36.0,Phường 11,Quận Bình Thạnh
