price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
"1,90 tỷ","2A, Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","29,69 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,Căn góc
"2,69 tỷ","37, Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","34,49 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,78 m²,
"5,60 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","56,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,99 m²,
"3,65 tỷ","33, Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","29,92 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Bắc,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,
"2,25 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,14 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,59 m²,
"4,80 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","60,84 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,,,
"1,95 tỷ","Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","24,07 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,81 m²,
"2,80 tỷ","Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh","38,89 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,72 m²,
"3,95 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,05 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,,
"4,60 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,,
"1,80 tỷ","- 30,51 triệu/m²","30,51 triệu/m²",2 phòng,2 phòng,Bắc,Chưa bàn giao,Nam,,,,,
"1,40 tỷ","- 29,17 triệu/m²","29,17 triệu/m²",2 phòng,2 phòng,Đông Nam,Chưa bàn giao,Đông Nam,,"Tập thể, cư xá",,,
"6,10 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","54,46 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,112 m²,Căn góc
"3,60 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",45 triệu/m²,2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
"3,15 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","51,64 triệu/m²",2 phòng,,,Chưa bàn giao,,Đang chờ sổ,Chung cư,,61 m²,
"4,83 tỷ","15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","15,29 triệu/m²",4 phòng,5 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,
"5,60 tỷ","- 33,94 triệu/m²","33,94 triệu/m²",3 phòng,,Tây Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"2,10 tỷ","số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","36,84 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,57 m²,
"8,50 tỷ","Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh","57,82 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,147 m²,
"5,60 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","52,83 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,106 m²,
"2,45 tỷ","- 36,57 triệu/m²","36,57 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,,,,,
"2,15 tỷ","D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","30,71 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"2,05 tỷ","D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","29,29 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"3,50 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","43,75 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,80 m²,
"3,51 tỷ","Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","59,47 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng đặt cọc,Chung cư,,59 m²,
"3,30 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",44 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"2,35 tỷ","Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","40,52 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,58 m²,0
"1,66 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","54,44 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"2,50 tỷ","- 56,82 triệu/m²","56,82 triệu/m²",1 phòng,1 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,,,,,
"2,34 tỷ","Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","43,33 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,54 m²,
"1,40 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","52,40 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,26.72 m²,
"5,80 tỷ","- 50,88 triệu/m²","50,88 triệu/m²",3 phòng,2 phòng,Bắc,Đã bàn giao,Đông,,,,,
"5,80 tỷ","- 50,88 triệu/m²","50,88 triệu/m²",3 phòng,2 phòng,Bắc,Đã bàn giao,Đông,,,,,
"1,95 tỷ","Đường Bình Quới, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh","48,75 triệu/m²",1 phòng,,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,40 m²,
"3,50 tỷ","- 53,03 triệu/m²","53,03 triệu/m²",2 phòng,3 phòng,Đông Nam,Đã bàn giao,Đông Bắc,,,,,
"1,35 tỷ","Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","56,25 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,24 m²,
"2,05 tỷ","Đường Bình Quới, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh","62,12 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,33 m²,
"1,50 tỷ","Đường Bình Thới, Phường 11, Quận 11, Tp Hồ Chí Minh","22,39 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,67 m²,
"10,30 tỷ","Số 1, Tôn Thất Thuyết, Phường 18, Quận 4, Tp Hồ Chí Minh",100 triệu/m²,3 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,103 m²,
16 tỷ,", Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","129,03 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,124 m²,
"2,50 tỷ","Đường Nguyễn Trãi, Phường 14, Quận 5, Tp Hồ Chí Minh","39,06 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,64 m²,
"2,40 tỷ","Đường An Dương Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",40 triệu/m²,3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,60 m²,
"2,75 tỷ","Đường Ngô Quyền, Phường 6, Quận 5, Tp Hồ Chí Minh","33,95 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,81 m²,
"1,50 tỷ","Bình Thới  , Phường 11, Quận 11, Tp Hồ Chí Minh","27,78 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,54 m²,
"18,90 tỷ","Đường Ðiện Biên Phủ, Phường 3, Quận 3, Tp Hồ Chí Minh","245,45 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,Đã bàn giao,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",Nội thất đầy đủ,77 m²,
"1,40 tỷ","Nguyễn Hữu Thọ, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","51,85 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Officetel,,27 m²,
26 tỷ,"Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","113,04 triệu/m²",4 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Penthouse,,230 m²,
"2,60 tỷ","- 22,41 triệu/m²","22,41 triệu/m²",3 phòng,2 phòng,Bắc,Chưa bàn giao,Nam,,Chung cư,,,
"2,50 tỷ","15A2, Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","48,08 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,52 m²,
9 tỷ,Số 01 Đường Số 104,"76,92 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,,
"2,18 tỷ","- 36,95 triệu/m²","36,95 triệu/m²",2 phòng,,Đông Nam,Đã bàn giao,Tây Bắc,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,,
"4,20 tỷ",", Lê Văn Lương, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","36,52 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,115 m²,
"2,70 tỷ",- 36 triệu/m²,36 triệu/m²,3 phòng,2 phòng,Đông,Đã bàn giao,Nam,,,,,
"3,80 tỷ","Lý Thường Kiệt, Phường 7, Quận 10, Tp Hồ Chí Minh","51,35 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,74 m²,
"1,39 tỷ","Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","24,39 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,57 m²,
"2,34 tỷ","Số 3, Đường Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Thành phố Hồ Chí Minh, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","44,15 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,53 m²,
"4,89 tỷ","- 60,32 triệu/m²","60,32 triệu/m²",2 phòng,2 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"2,75 tỷ","- 30,56 triệu/m²","30,56 triệu/m²",2 phòng,2 phòng,Đông Bắc,Đã bàn giao,Tây Nam,,Chung cư,,,
"9,80 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","83,05 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,118 m²,
4 tỷ,"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","108,11 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,37 m²,
"3,30 tỷ","Số 99, Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","42,86 triệu/m²",2 phòng,,,Chưa bàn giao,,Đang chờ sổ,Chung cư,Bàn giao thô,77 m²,
"3,60 tỷ","Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,72 m²,
"3,55 tỷ","Số 99, Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","45,51 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,78 m²,Căn góc
"2,80 tỷ","Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,89 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,72 m²,
"4,80 tỷ","Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",32 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,,Căn góc
"1,47 tỷ","Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","23,71 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,62 m²,
"1,99 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","42,34 triệu/m²",1 phòng,2 phòng,,Chưa bàn giao,Đông Nam,,Chung cư,,,
"5,20 tỷ","346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","56,52 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,1,Chung cư,Nội thất cao cấp,92 m²,
"3,18 tỷ","- 46,09 triệu/m²","46,09 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,,,,
"2,15 tỷ","Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",43 triệu/m²,2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,50 m²,
"2,50 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","35,71 triệu/m²",2 phòng,,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"2,25 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","36,29 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,62 m²,
"2,50 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","35,71 triệu/m²",2 phòng,,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"2,25 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","36,29 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,62 m²,
"3,75 tỷ","Số 207 Số 207 Nguyễn Xí, phường 26, quận Bình Thạnh, Tp.HCM","55,15 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"7,40 tỷ","Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","85,06 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,87 m²,
5 tỷ,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","69,44 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,72 m²,
6 tỷ,"Bát Nàn, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","76,92 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,78 m²,
"2,70 tỷ","số 32, Phước Long A, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"3,35 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","45,89 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,73 m²,
"1,80 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","31,03 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,Đông,,Chung cư,,,
"2,45 tỷ","928, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","29,17 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"2,09 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","27,87 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,
"1,37 tỷ","- 24,04 triệu/m²","24,04 triệu/m²",2 phòng,2 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"2,20 tỷ","- 37,29 triệu/m²","37,29 triệu/m²",2 phòng,1 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,,,
"1,75 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","33,65 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,52 m²,
"1,83 tỷ","Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","31,02 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,59 m²,
"3,50 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","44,30 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,79 m²,
"3,55 tỷ","281/2, Lý Thường Kiệt, Phường 15, Quận 11, Tp Hồ Chí Minh","54,62 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,65 m²,
"2,70 tỷ","195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","36,99 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
"2,70 tỷ","số 32, Phước Long A, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"10,01 tỷ",Nguyễn Hữu Cảnh,"92,69 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,108 m²,
"10,01 tỷ",Nguyễn Hữu Cảnh,"92,69 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,108 m²,
"2,35 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","33,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"2,28 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","35,08 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,65 m²,
"1,85 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","35,58 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,52 m²,
"3,45 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","49,29 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"7,30 tỷ","Lô 5, An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","54,07 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,135 m²,
"3,20 tỷ","Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","44,44 triệu/m²",2 phòng,,,Đã bàn giao,Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,72 m²,
"5,49 tỷ","- 58,99 triệu/m²","58,99 triệu/m²",2 phòng,2 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
"1,55 tỷ","96, trần đại nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","25,83 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,60 m²,Căn góc
"3,70 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","40,22 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,92 m²,
"6,80 tỷ","Số 628, Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","67,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,101 m²,
"2,40 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","44,44 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,,54 m²,
"2,30 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,33 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,60 m²,
"3,76 tỷ",Võ Văn Kiệt,47 triệu/m²,2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,80 m²,
"19,50 tỷ","Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","84,78 triệu/m²",4 phòng,3 phòng,,Đã bàn giao,,Hợp đồng mua bán,Penthouse,Hoàn thiện cơ bản,230 m²,
"2,60 tỷ","195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","37,14 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"2,25 tỷ","- 38,14 triệu/m²","38,14 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"8,60 tỷ","Khu phố 3, An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","96,63 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,89 m²,
"3,20 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","45,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"2,68 tỷ","Đường Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","34,36 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,,78 m²,
"2,60 tỷ","195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","37,14 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"2,25 tỷ","- 38,14 triệu/m²","38,14 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"8,60 tỷ","Khu phố 3, An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","96,63 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,89 m²,
"2,68 tỷ","Đường Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","34,36 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,,78 m²,
"12,20 tỷ","Võ Trường Toản, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","119,61 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,102 m²,
"1,89 tỷ","Quận Bình Tân, Tp Hồ Chí Minh","22,77 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Nam,Hợp đồng mua bán,Chung cư,,,Căn góc
"2,95 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","53,64 triệu/m²",2 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,55 m²,
"1,80 tỷ","Lô 11B KĐT Nam Thành Phố, Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","23,68 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,,76 m²,
"1,30 tỷ","96, Đường Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","26,53 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,49 m²,0
"2,20 tỷ","- 60,86 triệu/m²","60,86 triệu/m²",1 phòng,1 phòng,Đông Bắc,Đã bàn giao,Tây Nam,,,,,
"4,20 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","59,15 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,71 m²,
