price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
16 tỷ,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,5 phòng,5 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,160 m²,
"5,37 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","71,42 triệu/m²",3 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,75.2 m²,
"4,37 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","60,99 triệu/m²",2 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,71.6 m²,
18 tỷ,"Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","81,82 triệu/m²",3 phòng,4 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Penthouse,Bàn giao thô,,Căn góc
"2,28 tỷ","Số 22, Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","45,60 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,50 m²,
"5,40 tỷ","- 62,79 triệu/m²","62,79 triệu/m²",3 phòng,2 phòng,Tây Nam,Chưa bàn giao,Đông Bắc,,,,,
"1,70 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","56,67 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,30 m²,
13 tỷ,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","93,53 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,139 m²,
"3,64 tỷ","961, Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh","31,65 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,115 m²,
"9,38 tỷ",", Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","83,02 triệu/m²",2 phòng,3 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Duplex,Hoàn thiện cơ bản,113 m²,
"4,15 tỷ","39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","63,85 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,65 m²,
"6,20 tỷ","Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","77,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,80 m²,
"1,73 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","24,03 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,72 m²,
"3,65 tỷ","Đường số 4, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","43,25 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,84.4 m²,Căn góc
"1,93 tỷ","Đường số 45, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","20,98 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,,
"4,30 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","62,32 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,Căn góc
"3,50 tỷ","Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","46,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,75 m²,
"9,60 tỷ","- 96,61 triệu/m²","96,61 triệu/m²",3 phòng,2 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"21,29 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","64,13 triệu/m²",5 phòng,4 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,Căn góc
"6,70 tỷ","Đường Nguyễn Xiển, Phường Long Bình, Tp. Thủ Đức, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","68,36 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,98 m²,
"5,20 tỷ","- 65,91 triệu/m²","65,91 triệu/m²",2 phòng,2 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"3,20 tỷ","- 54,24 triệu/m²","54,24 triệu/m²",2 phòng,2 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"1,79 tỷ","Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh","29,75 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,
"1,67 tỷ","Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","33,40 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,50 m²,
"1,47 tỷ","70, Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","21,94 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,67 m²,
"2,55 tỷ","- 31,10 triệu/m²","31,10 triệu/m²",2 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,,,
"2,40 tỷ","- 35,82 triệu/m²","35,82 triệu/m²",2 phòng,1 phòng,Nam,Chưa bàn giao,Nam,,,,,
4 tỷ,"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,19 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,83 m²,
"1,27 tỷ",Cập nhật 4 ngày trước,"15,49 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,,Chung cư,,82 m²,
"2,50 tỷ","996, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","48,08 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,52 m²,
"1,46 tỷ","Đường Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh","28,63 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,51 m²,
"2,28 tỷ","Đường Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","43,02 triệu/m²",3 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,0
4 tỷ,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","49,38 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,81 m²,
"7,60 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","51,70 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,,Căn góc
"1,77 tỷ","102, Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","33,40 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,53 m²,
"5,70 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","65,14 triệu/m²",3 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,87.5 m²,
"2,95 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,
"7,90 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","81,91 triệu/m²",3 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,96.45 m²,
"6,92 tỷ","- 69,15 triệu/m²","69,15 triệu/m²",3 phòng,2 phòng,Tây Nam,Chưa bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,,,
"4,90 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","69,01 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,71 m²,
"1,15 tỷ","Đường Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",115 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,10 m²,
"2,35 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","33,57 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,70 m²,
"2,30 tỷ","Đường Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","35,38 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,65 m²,
"1,25 tỷ","Đường Sơn Kỳ, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",125 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,10 m²,
"5,30 tỷ","- 70,67 triệu/m²","70,67 triệu/m²",2 phòng,2 phòng,Bắc,Đã bàn giao,Nam,Hợp đồng mua bán,Chung cư,,,
"6,20 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","88,57 triệu/m²",2 phòng,,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"5,70 tỷ",- 60 triệu/m²,60 triệu/m²,3 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,1,Chung cư,,,
"3,40 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","43,04 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,79 m²,Căn góc
3 tỷ,"31, Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","34,48 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,87 m²,
"2,80 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","41,18 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"1,10 tỷ","Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","29,73 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,37 m²,
"20,50 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","144,37 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,,
"3,69 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","48,55 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,,Căn góc
"2,15 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","37,07 triệu/m²",2 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,58 m²,
3 tỷ,"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","44,12 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"1,85 tỷ","- 28,46 triệu/m²","28,46 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,,
"1,07 tỷ","Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","28,92 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,37 m²,
"2,55 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","54,26 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,47 m²,
4 tỷ,"77, Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","33,06 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,121 m²,
"4,30 tỷ","Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","63,24 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,68 m²,
"5,30 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","67,09 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Tây Nam,,Chung cư,,,
"3,60 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","50,70 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,71 m²,
"4,30 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","51,19 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,,
"1,93 tỷ","15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","25,73 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,Căn góc
5 tỷ,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","39,37 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Hợp đồng mua bán,Duplex,Nội thất đầy đủ,127 m²,
"6,30 tỷ","Phú Thuận, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","47,73 triệu/m²",4 phòng,3 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,132 m²,
"3,10 tỷ","Phú Thuận, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","44,29 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"5,80 tỷ","Đường Nguyễn Hữu Thọ, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","55,77 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,104 m²,
"1,55 tỷ","262/13, 262/13 262/13 Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",31 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,50 m²,
"1,85 tỷ","15B, 15B Đường Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","24,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,1,Chung cư,Nội thất đầy đủ,75 m²,
4 tỷ,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","56,34 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,71 m²,
"2,70 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","36,99 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
"4,28 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","50,95 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,84 m²,Căn góc
10 tỷ,"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",200 triệu/m²,2 phòng,,,Chưa bàn giao,,Sổ hồng riêng,Duplex,,50 m²,
"3,90 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","39,80 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Duplex,,98 m²,
"2,60 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","44,07 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,
"3,25 tỷ",- 65 triệu/m²,65 triệu/m²,1 phòng,1 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Officetel,,,
"3,95 tỷ","- 57,50 triệu/m²","57,50 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Nam,Sổ hồng riêng,Chung cư,,,
"3,35 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","47,18 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,71 m²,
"3,10 tỷ","Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","41,89 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,Căn góc
"2,30 tỷ","15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","31,08 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,74 m²,
"3,50 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","44,30 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,79 m²,
"6,40 tỷ","nguyễn lương bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","77,11 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,83 m²,Căn góc
"2,55 tỷ","Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","39,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,65 m²,
"2,53 tỷ","Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","35,63 triệu/m²",2 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,71 m²,
"1,75 tỷ",Cập nhật 4 ngày trước,50 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,,Chung cư,,35 m²,
"3,90 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","39,80 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Duplex,,98 m²,
"3,15 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","46,32 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,68 m²,
"4,20 tỷ","- 50,60 triệu/m²","50,60 triệu/m²",3 phòng,2 phòng,Nam,Đã bàn giao,Bắc,Hợp đồng mua bán,Chung cư,,,
"3,50 tỷ","- 53,85 triệu/m²","53,85 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Hợp đồng mua bán,Chung cư,,,
2 tỷ,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","27,40 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,73 m²,
"14,50 tỷ","Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","105,07 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,138 m²,
"3,36 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","53,33 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,Nội thất cao cấp,63 m²,
"2,05 tỷ","Liên Phường, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","33,33 triệu/m²",2 phòng,,,Đã bàn giao,Bắc,Hợp đồng mua bán,Chung cư,,61.5 m²,
"7,50 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",75 triệu/m²,3 phòng,2 phòng,,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"1,70 tỷ","Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","30,91 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,55 m²,
"2,60 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","44,07 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"2,70 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","45,76 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Tây Nam,,Chung cư,,,
"2,38 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","40,34 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,59 m²,
"3,13 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","45,36 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,,,
"3,10 tỷ","Đường Lưu Đình Lễ, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","43,66 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Tây,Hợp đồng mua bán,Chung cư,,71 m²,
3 tỷ,"33, 33 Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","32,96 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,91 m²,
"1,15 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","25,56 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,45 m²,
"2,10 tỷ","- 33,87 triệu/m²","33,87 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"2,90 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","48,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Bàn giao thô,60 m²,
"3,50 tỷ",", Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,70 m²,
"1,95 tỷ","Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","52,70 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,Căn góc
"4,80 tỷ","116, Đường Lương Định Của, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","55,81 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,,
"2,15 tỷ","961, Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh","35,83 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,
"4,34 tỷ","Lương Định Của, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","57,13 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,,
"3,55 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","47,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,,Căn góc
"2,30 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","43,40 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"2,95 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","42,75 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,69 m²,
"4,60 tỷ","- 44,65 triệu/m²","44,65 triệu/m²",3 phòng,2 phòng,Tây,Đã bàn giao,,,Chung cư,,,
"2,89 tỷ","Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","27,26 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,Căn góc
"2,55 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","53,13 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,48 m²,
"6,10 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","64,21 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,95 m²,
