price,rooms,toilets,floors,house_type,furnishing_sell,size,district,province
3700000000.0,3,2,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,39.0007378517972,Quận Tân Phú,Hồ Chí Minh
2900000000.0,2,2,2.0,"Nhà ngõ, hẻm",,55.99536590075304,Quận 7,Hồ Chí Minh
3500000000.0,2,0,0.0,"Nhà ngõ, hẻm",,56.0,Quận Bình Tân,Hồ Chí Minh
2600000000.0,3,2,1.0,"Nhà ngõ, hẻm",,40.0,Quận Bình Tân,Hồ Chí Minh
6500000000.0,2,3,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,67.99874463856052,Quận Gò Vấp,Hồ Chí Minh
10500000000.0,6,6,6.0,"Nhà mặt phố, mặt tiền",,92.00035047752563,Huyện Hóc Môn,Hồ Chí Minh
2660000000.0,3,3,1.0,"Nhà ngõ, hẻm",,45.99688742867024,Quận 7,Hồ Chí Minh
6500000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,100.0,Thành phố Thủ Đức,Hồ Chí Minh
7800000000.0,4,4,3.0,"Nhà ngõ, hẻm",,72.00221545278316,Quận Gò Vấp,Hồ Chí Minh
10500000000.0,6,6,0.0,"Nhà ngõ, hẻm",,100.0,Quận Gò Vấp,Hồ Chí Minh
4750000000.0,3,3,2.0,"Nhà ngõ, hẻm",,89.99621068586586,Quận Gò Vấp,Hồ Chí Minh
6500000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,100.0,Thành phố Thủ Đức,Hồ Chí Minh
7800000000.0,4,4,3.0,"Nhà ngõ, hẻm",,72.00221545278316,Quận Gò Vấp,Hồ Chí Minh
10500000000.0,6,6,0.0,"Nhà ngõ, hẻm",,100.0,Quận Gò Vấp,Hồ Chí Minh
4750000000.0,3,3,2.0,"Nhà ngõ, hẻm",,89.99621068586586,Quận Gò Vấp,Hồ Chí Minh
9500000000.0,4,0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Quận Gò Vấp,Hồ Chí Minh
650000000.0,3,2,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,79.95079950799507,Huyện Bình Chánh,Hồ Chí Minh
11500000000.0,10,6,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,77.00033478406428,Quận Gò Vấp,Hồ Chí Minh
13700000000.0,3,1,0.0,"Nhà mặt phố, mặt tiền",,80.0,Quận Gò Vấp,Hồ Chí Minh
11400000000.0,4,4,4.0,"Nhà ngõ, hẻm",,84.99850879809127,Quận Gò Vấp,Hồ Chí Minh
11500000000.0,10,6,6.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Quận Gò Vấp,Hồ Chí Minh
9900000000.0,3,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Quận Tân Bình,Hồ Chí Minh
930000000.0,2,1,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,20.0,Huyện Bình Chánh,Hồ Chí Minh
1890000000.0,1,2,2.0,"Nhà ngõ, hẻm",,18.0,Quận Bình Tân,Hồ Chí Minh
1860000000.0,1,2,2.0,"Nhà ngõ, hẻm",,19.500943594044873,Quận Gò Vấp,Hồ Chí Minh
4900000000.0,3,4,3.0,Nhà biệt thự,Nội thất đầy đủ,76.9956002514142,Huyện Hóc Môn,Hồ Chí Minh
5700000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,90.00473709142587,Huyện Hóc Môn,Hồ Chí Minh
2900000000.0,2,3,3.0,"Nhà ngõ, hẻm",,26.999348291592963,Quận Bình Tân,Hồ Chí Minh
2150000000.0,1,1,2.0,"Nhà ngõ, hẻm",,14.600027162841233,Quận Tân Phú,Hồ Chí Minh
4850000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,56.99847220589964,Quận Gò Vấp,Hồ Chí Minh
6400000000.0,4,4,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,52.9013060009919,Quận Tân Phú,Hồ Chí Minh
6600000000.0,4,3,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,50.0,Quận Bình Thạnh,Hồ Chí Minh
3950000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,44.998860788334476,Quận Tân Bình,Hồ Chí Minh
2550000000.0,2,2,2.0,"Nhà ngõ, hẻm",,21.999827452333708,Quận Tân Phú,Hồ Chí Minh
3300000000.0,4,3,2.0,"Nhà ngõ, hẻm",,64.99901516643688,Quận 7,Hồ Chí Minh
2600000000.0,2,1,2.0,"Nhà ngõ, hẻm",,38.998050097495124,Quận 12,Hồ Chí Minh
6650000000.0,3,4,3.0,"Nhà ngõ, hẻm",,76.0,Quận Gò Vấp,Hồ Chí Minh
7900000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,84.50101615146005,Huyện Nhà Bè,Hồ Chí Minh
3350000000.0,3,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,37.00022089684118,Quận 4,Hồ Chí Minh
3740000000.0,3,4,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,64.99826207855405,Quận Gò Vấp,Hồ Chí Minh
3350000000.0,4,4,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,56.00133734536944,Quận Tân Phú,Hồ Chí Minh
5280000000.0,2,3,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,45.00127844541038,Quận 1,Hồ Chí Minh
14000000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Thành phố Thủ Đức,Hồ Chí Minh
5990000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Quận 8,Hồ Chí Minh
5060000000.0,3,4,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,51.99876682766416,Quận 7,Hồ Chí Minh
1070000000.0000001,3,2,0.0,"Nhà ngõ, hẻm",,40.00000000000001,Huyện Hóc Môn,Hồ Chí Minh
3820000000.0,5,6,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,54.00056545094713,Quận Bình Thạnh,Hồ Chí Minh
1600000000.0,2,1,0.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,38.39692824574034,Huyện Bình Chánh,Hồ Chí Minh
8500000000.0,6,6,5.0,,,69.9991764802767,Quận Tân Bình,Hồ Chí Minh
4250000000.0,2,3,0.0,"Nhà ngõ, hẻm",,66.00403789408293,Quận 12,Hồ Chí Minh
3900000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,63.99737446668855,Thành phố Thủ Đức,Hồ Chí Minh
3900000000.0,3,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,63.99737446668855,Thành phố Thủ Đức,Hồ Chí Minh
4950000000.0,4,4,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,84.99313186813187,Huyện Hóc Môn,Hồ Chí Minh
1600000000.0,1,2,2.0,"Nhà ngõ, hẻm",,14.99953126464798,Quận Tân Bình,Hồ Chí Minh
1950000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,31.998687233344274,Quận 12,Hồ Chí Minh
9600000000.0,4,0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,83.99685011812058,Quận Bình Tân,Hồ Chí Minh
3550000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,47.99891833423472,Quận 3,Hồ Chí Minh
6300000000.0,4,4,1.0,Nhà phố liền kề,,110.00523834468308,Thành phố Thủ Đức,Hồ Chí Minh
4250000000.0,2,2,0.0,"Nhà ngõ, hẻm",,55.00194124498512,Quận 12,Hồ Chí Minh
3150000000.0,4,3,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,47.99634313576109,Quận Bình Tân,Hồ Chí Minh
4080000000.0,4,4,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,53.99682371625199,Quận Gò Vấp,Hồ Chí Minh
4950000000.0,4,3,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.99964646821749,Quận Bình Thạnh,Hồ Chí Minh
3300000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,54.50041288191577,Quận 12,Hồ Chí Minh
1580000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,43.998886104149264,Huyện Hóc Môn,Hồ Chí Minh
2300000000.0,3,0,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Quận Bình Tân,Hồ Chí Minh
1900000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,31.997305490063994,Quận Bình Tân,Hồ Chí Minh
4000000000.0,3,2,2.0,"Nhà mặt phố, mặt tiền",,40.0,Quận Bình Tân,Hồ Chí Minh
6090000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,91.00418410041841,Huyện Hóc Môn,Hồ Chí Minh
4860000000.0,4,2,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,52.000855981168414,Quận Bình Tân,Hồ Chí Minh
4860000000.0,4,2,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,52.000855981168414,Quận Bình Tân,Hồ Chí Minh
5890000000.0,5,4,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,50.0,Quận 8,Hồ Chí Minh
5990000000.0,3,4,0.0,"Nhà ngõ, hẻm",,50.0,Thành phố Thủ Đức,Hồ Chí Minh
6000000000.0,4,0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,120.0,Quận Bình Thạnh,Hồ Chí Minh
3600000000.0,2,1,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,80.0,Huyện Hóc Môn,Hồ Chí Minh
3850000000.0,4,4,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,50.0,Quận 11,Hồ Chí Minh
1280000000.0,1,1,2.0,"Nhà ngõ, hẻm",,10.799865001687479,Quận 4,Hồ Chí Minh
13900000000.0,4,4,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,59.99913670306902,Quận Gò Vấp,Hồ Chí Minh
705000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",,76.46420824295011,Huyện Bình Chánh,Hồ Chí Minh
1280000000.0,1,1,2.0,"Nhà ngõ, hẻm",,10.799865001687479,Quận 4,Hồ Chí Minh
13900000000.0,4,4,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,59.99913670306902,Quận Gò Vấp,Hồ Chí Minh
2480000000.0,3,3,0.0,"Nhà mặt phố, mặt tiền",,33.000665335994675,Quận Bình Tân,Hồ Chí Minh
1290000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",,86.0,Huyện Bình Chánh,Hồ Chí Minh
7300000000.0,10,0,44.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.69865133760779,Quận Tân Phú,Hồ Chí Minh
1900000000.0,1,1,2.0,"Nhà ngõ, hẻm",,17.000715819613458,Quận 11,Hồ Chí Minh
5200000000.0,4,5,3.0,"Nhà ngõ, hẻm",,59.99769239644629,Quận 12,Hồ Chí Minh
7300000000.0,10,0,44.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.69865133760779,Quận Tân Phú,Hồ Chí Minh
1900000000.0,1,1,2.0,"Nhà ngõ, hẻm",,17.000715819613458,Quận 11,Hồ Chí Minh
5200000000.0,4,5,3.0,"Nhà ngõ, hẻm",,59.99769239644629,Quận 12,Hồ Chí Minh
3050000000.0,2,2,2.0,"Nhà ngõ, hẻm",,29.99901642569096,Quận Bình Tân,Hồ Chí Minh
2800000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,38.00217155266015,Quận 8,Hồ Chí Minh
2450000000.0,2,1,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,32.00104493207942,Quận Bình Tân,Hồ Chí Minh
3050000000.0,2,2,2.0,"Nhà ngõ, hẻm",,29.99901642569096,Quận Bình Tân,Hồ Chí Minh
2800000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,38.00217155266015,Quận 8,Hồ Chí Minh
2450000000.0,2,1,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,32.00104493207942,Quận Bình Tân,Hồ Chí Minh
4750000000.0,4,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.00094317377977,Quận 12,Hồ Chí Minh
3550000000.0,5,5,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,50.0,Quận 12,Hồ Chí Minh
8700000000.0,4,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,63.99882301015154,Quận Bình Tân,Hồ Chí Minh
6800000000.0,4,4,3.0,"Nhà mặt phố, mặt tiền",,80.0,Quận Bình Tân,Hồ Chí Minh
5400000000.0,3,3,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,51.99807414540202,Quận Gò Vấp,Hồ Chí Minh
6800000000.0,4,4,3.0,"Nhà mặt phố, mặt tiền",,80.0,Quận Bình Tân,Hồ Chí Minh
5400000000.0,3,3,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,51.99807414540202,Quận Gò Vấp,Hồ Chí Minh
5900000000.0,4,5,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,39.00052882072977,Quận Phú Nhuận,Hồ Chí Minh
4990000000.0,8,6,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,72.9959040374488,Quận 12,Hồ Chí Minh
2650000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",,26.000784929356357,Quận Tân Phú,Hồ Chí Minh
1250000000.0,3,3,3.0,Nhà phố liền kề,Hoàn thiện cơ bản,22.999080036798528,Quận 12,Hồ Chí Minh
7350000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,56.0,Quận Tân Phú,Hồ Chí Minh
6500000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,64.00157542339504,Quận 7,Hồ Chí Minh
600000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,20.0,Huyện Nhà Bè,Hồ Chí Minh
4800000000.0,2,0,2.0,"Nhà ngõ, hẻm",,50.05213764337852,Quận Tân Bình,Hồ Chí Minh
6500000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,64.00157542339504,Quận 7,Hồ Chí Minh
600000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,20.0,Huyện Nhà Bè,Hồ Chí Minh
4800000000.0,2,0,2.0,"Nhà ngõ, hẻm",,50.05213764337852,Quận Tân Bình,Hồ Chí Minh
9200000000.0,4,5,44.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,64.0,Quận Tân Bình,Hồ Chí Minh
2890000000.0,2,1,2.0,"Nhà ngõ, hẻm",,18.9994083229242,Quận Tân Phú,Hồ Chí Minh
6500000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,54.000166154357395,Quận 10,Hồ Chí Minh
9000000000.0,4,5,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,83.00285898736512,Quận Gò Vấp,Hồ Chí Minh
4650000000.0,4,3,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,52.001789308879445,Quận Bình Tân,Hồ Chí Minh
13500000000.0,1,1,1.0,"Nhà mặt phố, mặt tiền",,126.0033600896024,Quận Bình Tân,Hồ Chí Minh
5150000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,70.00135924969418,Quận Tân Phú,Hồ Chí Minh
7300000000.0,4,4,4.0,"Nhà mặt phố, mặt tiền",,55.99877262964099,Quận Tân Phú,Hồ Chí Minh
7300000000.0,4,4,4.0,"Nhà mặt phố, mặt tiền",,55.99877262964099,Quận Tân Phú,Hồ Chí Minh
1250000000.0,2,1,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,10.0,Quận Phú Nhuận,Hồ Chí Minh
11800000000.0,4,0,4.0,"Nhà mặt phố, mặt tiền",,80.0,Quận Bình Tân,Hồ Chí Minh
4650000000.0,3,0,0.0,"Nhà ngõ, hẻm",,94.99489274770174,Huyện Hóc Môn,Hồ Chí Minh
850000000.0,2,2,0.0,"Nhà ngõ, hẻm",,23.997741389045736,Huyện Nhà Bè,Hồ Chí Minh
7980000000.0,3,3,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,68.001704303366,Quận 10,Hồ Chí Minh
12800000000.0,3,4,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Quận Bình Thạnh,Hồ Chí Minh
11000000000.0,5,4,4.0,Nhà phố liền kề,Nội thất đầy đủ,80.0,Quận Bình Tân,Hồ Chí Minh
7500000000.0,7,3,4.0,"Nhà ngõ, hẻm",,33.999728002175985,Quận 1,Hồ Chí Minh
2350000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,15.999455337690632,Quận Phú Nhuận,Hồ Chí Minh
2350000000.0,2,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,15.999455337690632,Quận Phú Nhuận,Hồ Chí Minh
4500000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,56.59665450886681,Quận 12,Hồ Chí Minh
5300000000.0,4,0,2.0,"Nhà ngõ, hẻm",,52.00156985871271,Thành phố Thủ Đức,Hồ Chí Minh
6000000000.0,2,2,0.0,"Nhà ngõ, hẻm",Bàn giao thô,75.0,Quận Tân Phú,Hồ Chí Minh
1080000000.0,4,2,1.0,Nhà phố liền kề,Hoàn thiện cơ bản,50.0,Huyện Củ Chi,Hồ Chí Minh
8100000000.0,2,2,0.0,"Nhà mặt phố, mặt tiền",,120.07115327601542,Quận Bình Tân,Hồ Chí Minh
9990000000.0,4,4,4.0,Nhà phố liền kề,Nội thất cao cấp,79.99679692504805,Quận Bình Tân,Hồ Chí Minh
3630000000.0,2,2,0.0,"Nhà ngõ, hẻm",,40.0,Quận 7,Hồ Chí Minh
4650000000.0,4,0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,47.997522708505365,Quận Bình Tân,Hồ Chí Minh
4650000000.0,4,0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,47.997522708505365,Quận Bình Tân,Hồ Chí Minh
598000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,20.0,Huyện Hóc Môn,Hồ Chí Minh
2350000000.0,2,2,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,30.001276650070217,Quận Bình Tân,Hồ Chí Minh
4500000000.0,2,1,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,81.99708454810495,Huyện Hóc Môn,Hồ Chí Minh
5450000000.0,4,5,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.00082203041512,Quận 12,Hồ Chí Minh
10900000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,129.99403697078117,Quận 7,Hồ Chí Minh
4500000000.0,3,1,0.0,"Nhà mặt phố, mặt tiền",,85.00188893086514,Quận 7,Hồ Chí Minh
9000000000.0,4,5,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,80.0,Quận Bình Tân,Hồ Chí Minh
1250000000.0,3,3,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,94.98480243161094,Huyện Bình Chánh,Hồ Chí Minh
4600000000.0,3,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,58.00025217500946,Quận 12,Hồ Chí Minh
4500000000.0,1,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,31.998862262675104,Quận Tân Phú,Hồ Chí Minh
880000000.0,1,1,0.0,"Nhà ngõ, hẻm",,10.0,Quận 8,Hồ Chí Minh
7200000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",,72.0,Quận 12,Hồ Chí Minh
6700000000.0,3,3,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.99973880791934,Quận 10,Hồ Chí Minh
799000000.0,1,1,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,20.99868593955322,Huyện Bình Chánh,Hồ Chí Minh
5300000000.0,2,2,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,31.999033991426675,Quận Tân Phú,Hồ Chí Minh
7500000000.0,3,4,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Thành phố Thủ Đức,Hồ Chí Minh
4490000000.0,4,3,3.0,Nhà phố liền kề,,57.00139647073759,Quận 12,Hồ Chí Minh
2850000000.0,1,1,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,45.00236854571293,Quận 12,Hồ Chí Minh
5600000000.0,5,5,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Huyện Nhà Bè,Hồ Chí Minh
6100000000.0,4,5,0.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,55.999265583402185,Quận Bình Tân,Hồ Chí Minh
5500000000.0,2,2,2.0,"Nhà ngõ, hẻm",,27.00049091801669,Quận 3,Hồ Chí Minh
7000000000.0,4,4,0.0,"Nhà mặt phố, mặt tiền",,53.99984571472653,Quận Tân Phú,Hồ Chí Minh
10700000000.0,4,4,0.0,Nhà phố liền kề,Nội thất đầy đủ,72.00053832178185,Quận Tân Phú,Hồ Chí Minh
4300000000.0,2,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45.999144201968335,Quận 4,Hồ Chí Minh
6000000000.0,3,3,0.0,"Nhà mặt phố, mặt tiền",,88.00234672924611,Quận Bình Tân,Hồ Chí Minh
4300000000.0,2,1,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45.999144201968335,Quận 4,Hồ Chí Minh
6000000000.0,3,3,0.0,"Nhà mặt phố, mặt tiền",,88.00234672924611,Quận Bình Tân,Hồ Chí Minh
4700000000.0,3,3,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,33.69900336990034,Quận 1,Hồ Chí Minh
3680000000.0,2,2,2.0,"Nhà ngõ, hẻm",,57.001239157372986,Quận 12,Hồ Chí Minh
850000000.0,2,1,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,43.99585921325052,Quận 12,Hồ Chí Minh
1250000000.0,3,2,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,89.99280057595392,Huyện Bình Chánh,Hồ Chí Minh
5500000000.0,2,3,1.0,"Nhà ngõ, hẻm",Bàn giao thô,45.00081819669449,Quận Bình Thạnh,Hồ Chí Minh
2700000000.0,2,0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.00075557234605,Thành phố Thủ Đức,Hồ Chí Minh
5500000000.0,2,3,1.0,"Nhà ngõ, hẻm",Bàn giao thô,45.00081819669449,Quận Bình Thạnh,Hồ Chí Minh
2700000000.0,2,0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.00075557234605,Thành phố Thủ Đức,Hồ Chí Minh
12300000000.0,2,1,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,63.99916749050419,Thành phố Thủ Đức,Hồ Chí Minh
11900000000.0,1,1,1.0,"Nhà mặt phố, mặt tiền",,136.0,Quận Bình Tân,Hồ Chí Minh
4190000000.0000005,4,4,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,28.000534616412725,Quận Tân Phú,Hồ Chí Minh
8300000000.000001,4,4,3.0,"Nhà ngõ, hẻm",,71.99861207494796,Quận Bình Tân,Hồ Chí Minh
6500000000.0,2,2,1.0,"Nhà ngõ, hẻm",,56.000689239252175,Quận Bình Tân,Hồ Chí Minh
4680000000.0,3,3,0.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Quận 8,Hồ Chí Minh
4950000000.0,5,4,0.0,"Nhà ngõ, hẻm",,36.0,Quận Bình Thạnh,Hồ Chí Minh
7900000000.0,4,5,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,85.00107596298687,Quận 7,Hồ Chí Minh
8000000000.0,4,4,4.0,"Nhà ngõ, hẻm",,47.70138930296345,Quận Tân Phú,Hồ Chí Minh
5750000000.0,4,3,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,34.99908698033964,Quận Bình Thạnh,Hồ Chí Minh
4450000000.0,5,0,3.0,"Nhà ngõ, hẻm",,59.99730349197789,Quận 12,Hồ Chí Minh
6200000000.0,2,2,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,41.99972903400623,Quận Bình Thạnh,Hồ Chí Minh
7800000000.0,5,5,5.0,"Nhà ngõ, hẻm",,42.00096925313661,Quận 10,Hồ Chí Minh
5490000000.0,4,0,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,72.0,Quận 12,Hồ Chí Minh
3980000000.0,2,2,0.0,"Nhà ngõ, hẻm",,45.00226142017187,Quận Tân Phú,Hồ Chí Minh
2000000000.0,4,2,2.0,"Nhà ngõ, hẻm",,20.0,Quận 5,Hồ Chí Minh
5490000000.0,4,0,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,72.0,Quận 12,Hồ Chí Minh
3980000000.0,2,2,0.0,"Nhà ngõ, hẻm",,45.00226142017187,Quận Tân Phú,Hồ Chí Minh
980000000.0,2,1,0.0,"Nhà ngõ, hẻm",,28.0,Quận 12,Hồ Chí Minh
6100000000.0,3,3,3.0,"Nhà ngõ, hẻm",,40.0,Quận Tân Bình,Hồ Chí Minh
6280000000.0,4,5,0.0,"Nhà ngõ, hẻm",Nội thất cao cấp,53.000253185922865,Quận 12,Hồ Chí Minh
3000000000.0,3,2,3.0,"Nhà ngõ, hẻm",,30.0,Quận Phú Nhuận,Hồ Chí Minh
7700000000.0,3,0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,40.0,Quận Phú Nhuận,Hồ Chí Minh
12000000000.0,5,5,3.0,Nhà phố liền kề,,100.0,Quận Bình Thạnh,Hồ Chí Minh
2400000000.0,1,2,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,18.60032550569635,Quận 4,Hồ Chí Minh
3890000000.0,3,2,2.0,"Nhà ngõ, hẻm",,48.000987166831194,Quận Tân Bình,Hồ Chí Minh
850000000.0,2,1,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,10.0,Quận 4,Hồ Chí Minh
3890000000.0,3,2,2.0,"Nhà ngõ, hẻm",,48.000987166831194,Quận Tân Bình,Hồ Chí Minh
850000000.0,2,1,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,10.0,Quận 4,Hồ Chí Minh
7200000000.0,4,5,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,56.00062222913588,Quận Gò Vấp,Hồ Chí Minh
5600000000.0,5,4,4.0,"Nhà ngõ, hẻm",,39.30100357919854,Quận 4,Hồ Chí Minh
2100000000.0,1,1,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,16.500353579005264,Quận 4,Hồ Chí Minh
13800000000.0,8,6,3.0,"Nhà mặt phố, mặt tiền",,104.99885870805753,Quận 12,Hồ Chí Minh
7500000000.0,3,4,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,80.0,Thành phố Thủ Đức,Hồ Chí Minh
12800000000.0,5,6,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,60.00093751464867,Quận 10,Hồ Chí Minh
6250000000.0,4,5,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,54.00034560221185,Quận 12,Hồ Chí Minh
9500000000.0,7,0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,100.0,Thành phố Thủ Đức,Hồ Chí Minh
