DistrictId,WardId,StreetId,Size,Type,FurnishingSell,Urgent,Price
14,166,1546,310.0,Shophouse,,0,17500000000.0
14,166,1546,250.0,Shophouse,,0,16000000000.0
14,166,1546,238.0,Shophouse,,0,15500000000.0
3,20,289,60.0,Mặt bằng kinh doanh,,1,14000000000.0
7,80,814,35.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,95000000.0
12,151,1314,180.0,Mặt bằng kinh doanh,,0,12800000000.0
12,153,1362,281.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,11000000000.0
12,146,1259,96.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,9790000000.0
17,220,2085,95.4,Mặt bằng kinh doanh,,0,23000000000.0
14,170,1639,10.0,Mặt bằng kinh doanh,,0,30000000.0
16,197,1887,37.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,6700000000.0
2,17,189,54.0,Mặt bằng kinh doanh,,0,13500000000.0
12,147,1271,108.0,Mặt bằng kinh doanh,,0,8790000000.0
8,88,816,190.0,Shophouse,,0,9900000000.0
16,201,1923,120.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,26000000000.0
19,249,2458,100.0,Shophouse,Nội thất đầy đủ,1,100000000.0
13,162,1482,69.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,5600000000.0
7,79,686,11.0,Mặt bằng kinh doanh,,0,230000000.0
7,79,686,10.0,Mặt bằng kinh doanh,,0,220000000.0
12,152,1321,255.0,Mặt bằng kinh doanh,,0,16500000000.0
1,1,3,120.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,750000000.0
10,115,1032,24.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,968000000.0
23,303,2715,300.0,Mặt bằng kinh doanh,,0,380000000.0
19,246,2404,52.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,7000000.0
18,238,2266,10.0,Mặt bằng kinh doanh,,0,35000000.0
18,225,2123,124.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,135000000.0
23,302,2713,75.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,2000000000.0
19,246,2406,56.13,Mặt bằng kinh doanh,,0,230000000.0
8,88,814,151.0,Shophouse,Hoàn thiện cơ bản,0,1500000000.0
17,219,2074,80.0,Mặt bằng kinh doanh,Bàn giao thô,0,21000000.0
12,145,1255,110.0,Mặt bằng kinh doanh,,0,7500000000.0
18,235,2223,112.0,Mặt bằng kinh doanh,,1,130000000.0
7,79,680,220.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,1450000000.0
19,245,2377,60.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,6000000.0
2,18,222,300.0,Mặt bằng kinh doanh,,0,1500000000.0
8,88,816,120.0,Shophouse,,0,720000000.0
17,218,2070,137.0,Văn phòng,,0,27000000000.0
8,88,814,151.0,Shophouse,Hoàn thiện cơ bản,0,5800000000.0
24,311,2750,200.0,Mặt bằng kinh doanh,,0,10300000000.0
16,201,1927,120.0,Mặt bằng kinh doanh,,0,100000000.0
17,221,2101,12.0,Shophouse,,0,3300000000.0
7,77,616,90.0,Mặt bằng kinh doanh,,0,380000000.0
20,266,2572,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,60000000.0
16,206,1970,35.0,Mặt bằng kinh doanh,,0,70000000.0
24,312,2756,160.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,25000000000.0
19,246,2392,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,12900000000.0
2,13,144,40.0,Shophouse,,0,7000000000.0
17,217,2056,50.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,200000000.0
9,107,951,25.0,Mặt bằng kinh doanh,,0,70000000.0
13,156,1414,240.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,440000000.0
18,227,2135,100.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,20000000.0
18,238,2256,200.0,Mặt bằng kinh doanh,,0,380000000.0
18,225,2123,120.0,Mặt bằng kinh doanh,,0,20000000000.0
13,155,1380,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,250000000.0
16,197,1887,37.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,6800000000.0
2,15,171,100.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,700000000.0
9,110,989,40.0,Mặt bằng kinh doanh,,0,60000000.0
12,147,1262,78.0,Mặt bằng kinh doanh,,0,5000000000.0
12,152,1321,186.0,Mặt bằng kinh doanh,,0,8199999999.999999
15,192,1858,300.0,Mặt bằng kinh doanh,,0,1200000000.0
8,84,747,221.2,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,36500000000.0
15,176,1747,10.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,1300000000.0
13,154,1371,130.0,Mặt bằng kinh doanh,,0,130000000.0
18,237,2235,50.0,Mặt bằng kinh doanh,,0,330000000.0
14,169,1625,25.0,Shophouse,Bàn giao thô,0,15000000.0
12,143,1228,400.0,Mặt bằng kinh doanh,,0,850000000.0
16,210,2005,70.0,Mặt bằng kinh doanh,,0,160000000.0
20,265,2560,60.0,Mặt bằng kinh doanh,,0,60000000.0
1,3,35,42.2,Mặt bằng kinh doanh,Nội thất đầy đủ,0,13500000000.0
12,152,1329,140.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,450000000.0
12,147,1272,300.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,260000000.0
5,53,440,10.2,Mặt bằng kinh doanh,Nội thất cao cấp,0,3500000000.0
19,246,2404,60.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,129000000.0
18,230,2184,40.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,150000000.0
15,193,1864,127.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,200000000.0
1,8,85,70.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,1,35000000000.0
24,312,2756,45.0,Shophouse,,1,7000000000.0
14,172,1672,108.0,Mặt bằng kinh doanh,,0,13990000000.0
17,219,2076,37.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,9900000000.0
16,196,1877,25.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,5890000000.0
16,206,1974,269.0,Mặt bằng kinh doanh,,0,24000000000.0
24,308,2746,255.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,6950000000.0
19,247,2411,40.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,64000000.0
7,79,687,53.0,Shophouse,,0,7700000000.0
9,103,911,129.0,Shophouse,Hoàn thiện cơ bản,0,7150000000.0
16,210,1999,90.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,13500000000.0
19,248,2441,140.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,330000000.0
9,110,988,156.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,14500000000.0
15,192,1855,93.0,Mặt bằng kinh doanh,,0,31500000000.0
8,88,814,151.0,Shophouse,Hoàn thiện cơ bản,0,5700000000.0
14,169,1618,130.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,8690000000.0
11,140,1210,60.0,Văn phòng,Nội thất đầy đủ,0,16899999999.999998
12,147,1266,72.0,Mặt bằng kinh doanh,,0,5300000000.0
9,102,902,110.0,Shophouse,,0,9700000000.0
12,153,1347,194.4,Mặt bằng kinh doanh,,0,8199999999.999999
20,266,2564,200.0,Mặt bằng kinh doanh,,0,9500000000.0
19,244,2363,48.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,25000000.0
7,77,620,30.8,Mặt bằng kinh doanh,,0,8000000000.0
7,80,812,52.0,Mặt bằng kinh doanh,,0,10000000000.0
8,89,832,156.0,Shophouse,,0,7800000000.0
15,192,1855,120.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,290000000.0
6,68,538,108.0,Shophouse,Hoàn thiện cơ bản,0,5950000000.0
7,77,620,58.0,Mặt bằng kinh doanh,,0,11500000000.0
19,244,2363,72.0,Mặt bằng kinh doanh,,0,8500000000.0
16,210,2004,50.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,6350000000.0
6,68,523,70.0,Mặt bằng kinh doanh,,0,9000000000.0
18,239,2276,105.0,Văn phòng,Nội thất đầy đủ,0,40000000000.0
7,78,666,26.0,Officetel,Hoàn thiện cơ bản,0,1600000000.0
3,25,286,90.0,Mặt bằng kinh doanh,,1,31000000000.0
12,151,1320,65.0,Shophouse,Nội thất đầy đủ,0,3700000000.0
20,251,2483,116.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,1290000000.0
9,102,902,85.0,Shophouse,,0,15000000000.0
16,203,1949,154.4,Mặt bằng kinh doanh,Nội thất đầy đủ,0,18200000000.0
12,147,1274,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,5600000000.0
23,302,2712,214.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,12500000000.0
18,227,2140,30.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,12000000000.0
4,40,361,87.6,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,28900000000.0
13,157,1428,189.0,Văn phòng,Hoàn thiện cơ bản,0,31000000000.0
3,31,323,126.0,Mặt bằng kinh doanh,,0,25500000000.0
17,219,2076,121.0,Officetel,,0,42000000000.0
17,221,2101,16.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,3650000000.0
8,88,814,151.0,Shophouse,Nội thất cao cấp,0,5200000000.0
19,240,2302,128.0,Mặt bằng kinh doanh,,0,22000000000.0
15,183,1802,120.8,Mặt bằng kinh doanh,,0,22000000000.0
15,184,1809,144.0,Mặt bằng kinh doanh,,0,18000000000.0
2,13,145,160.0,Văn phòng,,0,45000000000.0
10,121,1075,56.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,14500000000.0
14,167,1564,43.0,Mặt bằng kinh doanh,,1,5350000000.0
16,206,1974,250.0,Mặt bằng kinh doanh,,0,10000000.0
17,213,2025,85.0,Mặt bằng kinh doanh,Nội thất cao cấp,1,27500000000.0
12,152,1337,68.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,5300000000.0
19,246,2390,81.0,Mặt bằng kinh doanh,,1,9790000000.0
19,241,2312,98.0,Mặt bằng kinh doanh,,0,9700000000.0
14,169,1623,32.0,Mặt bằng kinh doanh,,0,160000000.0
8,88,814,183.0,Shophouse,Nội thất cao cấp,0,1980000000.0
16,204,1954,400.0,Shophouse,,1,21600000000.0
8,89,832,61.0,Shophouse,Hoàn thiện cơ bản,0,3500000000.0
12,153,1347,160.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,26000000000.0
17,219,2078,87.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,26000000000.0
15,182,1793,80.0,Mặt bằng kinh doanh,,0,110000000.0
16,203,1948,95.0,Mặt bằng kinh doanh,,0,7700000000.0
18,239,2291,70.0,Shophouse,Hoàn thiện cơ bản,1,5900000000.0
17,213,2029,144.0,Mặt bằng kinh doanh,,0,41500000000.0
17,216,2049,200.0,Mặt bằng kinh doanh,,0,41000000000.0
14,169,1590,45.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,4750000000.0
12,147,1274,112.0,Mặt bằng kinh doanh,,0,380000000.0
13,156,1403,64.0,Mặt bằng kinh doanh,,0,7300000000.0
8,88,814,151.0,Shophouse,Hoàn thiện cơ bản,0,5200000000.0
18,239,2281,36.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,59000000.0
3,20,300,85.0,Mặt bằng kinh doanh,,0,29500000000.0
17,223,2111,143.0,Văn phòng,,0,32000000000.0
10,126,1114,64.2,Shophouse,Nội thất đầy đủ,0,3600000000.0
12,153,1349,100.0,Shophouse,,0,4480000000.0
13,156,1412,134.0,Văn phòng,Nội thất đầy đủ,0,20000000000.0
12,151,1320,300.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,250000000.0
8,88,814,151.0,Shophouse,Hoàn thiện cơ bản,0,5900000000.0
14,168,1585,56.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,60000000.0
14,170,1648,350.0,Officetel,,0,25000000.0
4,33,330,163.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,44000000000.0
20,266,2570,243.0,Mặt bằng kinh doanh,,0,7200000000.0
13,157,1428,188.0,Mặt bằng kinh doanh,,0,17000000000.0
19,248,2451,68.4,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,9500000000.0
16,206,1975,238.0,Mặt bằng kinh doanh,,0,700000000.0
16,206,1976,200.0,Mặt bằng kinh doanh,,0,480000000.0
14,169,1618,160.0,Mặt bằng kinh doanh,,0,10500000000.0
14,171,1652,420.0,Mặt bằng kinh doanh,,0,600000000.0
11,141,1218,70.0,Mặt bằng kinh doanh,,1,220000000.0
9,100,893,154.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,10000000000.0
14,171,1656,300.0,Mặt bằng kinh doanh,,0,32000000000.0
19,247,2419,200.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,310000000.0
3,25,286,100.0,Mặt bằng kinh doanh,,0,41000000000.0
19,242,2328,120.0,Mặt bằng kinh doanh,,0,9700000000.0
1,10,113,100.0,Mặt bằng kinh doanh,,0,32000000000.0
3,20,289,99.0,Mặt bằng kinh doanh,,0,30000000000.0
15,192,1849,55.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,5400000000.0
12,147,1275,148.0,Shophouse,Nội thất cao cấp,0,7000000000.0
13,163,1504,120.0,Mặt bằng kinh doanh,,0,11200000000.0
2,16,174,87.0,Shophouse,Hoàn thiện cơ bản,0,3100000000.0
14,169,1618,200.0,Mặt bằng kinh doanh,,0,42000000000.0
19,240,2302,128.0,Mặt bằng kinh doanh,,0,22000000000.0
14,166,1536,160.0,Officetel,,0,12000000000.0
8,87,802,146.2,Shophouse,,0,7500000000.0
23,302,2712,100.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,4590000000.0
9,107,949,300.0,Mặt bằng kinh doanh,,1,25000000000.0
15,182,1790,137.0,Officetel,,1,27500000000.0
9,104,920,92.75,Shophouse,,0,5200000000.0
13,159,1455,113.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,12900000000.0
19,246,2404,168.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,36500000000.0
19,240,2302,128.0,Mặt bằng kinh doanh,,0,22000000000.0
19,246,2390,40.0,Mặt bằng kinh doanh,,0,6500000000.0
7,80,691,10.0,Mặt bằng kinh doanh,,0,70000000.0
12,153,1349,200.0,Mặt bằng kinh doanh,,0,6900000000.0
9,109,985,70.0,Văn phòng,Nội thất đầy đủ,0,10500000000.0
3,24,278,30.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,4800000000.0
16,206,1971,60.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,6400000000.0
1,5,47,30.0,Mặt bằng kinh doanh,,0,4800000000.0
16,204,1954,54.0,Shophouse,,0,5500000000.0
10,112,1008,50.0,Mặt bằng kinh doanh,,0,12000000000.0
16,207,1979,79.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,6790000.0
12,153,1347,167.0,Mặt bằng kinh doanh,,1,8100000000.0
8,88,814,151.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,4999000000.0
2,13,144,58.0,Shophouse,,0,8000000000.0
17,219,2076,98.7,Mặt bằng kinh doanh,,0,30000000000.0
9,100,893,100.3,Shophouse,Bàn giao thô,0,21000000000.0
18,225,2122,94.0,Mặt bằng kinh doanh,,0,7250000000.0
12,153,1349,115.0,Shophouse,,0,10000000000.0
18,230,2184,12.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,3300000000.0
23,297,2673,55.0,Mặt bằng kinh doanh,,0,4790000000.0
23,306,2731,339.1,Mặt bằng kinh doanh,,0,12989000000.0
22,290,2637,280.0,Mặt bằng kinh doanh,,0,940000000.0
12,147,1271,85.0,Văn phòng,Hoàn thiện cơ bản,0,9390000000.0
23,304,2720,324.0,Mặt bằng kinh doanh,,0,7500000000.0
8,88,814,151.0,Shophouse,Hoàn thiện cơ bản,0,5200000000.0
12,143,1227,68.0,Mặt bằng kinh doanh,,0,5700000000.0
7,80,812,148.0,Mặt bằng kinh doanh,,0,12300000000.0
14,166,1532,76.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,5800000000.0
14,166,1546,230.0,Shophouse,Nội thất đầy đủ,0,8500000000.0
1,9,89,69.0,Mặt bằng kinh doanh,,0,31000000000.0
1,10,114,61.0,Mặt bằng kinh doanh,,0,33000000000.0
15,193,1866,60.0,Mặt bằng kinh doanh,,0,12000000000.0
18,237,2253,79.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,17000000000.0
9,107,944,95.0,Mặt bằng kinh doanh,,0,6200000000.0
6,68,523,130.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,600000000.0
6,68,523,70.0,Mặt bằng kinh doanh,,0,10000000000.0
11,129,1138,72.0,Mặt bằng kinh doanh,,0,15000000000.0
10,122,1080,107.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,9000000000.0
2,13,145,80.0,Mặt bằng kinh doanh,,1,23500000000.0
8,96,862,47.73,Shophouse,Bàn giao thô,0,4099999999.9999995
19,247,2419,120.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,280000000.0
9,102,901,245.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,30000000000.0
16,200,1913,74.0,Mặt bằng kinh doanh,,0,16500000000.0
19,242,2325,43.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,5570000000.0
14,171,1661,108.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,7870000000.0
12,148,1279,165.0,Mặt bằng kinh doanh,Nội thất cao cấp,1,9500000000.0
19,246,2406,152.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,15500000000.0
20,266,2570,238.0,Mặt bằng kinh doanh,,0,7000000000.0
23,302,2708,95.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,5190000000.0
15,192,1854,180.0,Mặt bằng kinh doanh,,0,34000000000.0
8,87,802,50.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,19000000.0
3,24,277,64.2,Mặt bằng kinh doanh,,0,31971000000.0
18,225,2122,100.0,Mặt bằng kinh doanh,,0,18000000.0
19,248,2451,150.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,30000000000.0
18,227,2136,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,250000000.0
19,248,2440,166.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,33000000000.0
8,88,814,151.0,Shophouse,Hoàn thiện cơ bản,0,5300000000.0
8,88,814,150.0,Shophouse,Hoàn thiện cơ bản,0,5300000000.0
16,206,1972,254.0,Mặt bằng kinh doanh,Bàn giao thô,0,28000000000.0
13,156,1391,200.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,350000000.0
11,141,1218,70.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,220000000.0
7,78,669,280.0,Shophouse,Hoàn thiện cơ bản,0,19500000000.0
7,73,576,120.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,59000000.0
2,13,144,58.0,Shophouse,,0,8500000000.0
19,250,2478,94.08,Mặt bằng kinh doanh,,1,8300000000.000001
17,215,2047,29.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,3850000000.0
14,169,1605,52.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,4750000000.0
1,10,113,68.0,Mặt bằng kinh doanh,,0,16000000000.0
18,238,2258,77.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,15900000000.0
18,238,2260,26.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,10000000000.0
16,196,1877,78.0,Mặt bằng kinh doanh,,1,10500000000.0
12,147,1270,426.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,28400000000.0
19,244,2363,200.0,Mặt bằng kinh doanh,,0,19500000000.0
15,182,1794,32.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,120000000.0
24,309,2747,400.0,Mặt bằng kinh doanh,,0,200000000.0
19,250,2481,80.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,170000000.0
16,205,1967,238.0,Mặt bằng kinh doanh,,0,1200000000.0
9,104,920,92.25,Shophouse,Hoàn thiện cơ bản,0,5200000000.0
1,10,115,75.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,22000000000.0
14,169,1618,160.0,Mặt bằng kinh doanh,,0,10000000000.0
14,173,1709,200.0,Mặt bằng kinh doanh,,0,17500000.0
9,107,944,60.0,Mặt bằng kinh doanh,,0,5900000000.0
19,248,2451,150.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,360000000.0
18,225,2122,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,250000000.0
9,102,902,130.0,Shophouse,,0,9900000000.0
14,171,1664,100.0,Mặt bằng kinh doanh,,0,130000000.0
13,156,1391,250.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,350000000.0
18,225,2121,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,250000000.0
15,177,1757,10.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,9500000.0
23,301,2694,265.0,Mặt bằng kinh doanh,,0,24000000000.0
14,166,1526,85.0,Shophouse,Nội thất đầy đủ,0,6200000000.0
14,171,1656,315.0,Mặt bằng kinh doanh,,0,32000000000.0
12,151,1320,115.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,14800000000.0
14,173,1715,30.0,Mặt bằng kinh doanh,,0,100000000.0
16,203,1948,130.0,Mặt bằng kinh doanh,,0,250000000.0
23,302,2702,56.0,Mặt bằng kinh doanh,,0,2100000000.0
7,78,661,100.0,Mặt bằng kinh doanh,,0,12500000.0
19,242,2327,75.0,Mặt bằng kinh doanh,,0,15000000.0
3,23,267,72.7,Shophouse,,0,18900000000.0
14,173,1715,30.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,100000000.0
16,197,1887,200.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,75000000.0
12,148,1281,32.0,Mặt bằng kinh doanh,,0,1950000000.0
13,156,1412,336.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,27000000000.0
14,166,1537,68.0,Shophouse,,0,3800000000.0
9,104,925,112.0,Shophouse,,0,7500000000.0
9,102,902,50.0,Shophouse,Bàn giao thô,0,200000000.0
14,174,1727,280.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,12800000000.0
19,246,2392,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,12900000000.0
19,242,2327,75.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,200000000.0
12,153,1360,72.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,6700000000.0
8,89,832,80.0,Shophouse,,0,3500000000.0
1,7,75,32.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,8000000000.0
14,168,1586,26.0,Mặt bằng kinh doanh,,0,33000000.0
13,163,1499,88.0,Mặt bằng kinh doanh,,0,8586000000.0
13,163,1504,120.0,Mặt bằng kinh doanh,,0,11200000000.0
12,146,1260,323.0,Mặt bằng kinh doanh,,0,32000000000.0
19,248,2434,120.0,Mặt bằng kinh doanh,,0,12700000000.0
19,248,2431,90.1,Mặt bằng kinh doanh,,0,14800000000.0
19,244,2357,62.35,Mặt bằng kinh doanh,,0,10500000000.0
7,78,666,26.7,Officetel,Hoàn thiện cơ bản,0,1400000000.0
12,151,1320,320.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,250000000.0
17,218,2070,71.0,Văn phòng,,0,16899999999.999998
9,99,881,88.0,Mặt bằng kinh doanh,,0,21000000000.0
9,110,997,130.6,Mặt bằng kinh doanh,Nội thất đầy đủ,1,11000000000.0
18,229,2181,32.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,10800000000.0
24,312,2756,80.0,Shophouse,Bàn giao thô,0,145000000.0
24,312,2755,120.0,Mặt bằng kinh doanh,,0,9500000000.0
14,166,1546,239.0,Shophouse,Bàn giao thô,0,17450000000.0
15,181,1783,80.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,350000000.0
14,166,1526,133.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,7800000000.0
8,89,827,62.0,Shophouse,Hoàn thiện cơ bản,0,3700000000.0
14,169,1622,44.0,Mặt bằng kinh doanh,,0,6000000000.0
9,104,925,292.0,Shophouse,Bàn giao thô,0,17930000000.0
18,237,2233,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,330000000.0
19,246,2404,130.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,200000000.0
9,99,887,60.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,8600000000.0
13,155,1373,92.0,Mặt bằng kinh doanh,,0,10500000000.0
8,87,800,60.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,6300000000.0
9,99,887,94.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,10000000000.0
16,196,1875,110.0,Mặt bằng kinh doanh,,0,14500000000.0
20,262,2545,240.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,12000000000.0
16,196,1876,71.0,Mặt bằng kinh doanh,,0,7900000000.0
20,251,2484,163.0,Shophouse,,0,6860000000.0
20,254,2511,104.0,Shophouse,,0,8580000000.0
7,78,669,280.0,Shophouse,Hoàn thiện cơ bản,1,19000000000.0
18,238,2262,200.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,400000000.0
19,247,2414,160.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,280000000.0
14,169,1618,100.0,Mặt bằng kinh doanh,,0,14500000000.0
17,222,2105,43.0,Mặt bằng kinh doanh,,0,12000000000.0
18,227,2140,27.0,Mặt bằng kinh doanh,,0,12000000000.0
14,166,1536,100.0,Mặt bằng kinh doanh,,0,50000000.0
12,148,1277,70.0,Mặt bằng kinh doanh,,0,4300000000.0
18,239,2289,58.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,16829999999.999998
15,185,1818,130.0,Mặt bằng kinh doanh,,0,27200000000.0
8,87,802,78.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,16800000000.0
8,86,780,150.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,25500000000.0
15,192,1857,48.2,Mặt bằng kinh doanh,Hoàn thiện cơ bản,1,13000000000.0
7,78,669,35.0,Shophouse,,0,150000000.0
18,236,2224,42.0,Mặt bằng kinh doanh,,0,11000000000.0
13,156,1412,202.0,Shophouse,Hoàn thiện cơ bản,0,7900000000.0
9,109,986,190.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,1250000000.0
12,143,1236,60.0,Mặt bằng kinh doanh,,0,5600000000.0
12,153,1349,115.0,Shophouse,,0,9000000000.0
19,246,2392,108.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,12900000000.0
23,302,2708,117.6,Mặt bằng kinh doanh,,0,5500000000.0
12,153,1351,80.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,7900000000.0
9,107,952,67.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,7450000000.0
13,165,1525,300.0,Mặt bằng kinh doanh,,0,500000000.0
14,166,1537,185.0,Mặt bằng kinh doanh,,0,230000000.0
23,306,2734,400.0,Mặt bằng kinh doanh,,0,800000000.0
12,152,1329,200.0,Mặt bằng kinh doanh,,0,450000000.0
14,173,1707,420.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,290000000.0
18,237,2241,75.0,Mặt bằng kinh doanh,,0,200000000.0
19,242,2327,54.0,Mặt bằng kinh doanh,,0,170000000.0
8,87,800,80.0,Mặt bằng kinh doanh,,0,120000000.0
16,202,1943,300.0,Mặt bằng kinh doanh,,0,550000000.0
